precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ALIANȚA AUR-voturi","PARTIDUL ROMÂNIA MARE-voturi"
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ION PREOTU”",311,TROIANUL,154790,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:00:50",1228,1228,0,856,806,0,50,1295,465,740,90,96,4,11,19,42,19,10,2,2,2,8,7,416,3,95,4
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ LICURICIU",127,CĂLINEŞTI,152350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:40:32",349,349,0,359,248,0,111,385,26,329,30,6,3,1,1,7,4,3,1,1,2,5,2,258,2,33,0
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ LIȚA",192,LIŢA,151763,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:55:20",979,979,0,701,656,0,45,1080,379,657,44,18,1,0,4,31,3,6,2,1,3,8,5,521,2,50,2
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MAVRODIN",198,MAVRODIN,153204,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:11:36",872,872,0,686,658,0,28,955,269,635,51,14,6,10,8,21,9,0,0,1,3,3,2,491,3,62,2
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MAVRODIN",197,MAVRODIN,153204,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:43:31",1026,1026,0,751,727,0,24,1125,374,687,64,10,2,5,9,19,3,1,1,2,0,3,1,541,2,88,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MERIŞANI",95,BĂBĂIŢA,152038,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:22:03",812,812,0,629,609,0,20,895,266,589,40,3,0,2,2,15,2,0,0,0,3,1,1,501,3,53,3
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",21,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:08:29",1022,1015,7,446,437,0,9,1125,679,435,11,42,4,3,10,12,11,2,1,2,10,4,8,245,2,72,7
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",20,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:46:49",1266,1266,0,544,526,0,18,1395,851,525,19,51,6,1,13,28,16,3,2,3,13,2,14,310,3,57,3
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRÂN”",67,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:03:41",1410,1409,1,655,639,1,15,1550,895,643,12,60,0,0,22,25,10,10,0,0,0,20,0,370,12,114,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRÂN”",66,"MUNICIPIUL TURNU MĂGURELE",151683,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:11:57",1050,1050,0,421,400,0,21,1160,739,407,14,18,6,0,8,15,7,17,1,0,6,5,4,261,1,58,0
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”MIRON RADU PARASCHIVESCU”",87,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:02:10",1410,1407,3,590,572,3,15,1550,960,571,19,34,3,9,13,20,11,7,0,1,4,1,7,363,2,93,3
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MOŞTENI",211,MOŞTENI,153384,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:45:32",481,481,0,387,333,0,54,530,143,371,16,5,2,2,4,18,1,0,0,0,0,0,3,316,0,20,0
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ MOȘTENI",210,MOŞTENI,153384,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:49:14",606,606,0,494,429,0,65,670,176,477,17,16,1,3,3,11,2,1,0,0,0,0,0,398,1,40,1
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NANOV",212,NANOV,151816,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:19:27",1652,1652,0,1040,973,0,67,1810,770,974,66,22,12,10,11,47,19,2,2,4,19,11,12,788,7,0,8
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NĂSTURELU",214,NĂSTURELU,153400,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:41:04",1183,1183,0,803,782,0,21,1310,507,703,100,5,3,4,10,26,4,2,1,0,2,1,3,534,1,107,0
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NENCIULEȘTI",218,NENCIULEŞTI,154996,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:00:00",626,626,0,367,347,0,20,690,323,329,38,7,2,2,3,9,2,0,0,1,0,2,1,263,0,37,0
36,TELEORMAN,"SCOALA GIMNAZIALA NR.1",201,MĂLDĂENI,153277,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:37:29",1113,1113,0,658,646,0,12,1230,572,631,27,18,3,6,9,28,9,1,2,2,3,1,3,434,6,105,1
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.1",156,DOBROTEŞTI,152760,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:54:23",1237,1237,0,720,660,0,60,1360,640,665,55,37,3,0,7,21,9,0,1,4,0,1,4,489,1,84,4
36,TELEORMAN,"ŞCOALA GIMNAZIALA NR.1 BLEJEŞTI",100,BLEJEŞTI,152083,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:32:59",972,972,0,602,591,0,11,1075,473,578,24,10,0,5,1,43,7,1,0,1,3,3,14,416,1,72,1
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 CĂLUGĂRU",108,BOTOROAGA,152172,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:57:01",612,611,1,465,413,1,51,675,210,438,27,0,3,4,5,10,1,0,0,0,1,2,1,338,1,70,2
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 CIOLĂNEŞTII DIN DEAL",137,CIOLĂNEŞTI,152528,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:33:25",635,635,0,422,375,0,47,700,278,383,39,5,4,2,5,8,2,2,0,3,0,0,2,255,2,92,1
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 ISLAZ",186,ISLAZ,151736,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:12:18",656,644,12,377,362,0,15,780,403,357,20,25,5,2,1,7,5,5,0,1,1,2,2,252,2,44,3
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.1 MÎRZĂNEŞTI",204,MÂRZĂNEŞTI,153339,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:41:52",491,491,0,383,321,0,62,540,157,358,25,5,2,1,1,23,2,0,0,1,1,2,6,279,1,32,2
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.1 OLTENI",221,OLTENI,153473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:10:29",1444,1444,0,1105,1051,0,54,1600,495,1080,25,430,0,0,0,0,0,0,0,0,0,0,0,360,0,290,0
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 1 ORBEASCA DE SUS (CORP B)",227,ORBEASCA,153507,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 07:01:20",980,980,0,645,591,0,54,1075,430,618,27,59,6,0,0,0,0,0,0,4,0,0,1,469,0,79,0
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 1 ORBEASCA DE SUS (CORP B)",228,ORBEASCA,153507,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:23:52",1222,1222,0,817,779,0,38,1340,523,778,39,0,3,0,20,47,27,9,3,0,2,6,8,563,0,87,3
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.2",72,"MUNICIPIUL TURNU MĂGURELE",151683,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:06:52",1362,1350,12,453,441,7,5,1490,1037,414,35,16,2,0,4,21,7,2,2,2,15,5,3,260,2,72,1
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR. 2",158,DOBROTEŞTI,152760,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 00:13:05",878,878,0,561,496,0,65,965,404,551,10,9,2,3,2,27,2,3,0,0,4,2,4,419,0,72,2
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2",91,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:11:14",1191,1188,3,657,630,0,27,1310,653,613,44,33,8,3,8,14,12,1,1,7,9,3,10,382,3,114,5
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2",90,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:45:19",1187,1185,2,681,648,0,33,1300,619,654,27,22,6,7,9,27,15,2,2,4,5,0,6,450,0,99,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.2 BACIU COMUNA BLEJEŞTI",102,BLEJEŞTI,152083,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:00:29",771,771,0,509,481,0,28,855,345,485,24,13,2,0,1,30,3,4,0,1,3,3,4,316,0,102,3
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 2, CERNETU",205,MÂRZĂNEŞTI,153339,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:57:14",1008,1008,0,857,724,0,133,1110,253,791,66,6,3,0,4,25,0,1,1,3,19,0,4,628,2,81,14
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 2 CIOLĂNEŞTII DIN DEAL",138,CIOLĂNEŞTI,152528,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:09:01",472,472,0,350,307,0,43,545,195,330,20,12,0,4,9,19,4,2,1,1,2,3,0,202,1,65,5
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2 COSMEȘTI",145,COSMEŞTI,152582,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:14:06",822,822,0,709,631,0,78,905,187,669,40,5,0,0,0,30,8,0,1,0,0,0,8,566,0,51,0
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 2 ORBEASCA DE JOS ( CORP A)",223,ORBEASCA,153507,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 07:30:57",884,884,0,601,566,0,35,970,369,575,22,11,4,8,3,30,10,3,0,1,1,3,12,404,0,85,0
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 2 ORBEASCA DE JOS (CORP A)",224,ORBEASCA,153507,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 07:21:47",714,714,0,485,443,0,42,785,300,466,19,15,3,3,4,20,5,3,1,1,0,2,2,351,1,54,1
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.2 PERII-BROŞTENI",222,OLTENI,153473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:31:00",836,836,0,634,593,0,41,920,323,544,53,59,3,2,5,25,7,4,4,0,9,4,0,278,2,142,0
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.3",86,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:30:11",1421,1421,0,641,617,0,24,1565,924,625,16,38,6,10,16,40,14,6,5,2,9,3,8,371,2,93,2
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR.3 LACENI (CORP A)",226,ORBEASCA,153507,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:03:24",1004,1004,0,717,692,0,25,1105,388,667,50,13,3,7,3,31,7,6,1,0,0,0,0,545,3,48,0
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR.3 LACENI (CORP A)",225,ORBEASCA,153507,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:13:49",825,822,3,628,625,0,3,905,280,546,79,8,2,2,1,23,2,3,1,3,1,5,4,425,0,64,2
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.4",58,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:07:40",1598,1594,4,568,555,0,13,1765,1197,543,25,35,0,8,10,35,14,12,0,3,9,5,8,283,4,114,3
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.5",13,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:59:53",903,903,0,445,411,0,34,1000,555,435,10,51,6,4,12,13,10,1,1,3,11,1,10,233,5,70,4
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.6",22,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:37:55",915,903,12,332,318,1,13,1005,673,318,14,14,7,2,2,24,7,1,3,0,3,0,7,196,2,49,1
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.6",23,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:54:30",926,926,0,340,326,0,14,1025,685,329,11,27,2,1,10,11,7,2,2,1,2,2,10,191,2,55,4
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",3,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:05:03",1209,1209,0,553,546,0,7,1340,787,544,9,24,6,6,12,14,21,4,2,3,16,6,7,333,7,82,1
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",2,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:31:31",1156,1156,0,523,509,0,14,1274,751,510,13,42,8,6,13,29,15,1,1,7,8,2,15,278,2,78,5
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",5,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:25:23",1137,1137,0,505,486,0,19,1256,751,487,18,35,7,4,14,12,13,3,0,4,10,1,19,299,1,63,2
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",4,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:33:57",1287,1284,3,533,524,0,9,1415,882,517,16,30,7,11,7,34,12,2,1,3,10,1,1,327,6,63,2
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NUMĂRUL 1 LUNCA",194,LUNCA,153151,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:52:39",809,809,0,597,579,0,18,890,293,569,28,20,1,5,6,12,1,2,1,1,2,4,4,328,1,179,2
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NUMĂRUL 2 PRUNDU",196,LUNCA,153151,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:09:15",1248,1248,0,545,534,0,11,1375,830,512,33,3,0,4,0,11,0,0,0,0,0,2,0,378,0,114,0
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ PIATRA",234,PIATRA,153561,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:25:43",834,834,0,654,598,0,56,920,266,610,44,8,5,1,7,25,4,0,0,3,0,0,2,409,3,143,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ PLOPII SLĂVITEŞTI",239,PLOPII-SLĂVITEŞTI,153623,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:39:52",504,504,0,456,373,0,83,550,94,425,31,14,3,4,1,15,11,4,2,0,3,2,1,256,2,105,2
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ PLOSCA",244,PLOSCA,153605,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:14:10",744,744,0,478,464,0,14,825,323,436,42,6,0,0,0,10,20,7,0,0,0,0,9,319,0,63,2
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ POROSCHIA",250,POROSCHIA,151834,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:01:03",1410,1410,0,924,920,0,4,1550,626,861,63,15,4,5,4,16,11,5,0,0,4,8,0,551,10,228,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ PURANII DE SUS",253,PURANI,155136,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:36:24",1092,1092,0,870,750,0,120,1200,331,823,43,7,3,13,6,51,6,7,0,4,5,8,0,617,6,86,4
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ RĂDOIEȘTI",258,RĂDOIEŞTI,153865,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:39:13",743,743,0,469,423,0,46,820,351,446,23,6,3,1,5,9,9,1,1,0,2,3,2,351,0,51,2
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ SĂCENI",265,SĂCENI,153972,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:58:12",515,515,0,420,376,0,44,570,150,382,38,10,0,3,3,9,5,1,0,0,1,1,5,287,1,56,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SAELELE",260,SAELELE,155145,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:34:26",1129,1129,0,741,715,0,26,1250,509,728,13,9,0,0,0,16,0,0,0,0,1,7,0,641,0,54,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ(ŞCOALA NOUĂ)",238,PIETROŞANI,153589,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:53:09",1025,1025,0,772,685,0,87,1130,358,705,67,1,2,3,4,32,4,4,0,0,1,3,0,521,1,120,9
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ(ŞCOALA VECHE)",237,PIETROŞANI,153589,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:03:01",928,927,1,681,614,1,66,1015,334,629,52,13,1,8,3,20,4,3,1,1,2,3,4,461,4,78,23
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SLĂVEŞTI",303,"TĂTĂRĂŞTII DE JOS",154585,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:21:58",696,684,12,448,406,12,30,755,307,401,47,37,1,9,1,19,9,6,0,0,5,11,4,223,0,76,0
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ SLOBOZIA MÂNDRA",287,"SLOBOZIA MÂNDRA",154344,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:43:16",551,551,0,430,325,0,105,605,175,417,13,5,0,2,1,14,2,13,0,1,1,7,0,336,0,33,2
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ SLOBOZIA MÂNDRA",288,"SLOBOZIA MÂNDRA",154344,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:12:51",635,635,0,472,369,0,103,700,228,451,21,6,2,0,2,12,2,15,1,0,2,7,1,359,1,41,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SMÎRDIOASA",289,SMÂRDIOASA,154380,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:01:00",1448,1446,2,967,951,0,16,1585,618,914,53,7,8,5,8,25,5,5,0,0,0,22,1,709,3,116,0
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE”",18,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:33:58",800,798,2,345,330,0,15,880,535,338,7,35,3,4,8,16,9,3,2,2,3,1,10,189,1,50,2
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE”",19,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:43:42",912,912,0,425,413,0,12,1010,585,404,21,36,7,5,10,16,12,6,0,2,6,2,16,217,3,61,5
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SUHAIA",295,SUHAIA,154460,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:46:36",770,770,0,633,573,0,60,850,217,599,34,7,5,5,5,36,11,0,0,0,2,7,3,468,0,49,1
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ TĂTĂRĂŞTII DE JOS",301,"TĂTĂRĂŞTII DE JOS",154585,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:02:57",1088,1086,2,674,638,0,36,1200,526,629,45,25,6,20,10,33,12,5,4,2,5,11,3,376,8,107,2
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ TĂTĂRĂȘTII DE SUS",304,"TĂTĂRĂŞTII DE SUS",154665,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:06:09",1003,1002,1,745,653,0,92,1100,355,702,43,9,2,4,8,43,5,3,0,1,4,2,2,550,2,63,4
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ TĂTĂRĂȘTII DE SUS",305,"TĂTĂRĂŞTII DE SUS",154665,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:41:49",1099,1099,0,774,678,0,96,1205,431,733,41,11,5,6,3,24,6,6,0,0,3,8,7,560,2,88,4
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ TELEORMANU",206,MÂRZĂNEŞTI,153339,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:45:29",659,659,0,501,424,0,77,725,224,464,37,9,15,0,2,31,3,0,0,0,0,10,0,345,0,49,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ TRAIAN, STRADA PRINCIPALĂ NR. 188",307,TRAIAN,154736,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:03:38",736,736,0,340,322,0,18,810,470,310,30,7,4,4,0,9,3,3,0,0,2,7,1,193,0,74,3
36,TELEORMAN,"SCOALA GIMNAZIALA ”VASILE RACOTTA”",297,ŞTOROBĂNEASA,154497,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:46:22",1310,1309,1,826,790,0,36,1440,614,788,38,10,1,9,7,47,7,0,0,0,3,5,2,390,0,303,4
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ VEDEA",323,VEDEA,154852,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:23:08",463,463,0,309,297,0,12,510,201,285,24,0,3,0,0,0,0,0,0,0,0,0,0,263,0,19,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ZAHARIA STANCU”",36,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:48:39",1050,1050,0,409,402,0,7,1155,746,380,29,84,0,5,8,12,7,0,2,8,1,1,3,194,0,55,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ZAHARIA STANCU”",35,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:20:58",1124,1124,0,480,468,0,12,1240,760,463,17,97,5,4,7,16,7,2,1,1,8,1,3,240,3,67,1
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ZIMNICELE",215,NĂSTURELU,153400,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:06:40",721,721,0,545,520,0,25,800,255,497,48,3,1,6,3,23,2,4,1,0,2,1,2,361,3,84,1
36,TELEORMAN,"ŞCOALA MICĂ",245,PLOSCA,153605,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:59:57",1141,1141,0,764,749,0,15,1255,491,724,40,25,2,9,10,19,9,6,0,4,2,5,9,528,2,92,2
36,TELEORMAN,"ŞCOALA PRIMARĂ",334,ZÂMBREASCA,154978,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:41:37",348,348,0,273,228,0,45,400,127,255,18,2,0,2,0,8,5,1,0,0,0,1,1,204,0,30,1
36,TELEORMAN,"ȘCOALA PRIMARĂ CĂTUNU",247,POENI,153696,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:30:04",316,316,0,247,231,0,16,350,103,228,19,3,0,7,1,11,4,1,0,1,3,3,0,154,1,39,0
36,TELEORMAN,"ŞCOALA PRIMARĂ GĂLĂTENI",180,GĂLĂTENI,153026,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:51:41",1237,1237,0,950,859,0,91,1355,405,856,94,4,5,3,3,30,8,6,2,2,1,25,2,639,2,121,3
36,TELEORMAN,"ȘCOALA PRIMARĂ NR.4",84,"ORAŞ ZIMNICEA",151978,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:02:57",1389,1389,0,720,698,0,22,1535,815,690,30,19,6,3,5,21,4,2,0,3,6,2,0,514,0,104,1
36,TELEORMAN,"ȘCOALA PRIMARĂ NR.4",83,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:27:04",1281,1281,0,704,674,0,30,1410,706,675,29,20,5,4,6,37,3,4,3,4,8,2,12,480,1,86,0
36,TELEORMAN,"ŞCOALA PRIMARĂ ŞOIMU",290,SMÂRDIOASA,154380,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:50:24",313,313,0,222,206,0,16,345,123,208,14,4,1,3,3,4,3,0,0,0,0,0,0,147,0,42,1
36,TELEORMAN,"ŞCOALA RĂSFIRAŢI",243,PLOSCA,153605,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:56:27",1333,1333,0,931,910,0,21,1470,551,863,56,18,0,0,0,0,0,0,0,0,0,6,0,702,0,137,0
36,TELEORMAN,"ŞCOLA GIMNAZIALĂ NR. 1 CIUPERCENI",146,COSMEŞTI,152582,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:19:52",1087,1081,6,751,696,0,55,1081,56,695,56,0,4,7,3,20,8,5,0,1,3,1,1,587,1,54,0
36,TELEORMAN,"ŞCOLALA GIMNAZIALĂ CĂLMĂȚUIU (FOST LOCAL AL ȘCOLII CU CLASELE I-IV)",130,CĂLMĂŢUIU,152412,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:53:47",169,169,0,127,106,0,21,185,58,119,8,1,0,0,0,5,0,0,0,0,0,2,0,93,0,16,2
36,TELEORMAN,"S.C. URBANA SERV S.R.L.",85,"ORAŞ ZIMNICEA",151978,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:43:06",1407,1406,1,750,718,0,32,1545,795,721,29,21,2,3,0,26,4,3,2,0,5,5,8,512,1,127,2
