precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA AUR-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","GHEORGHE VLAD-DAN-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
12,CĂLĂRAŞI,PRIMARIE,76,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:58:54",1425,1425,0,850,830,0,20,1572,722,825,25,5,52,18,5,163,15,2,3,14,5,9,28,4,494,2,6
12,CĂLĂRAŞI,"PROPRIETATE PRIVATA",120,"DOR MĂRUNT",93370,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:14:50",269,269,0,163,160,0,3,286,124,162,0,1,5,4,3,19,2,0,0,4,0,3,2,1,116,1,1
12,CĂLĂRAŞI,"PROPRIETATE PRIVATĂ",175,MITRENI,100638,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:31:16",388,388,0,234,211,0,23,427,193,213,21,1,9,2,0,44,0,0,1,4,2,1,9,0,140,0,0
12,CĂLĂRAŞI,"SALA DE EDUCAȚIE FIZICĂ ȘCOLARĂ",161,JEGĂLIA,93815,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:04:38",718,718,0,526,511,0,15,879,353,484,42,7,19,1,1,42,9,2,0,13,4,4,6,3,372,0,1
12,CĂLĂRAŞI,"SALA DE SPORT A SCOLII GIMNAZIALE NICOLAE TITULESCU",21,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:37:00",1393,1393,0,538,526,0,12,1539,1001,514,24,4,38,7,0,107,16,1,1,14,7,10,37,1,258,4,9
12,CĂLĂRAŞI,"SALA DE SPORT A SCOLII GIMNAZIALE NICOLAE TITULESCU",20,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:53",701,701,0,330,322,0,8,774,444,320,10,0,17,14,0,59,5,0,2,18,2,7,25,1,156,3,11
12,CĂLĂRAŞI,"ŞC. GIMNAZIALĂ NR.1 DICHISENI",112,DICHISENI,93325,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:27:36",687,687,0,505,466,0,39,759,254,463,38,2,21,1,3,42,11,4,2,7,3,7,15,3,338,2,2
12,CĂLĂRAŞI,"SCOALA ANDOLINA",102,CIOCĂNEŞTI,93085,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:27:38",800,800,0,626,545,0,81,881,255,573,53,0,24,4,4,36,10,0,0,17,6,7,14,0,439,6,6
12,CĂLĂRAŞI,"SCOALA ARTARI",153,ILEANA,103764,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:45:19",486,486,0,347,318,0,29,532,185,334,13,1,9,1,2,21,1,0,0,4,0,0,3,2,289,0,1
12,CĂLĂRAŞI,"ŞCOALA BOGATA",146,GRĂDIŞTEA,93664,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:18:13",487,487,0,350,322,0,28,536,186,337,13,0,15,0,2,28,5,0,1,4,6,0,9,2,260,0,5
12,CĂLĂRAŞI,"SCOALA CLASELE 1-4 NR. 3",142,FUNDENI,103014,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:57:09",1115,1115,0,730,691,0,39,1220,490,686,44,0,75,0,8,81,7,0,1,16,6,4,5,4,473,3,3
12,CĂLĂRAŞI,"ȘCOALA CONSTANTIN BRÂNCOVEANU, LOCALUL CU ETAJ",228,VASILAŢI,105829,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:19:55",895,895,0,599,517,0,82,980,381,554,45,31,41,4,0,61,5,0,0,10,9,7,46,2,332,1,5
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",203,SĂRULEŞTI,104886,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:36:45",203,203,0,137,129,0,8,222,85,118,19,0,11,0,0,19,0,0,0,0,4,1,2,0,80,0,1
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",200,SĂRULEŞTI,104886,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:56:51",331,331,0,247,224,0,23,363,117,230,16,0,4,0,2,6,0,0,0,1,0,0,1,0,216,0,0
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",201,SĂRULEŞTI,104886,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:03:28",510,510,0,404,377,0,27,560,156,375,29,1,11,2,0,28,2,1,2,2,1,3,3,1,315,0,3
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",185,"NICOLAE BĂLCESCU",104341,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:20:11",200,200,0,168,132,0,36,221,53,158,10,0,9,0,0,31,1,0,0,2,3,0,2,1,108,0,1
12,CĂLĂRAŞI,"ȘCOALA CU CLASELE I-IV COADELE",195,RADOVANU,104751,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:29:34",901,901,0,949,901,0,48,992,374,590,28,1,10,7,2,165,13,2,3,12,1,0,25,1,344,3,1
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV FAUREI",222,ULMU,94606,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:51:49",290,290,0,216,195,0,21,320,104,212,4,0,14,2,1,20,3,0,0,0,0,1,1,1,166,0,3
12,CĂLĂRAŞI,"ȘCOALA CU CLASELE I-IV VALEA POPII",196,RADOVANU,104751,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:03:28",405,405,0,302,269,0,33,447,145,285,17,3,8,3,1,91,4,1,2,8,3,4,8,1,143,0,5
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV VALEA STANII",165,LUICA,104083,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:05:55",418,418,0,273,244,0,29,460,187,242,31,0,12,2,2,30,3,0,2,4,2,0,1,0,177,0,7
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII",184,"NICOLAE BĂLCESCU",104341,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:58:09",1029,1029,0,793,734,0,59,1134,341,747,46,2,40,3,5,71,4,0,1,6,15,4,13,1,570,0,12
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII LUICA",164,LUICA,104083,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:26:41",1184,1184,0,702,674,0,28,1301,599,631,71,0,40,5,4,80,8,1,1,14,0,5,8,3,449,0,13
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.1",92,CHIRNOGI,101804,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:49:02",1596,1596,0,765,748,0,17,1757,992,625,140,5,42,1,4,134,8,2,1,5,12,5,6,4,389,2,5
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.2",93,CHIRNOGI,101804,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:17:46",1417,1417,0,781,768,0,13,1566,785,730,51,4,35,8,4,124,5,1,0,11,5,9,22,9,490,2,1
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.2",94,CHIRNOGI,101804,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:48:26",1563,1563,0,862,857,0,5,1716,854,797,65,3,37,18,2,104,11,2,2,12,4,9,8,3,573,4,5
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.3",95,CHIRNOGI,101804,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:58:43",1101,1101,0,602,588,0,14,1216,614,552,50,3,17,8,0,79,7,4,0,17,5,6,12,3,379,2,10
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII ULMU",221,ULMU,94606,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:04:58",585,585,0,471,407,0,64,642,171,451,20,2,4,6,2,20,2,0,0,7,0,4,11,1,390,1,1
12,CĂLĂRAŞI,"SCOALA CU CLS. I-IV",78,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:02:32",344,344,0,236,218,0,18,386,150,225,11,1,22,3,0,77,1,0,1,3,0,4,4,0,107,0,2
12,CĂLĂRAŞI,"SCOALA CU CLS. I-IV",80,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:09:58",1073,1073,0,504,485,0,19,1200,696,450,54,2,36,1,3,150,5,0,0,4,10,3,8,3,225,0,0
12,CĂLĂRAŞI,"ŞCOALA CU CLS I-IV ”CONSTANTIN DECULESCU”",63,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:44:28",1699,1699,0,702,688,0,14,1874,1172,668,34,6,32,11,0,60,8,3,3,8,5,8,51,4,452,2,15
12,CĂLĂRAŞI,"SCOALA CU CLS. I-IV-DEAL",199,ROSEŢI,94312,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:18:19",1848,1848,0,1122,1078,0,44,2029,907,1017,105,2,84,8,8,62,12,1,1,23,13,7,37,9,736,5,9
12,CĂLĂRAŞI,"SCOALA CU CLS. I-VIII",79,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:13",683,683,0,329,314,0,15,853,524,304,25,2,23,0,0,106,3,0,1,6,3,2,10,2,142,0,4
12,CĂLĂRAŞI,"ŞCOALA DIN SATUL BOŞNEAGU",122,DOROBANŢU,93441,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:25:19",270,270,0,212,177,0,35,299,87,203,9,1,12,1,0,11,3,0,0,3,3,2,4,0,162,0,1
12,CĂLĂRAŞI,"SCOALA GENERALA CU CLS I-IV-SECTOR",197,ROSEŢI,94312,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:58:33",1956,1956,0,1057,1040,0,17,2146,1089,942,115,4,78,7,7,72,6,1,1,10,19,2,14,6,705,3,7
12,CĂLĂRAŞI,"SCOALA GENERALA NR.1",178,MODELU,92587,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:39:28",1620,1620,0,875,860,0,15,1781,906,817,58,4,53,7,6,111,20,1,1,11,7,9,12,1,562,1,11
12,CĂLĂRAŞI,"SCOALA GENERALA NR.1",179,MODELU,92587,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:04:18",1713,1713,0,909,897,0,12,1882,973,829,80,5,44,8,1,133,5,6,4,8,2,4,17,11,562,4,15
12,CĂLĂRAŞI,"SCOALA GENERALA NR.1",177,MODELU,92587,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:26:25",1569,1569,0,867,861,0,6,1727,860,829,38,2,50,16,5,133,18,1,2,6,8,16,21,6,536,2,7
12,CĂLĂRAŞI,"ȘCOALA GENERALA NR.1",204,SOHATU,105222,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:25:10",1121,1121,0,789,741,0,48,1228,439,670,119,1,40,4,7,49,9,0,2,8,5,14,11,9,508,0,3
12,CĂLĂRAŞI,"SCOALA GENERALA NR 1.FRUMUSANI",135,FRUMUŞANI,102945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:59:31",947,947,0,448,398,0,50,1037,589,416,32,2,19,2,6,156,11,1,0,9,2,2,8,5,180,4,9
12,CĂLĂRAŞI,"SCOALA GENERALA NR 1.FRUMUSANI",136,FRUMUŞANI,102945,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:56:52",1037,1037,0,698,654,0,44,1142,444,640,58,1,19,3,5,215,5,1,0,7,4,3,5,1,334,5,32
12,CĂLĂRAŞI,"SCOALA GENERALA NR.2",180,MODELU,92587,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:33:58",1575,1575,0,870,865,0,5,1735,865,819,51,3,50,9,0,130,20,6,1,12,8,8,18,7,536,1,10
12,CĂLĂRAŞI,"ȘCOALA GENERALA NR.2",205,SOHATU,105222,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 13:25:02",676,676,0,538,482,0,56,749,211,488,50,4,18,2,8,32,1,1,2,3,3,2,4,2,402,0,4
12,CĂLĂRAŞI,"SCOALA GENERALA ORASTI",137,FRUMUŞANI,102945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:22:34",691,691,0,457,433,0,24,763,306,423,34,1,21,4,3,134,6,1,1,4,2,8,9,1,210,1,17
12,CĂLĂRAŞI,"SCOALA GENERALA PASAREA",138,FRUMUŞANI,102945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:06:58",591,591,0,431,380,0,51,651,220,407,24,1,19,0,1,57,4,1,0,13,5,5,4,4,286,1,6
12,CĂLĂRAŞI,"SCOALA GENERALA SILISTEA",227,"VALEA ARGOVEI",105712,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:18:16",511,511,0,371,332,0,39,562,193,339,30,0,24,0,3,96,3,0,1,2,2,1,5,2,193,3,4
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA CAROL I CALARASI",2,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:57:17",614,614,0,319,302,0,17,677,358,310,9,3,11,15,2,39,15,2,2,7,4,7,45,3,146,2,7
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA CAROL I CALARASI",1,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:26:53",1345,1345,0,642,624,0,18,1482,840,616,26,5,29,26,4,105,18,4,5,18,1,21,75,4,289,8,4
12,CĂLĂRAŞI,"SCOALA GIMNAZIALĂ ” CAROL I” CĂLĂRAŞI",7,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:09:50",1359,1359,0,516,504,0,12,1490,986,493,11,3,25,14,5,106,19,2,4,7,2,10,34,6,241,4,11
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN TEODORESCU” ŞOLDANU",210,ŞOLDANU,105384,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:39:52",1692,1692,0,1194,1125,0,69,1866,672,1097,97,6,32,12,6,82,26,0,3,14,11,8,14,8,856,9,10
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA C-TIN BRÂNCOVEANU",45,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:42:49",1240,1240,0,588,580,0,8,1368,781,554,33,6,35,5,2,135,18,1,2,13,9,8,35,3,265,5,12
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA C-TIN BRÂNCOVEANU",46,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:55:56",1038,1038,0,463,426,0,37,1147,684,445,18,2,25,6,5,89,15,0,4,11,3,17,30,0,230,0,8
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA C-TIN BRÂNCOVEANU",47,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:45:21",1154,1154,0,542,537,0,5,1278,736,516,26,1,36,11,3,129,12,1,5,9,10,13,34,2,239,2,9
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE ION GHICA ”",193,RADOVANU,104751,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:32:37",886,886,0,662,631,0,31,976,314,629,33,1,26,4,2,202,4,1,3,12,3,1,20,2,343,0,5
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE ION GHICA ”",194,RADOVANU,104751,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:53:19",813,813,0,677,614,0,63,900,286,591,23,2,21,1,7,154,4,2,2,6,0,3,9,3,374,0,3
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA DRAGOS MARIN",212,"ŞTEFAN CEL MARE",94562,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:58:12",1535,1535,0,808,801,0,7,1694,886,770,38,2,38,4,2,139,16,1,2,15,3,4,17,7,516,2,2
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA DRAGOS MARIN",213,"ŞTEFAN CEL MARE",94562,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:54:34",1125,1125,0,618,595,0,23,1241,623,587,30,5,49,2,2,90,14,2,0,10,5,2,11,1,388,2,4
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA FLORENTA ALBU VILCELELE",232,VÂLCELELE,94731,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:09:54",872,872,0,472,450,0,22,963,491,457,15,2,29,1,1,34,7,1,2,4,4,3,5,1,354,0,9
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GHEORGHE MANU",67,"ORAŞ BUDEŞTI",101458,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:40:11",1962,1962,0,1094,1070,0,24,2160,1066,994,100,7,32,16,17,102,4,0,0,13,9,4,78,10,686,6,10
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GHEORGHE MANU",66,"ORAŞ BUDEŞTI",101458,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:05:43",1891,1891,0,1024,995,0,29,2080,1050,871,153,2,20,0,16,74,2,0,0,3,16,4,57,12,649,4,12
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GRIGORE MOISIL",218,ULMENI,105605,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:18:48",1166,1166,0,770,731,0,39,1300,530,717,53,4,33,3,3,55,17,0,0,15,10,0,23,3,541,5,5
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA IANCU ROSETTI-CENTRU",198,ROSEŢI,94312,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:49:36",1243,1243,0,768,746,0,22,1378,610,719,49,3,28,6,4,76,5,3,2,9,6,8,38,3,518,6,4
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIHAI VITEAZUL CALARASI",17,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:02:36",1105,1105,0,460,450,0,10,1211,748,432,28,1,20,9,1,90,19,1,4,6,3,8,41,0,211,3,15
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIHAI VITEAZUL CALARASI",19,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:06:51",673,673,0,283,274,0,9,742,459,276,7,1,13,9,0,45,5,2,1,4,3,4,23,4,155,3,4
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIHAI VITEAZUL CALARASI",16,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:30:11",1268,1268,0,596,588,0,8,1393,798,572,23,4,33,8,1,97,23,3,6,26,5,15,58,2,273,5,13
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIHAI VITEAZUL CALARASI",18,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:11:54",1279,1279,0,527,520,0,7,1411,884,507,20,6,16,13,3,87,9,0,6,13,4,17,45,4,266,3,15
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”MIRCEA ELIADE” - SALA DE SPORT",64,"MUNICIPIUL OLTENIŢA",100610,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:35:10",1195,1195,0,574,558,0,16,1317,743,553,21,2,36,11,5,58,23,5,2,16,2,6,23,1,348,6,9
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA MIRCEA NEDELCIU",73,"ORAŞ FUNDULEA",103032,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:19:30",1023,1023,0,718,676,0,42,1118,400,693,25,3,31,5,0,50,16,1,1,7,2,7,22,6,541,0,1
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIRCEA VODĂ",39,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:58:56",1031,1031,0,500,491,0,9,1134,634,480,20,4,18,10,4,110,13,1,2,14,3,10,25,3,250,2,11
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIRCEA VODĂ",36,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:02:51",1200,1200,0,584,576,0,8,1317,733,559,25,3,25,19,3,98,23,1,7,14,2,10,53,1,289,4,7
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIRCEA VODĂ",38,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:58:45",1492,1492,0,703,695,0,8,1648,945,676,27,9,39,24,3,122,14,3,3,23,8,20,62,3,317,5,21
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIRCEA VODĂ",37,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:19:22",1122,1122,0,579,564,0,15,1234,655,541,37,0,34,8,3,133,20,0,7,13,2,8,28,5,267,2,11
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA ”NICOLAE PETRESCU”",104,CRIVĂŢ,180055,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:09:06",770,770,0,572,525,0,47,851,279,517,55,2,31,3,4,46,4,0,3,9,2,13,64,3,330,1,2
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA ”NICOLAE PETRESCU”",103,CRIVĂŢ,180055,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:35:58",761,761,0,585,533,0,52,839,254,541,44,2,38,3,0,67,8,1,1,14,6,8,68,4,318,1,2
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1",182,NANA,104323,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 09:48:25",808,808,0,549,469,0,80,891,342,494,55,0,16,3,0,46,9,1,2,10,4,7,121,1,271,1,2
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1",183,NANA,104323,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 09:13:36",924,924,0,677,605,0,72,1020,343,618,59,2,24,2,5,62,16,1,0,10,7,4,116,4,362,1,2
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1",159,JEGĂLIA,93815,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:35:33",1514,1514,0,876,849,0,27,1668,792,814,62,4,40,4,12,109,16,0,0,9,7,10,17,5,571,0,10
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1",216,"TĂMĂDĂU MARE",105455,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:28:53",1222,1222,0,848,787,0,61,1349,501,791,57,1,32,12,5,93,3,0,1,8,8,2,10,4,605,1,6
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1",97,CHISELET,101822,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:38:38",1334,1334,0,773,742,0,31,1469,696,705,68,5,19,2,3,68,13,0,2,9,1,3,12,9,555,0,4
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1",96,CHISELET,101822,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:11:39",523,523,0,315,289,0,26,573,258,288,27,2,12,2,2,18,4,0,2,8,3,3,5,3,213,0,11
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1APROZI",68,"ORAŞ BUDEŞTI",101458,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:21:46",785,785,0,481,470,0,11,864,383,423,58,3,20,4,8,41,3,0,0,6,3,3,64,5,253,6,4
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 BELCIUGATELE",84,BELCIUGATELE,101083,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:08:14",1243,1243,0,1051,887,0,164,1306,261,979,66,1,28,12,2,69,20,0,3,21,7,2,19,1,656,6,132
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 CĂSCIOARELE",91,CĂSCIOARELE,101724,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:21:59",1336,1336,0,1129,1053,0,76,1472,343,1069,60,1,64,5,2,113,18,0,0,19,6,4,28,2,800,1,6
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1, CORP A",105,CURCANI,102419,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:55:39",741,741,0,473,449,0,24,741,268,442,31,1,38,2,8,61,10,1,0,11,2,5,3,0,295,5,0
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1, CORP B",106,CURCANI,102419,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:37:58",593,593,0,395,379,0,16,614,219,374,21,0,20,9,1,47,6,0,0,3,3,7,10,6,257,0,5
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1, CORP C",107,CURCANI,102419,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:37:28",1407,1407,0,944,931,0,13,1475,531,816,128,2,8,0,4,88,5,1,1,2,0,2,0,16,686,1,0
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR.1 CUZA VODĂ",111,"CUZA VODĂ",93281,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:58:10",1784,1784,0,1160,1096,0,64,1960,800,1092,68,2,66,10,9,111,18,3,1,19,12,9,22,5,792,3,10
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 DÎLGA GARĂ",118,"DOR MĂRUNT",93370,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:00:52",1072,1072,0,650,635,0,15,1182,532,610,40,5,14,6,4,59,3,0,0,3,3,1,8,0,499,3,2
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 DOR MĂRUNT SAT",116,"DOR MĂRUNT",93370,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:26:18",1377,1377,0,811,773,0,38,1468,657,753,58,2,36,3,1,109,7,3,0,5,6,1,12,2,559,1,6
