precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"GHEORGHE VLAD-DAN-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL PATRIOȚILOR-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA AUR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
31,PRAHOVA,"CAMIN CULTURAL",601,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:56:07",1120,1118,2,595,582,0,13,1200,605,563,32,11,9,4,36,6,6,17,300,39,4,6,16,13,16,78,2
31,PRAHOVA,"CAMIN CULTURAL",576,TĂTARU,135681,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:45:03",437,437,0,401,307,0,94,597,196,372,29,6,4,1,19,2,0,5,256,10,2,2,3,4,4,54,0
31,PRAHOVA,"CĂMIN CULTURAL",484,MĂNEŞTI,134194,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:08:41",854,854,0,473,449,0,24,900,427,447,26,15,4,2,33,3,4,3,240,14,5,7,17,13,11,74,2
31,PRAHOVA,"CĂMIN CULTURAL",566,ŞOIMARI,135501,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:03:52",398,397,1,228,227,1,0,400,172,215,13,5,1,2,14,4,1,0,88,10,1,6,24,0,2,55,2
31,PRAHOVA,"CĂMIN CULTURAL",285,ADUNAŢI,131899,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:11:14",812,812,0,578,569,0,9,898,320,538,40,5,13,0,15,5,1,3,407,18,3,3,7,7,5,45,1
31,PRAHOVA,"CĂMIN CULTURAL",381,"COCORĂŞTII MISLII",132716,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:53:32",1519,1519,0,1075,1060,0,15,1656,581,1013,62,30,0,6,63,5,7,21,669,40,10,11,6,18,19,106,2
31,PRAHOVA,"CĂMIN CULTURAL",382,"COCORĂŞTII MISLII",132716,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:18:03",1183,1183,0,792,744,0,48,1300,508,762,30,12,1,0,36,6,6,16,493,28,0,6,8,0,13,133,4
31,PRAHOVA,"CĂMIN CULTURAL",329,BERCENI,130614,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:55",1209,1209,0,654,646,0,8,1300,646,625,29,7,1,1,30,9,2,12,345,45,5,4,7,13,13,128,3
31,PRAHOVA,"CĂMIN CULTURAL",444,"GURA VADULUI",133688,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:28:08",616,616,0,344,335,0,9,700,356,312,32,8,1,1,31,2,3,4,171,9,1,7,25,1,0,48,0
31,PRAHOVA,"CĂMİN CULTURAL BOLDEŞTİ",338,BOLDEŞTI-GRADIŞTEA,132379,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:51:20",581,581,0,423,400,0,23,600,177,382,41,2,9,3,27,1,0,2,212,58,5,7,15,3,3,35,0
31,PRAHOVA,"CAMIN CULTURAL CHITORANI",356,BUCOV,130785,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:47:16",1327,1327,0,655,638,0,17,1500,845,627,28,18,4,3,52,5,4,23,306,43,4,7,13,21,25,97,2
31,PRAHOVA,"CĂMIN CULTURAL COCORĂȘTII CAPLII, SAT COCORĂȘTII CAPLII, NR.130",474,MĂGURENI,134050,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:16:07",669,669,0,371,361,0,10,700,329,351,20,12,3,1,21,6,1,13,167,17,3,1,35,5,9,52,5
31,PRAHOVA,"CĂMIN CULTURAL DIN SAT PODENII NOI",502,"PODENII NOI",134443,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:51:03",1288,1288,0,807,759,0,48,1400,592,740,67,15,6,1,70,6,2,10,335,84,1,16,62,10,9,113,0
31,PRAHOVA,"CĂMIN CULTURAL DIN SATUL VALEA PLOPULUI",519,POSEŞTI,134648,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:47:36",768,768,0,475,439,0,36,800,325,441,34,1,0,1,51,2,2,4,257,14,2,6,9,15,2,74,1
31,PRAHOVA,"CĂMIN CULTURAL GORNET-CRICOV",440,GORNET-CRICOV,133615,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:01:54",737,737,0,558,537,0,21,800,242,521,37,16,1,2,35,4,1,8,330,17,0,3,3,13,4,82,2
31,PRAHOVA,"CĂMIN CULTURAL ÎN SAT MEHEDINȚA",503,"PODENII NOI",134443,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:47:57",1343,1343,0,917,830,0,87,1400,483,871,46,12,18,0,41,6,0,6,431,80,4,9,115,11,11,125,2
31,PRAHOVA,"CĂMIN CULTURAL ÎN SAT VALEA DULCE",505,"PODENII NOI",134443,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:48:20",771,771,0,509,486,0,23,900,391,474,35,8,1,3,27,3,2,3,188,26,6,4,81,4,0,118,0
31,PRAHOVA,"CAMIN CULTURAL LIPANESTI SALA MARE PARTER",463,LIPĂNEŞTI,133964,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:17:28",742,742,0,521,511,0,10,800,279,498,23,5,1,5,31,3,1,8,306,22,5,2,4,19,15,70,1
31,PRAHOVA,"CAMIN CULTURAL LIPANESTI SALA MARE PARTER",462,LIPĂNEŞTI,133964,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:00:04",732,732,0,492,481,0,11,800,308,463,29,16,2,2,34,1,3,10,240,16,5,3,9,38,12,70,2
31,PRAHOVA,"CĂMIN CULTURAL LOCALITATEA CIUPELNIŢA",402,DUMBRAVA,133090,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:54:44",1431,1431,0,756,751,0,5,1600,844,677,79,8,2,2,57,3,2,3,448,7,6,11,35,8,6,76,3
31,PRAHOVA,"CĂMIN CULTURAL LOCALITATEA DUMBRAVA",401,DUMBRAVA,133090,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:43:58",1280,1280,0,768,761,0,7,1400,632,707,61,10,4,2,35,6,4,3,468,37,4,2,23,6,13,89,1
31,PRAHOVA,"CĂMIN CULTURAL LOCALITATEA ZĂNOAGA",403,DUMBRAVA,133090,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:45",756,756,0,501,490,0,11,800,299,472,29,8,6,2,33,3,2,8,296,18,3,4,7,13,7,62,0
31,PRAHOVA,"CĂMIN CULTURAL LOLOIASCA, SAT LOLOIASCA, NR. 6V",595,TOMŞANI,135896,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:32:47",1210,1210,0,712,695,0,17,1300,617,647,36,11,3,3,55,3,1,7,427,25,4,7,4,4,2,91,0
31,PRAHOVA,"CAMIN CULTURAL PLEASA",358,BUCOV,130785,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:43:05",1293,1293,0,610,604,0,6,1400,790,576,34,15,1,2,32,4,5,13,274,63,3,3,9,25,16,108,3
31,PRAHOVA,"CAMIN CULTURAL PLEASA",357,BUCOV,130785,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:29:57",1240,1240,0,597,586,0,11,1400,803,562,35,16,1,3,38,3,9,13,262,71,5,8,12,24,16,80,1
31,PRAHOVA,"CǍMIN FILIPEŞTII DE TÎRG (SALĂ ȘEDINȚĂ VIDEOCLUB)",416,"FILIPEŞTII DE TÂRG",133214,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:08:14",1028,1028,0,583,573,0,10,1136,553,545,38,15,2,1,34,7,6,16,280,47,5,16,8,14,14,79,1
31,PRAHOVA,"CAMINUL CULTURAL",543,SĂLCIILE,135146,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:29:06",647,647,0,564,411,0,153,700,136,512,52,10,6,4,27,5,0,6,240,123,0,3,0,2,10,72,4
31,PRAHOVA,"CĂMINUL CULTURAL",460,JUGURENI,133866,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:26:57",395,395,0,356,259,0,97,400,44,319,37,5,4,5,9,1,1,9,218,10,1,0,5,9,5,37,0
31,PRAHOVA,"CĂMINUL CULTURAL",461,LAPOŞ,133919,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:28:15",827,827,0,576,539,0,37,900,324,546,30,6,2,1,27,3,2,5,315,33,3,3,11,5,4,123,3
31,PRAHOVA,"CĂMINUL CULTURAL ARICEȘTII RAHTIVANI, NR. 527A",297,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:06:08",1070,1070,0,733,667,0,66,1200,467,685,48,16,4,3,35,5,5,11,391,38,9,10,6,26,12,106,8
31,PRAHOVA,"CĂMINUL CULTURAL BOBOLIA",509,"POIANA CÂMPINA",131274,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:32:53",861,861,0,575,567,0,8,900,325,554,21,24,7,0,21,4,2,11,364,24,4,5,13,7,9,55,4
31,PRAHOVA,"CAMINUL CULTURAL CALINESTI",426,FLOREŞTI,133330,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:32:32",1075,1075,0,601,597,0,4,1200,599,583,18,10,4,2,43,10,3,6,371,22,5,3,9,16,18,60,1
31,PRAHOVA,"CĂMINUL CULTURAL DIN SATUL NUCSOARA DE SUS",517,POSEŞTI,134648,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:49:45",1191,1191,0,805,768,0,37,1300,495,758,47,17,2,3,27,3,2,5,478,21,8,4,16,9,9,153,1
31,PRAHOVA,"CĂMINUL CULTURAL DIN SATUL POSEŞTII-PĂMÂNTENI",516,POSEŞTI,134648,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:17:23",603,603,0,395,376,0,19,700,305,362,33,3,3,2,25,2,3,8,202,19,3,4,16,11,6,55,0
31,PRAHOVA,"CAMINUL CULTURAL FULGA DE JOS",427,FULGA,133394,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:16:27",1165,1165,0,771,731,0,40,1300,529,679,92,11,26,1,35,5,1,2,467,23,1,8,15,11,11,57,5
31,PRAHOVA,"CAMINUL CULTURAL GAGENI",497,PĂULEŞTI,130847,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:09:30",1226,1226,0,741,717,0,24,1300,559,704,37,30,2,1,43,6,7,21,339,72,7,9,12,12,35,104,4
31,PRAHOVA,"CĂMINUL CULTURAL ”GEO BOGZA”, SAT PLOIEȘTIORI, NR. 174 B",336,BLEJOI,130678,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:44:09",2165,2165,0,998,973,0,25,2400,1410,944,42,49,3,71,47,11,12,33,318,100,2,13,21,44,71,147,2
31,PRAHOVA,"CĂMINUL CULTURAL GORNET",437,GORNET,133562,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:06:57",938,938,0,610,601,0,9,1000,390,573,37,14,4,3,34,6,2,11,366,30,2,6,2,15,13,58,7
31,PRAHOVA,"CĂMINUL CULTURAL, NR. 212",443,"GURA VADULUI",133688,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:39:03",1093,1093,0,610,591,0,19,1200,590,572,38,17,5,3,52,0,4,16,320,18,5,14,25,13,13,62,5
31,PRAHOVA,"CAMINUL CULTURAL PIETROSANI",530,"PUCHENII MARI",134942,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:16:34",920,920,0,438,423,0,15,1000,562,422,16,16,3,3,28,7,3,13,179,83,6,5,5,9,17,45,0
31,PRAHOVA,"CĂMINUL CULTURAL STREJNICU",580,"TÂRGŞORU VECHI",130892,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:17:54",1151,1150,1,625,618,0,7,1200,575,598,27,20,6,0,35,7,13,11,248,103,5,6,2,23,31,84,4
31,PRAHOVA,"CANTINA DE AJUTOR SOCIAL",42,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:41:58",1361,1361,0,567,548,0,19,1500,929,539,28,19,1,7,58,7,10,17,131,96,13,4,13,26,21,113,3
31,PRAHOVA,"CANTINA DE AJUTOR SOCIAL",44,"MUNICIPIUL PLOIEŞTI",130534,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:08:54",1294,1294,0,479,473,0,6,1400,927,447,26,23,1,5,31,6,7,13,169,39,11,2,5,30,22,76,7
31,PRAHOVA,"CANTINA DE AJUTOR SOCIAL",43,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:46:21",1199,1198,1,474,459,1,14,1300,825,444,30,20,5,4,23,9,5,24,125,76,3,8,10,29,35,63,5
31,PRAHOVA,"CANTINA DE AJUTOR SOCIAL",41,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:50:35",1329,1329,0,519,513,0,6,1500,981,462,28,21,2,2,42,7,8,14,189,55,6,12,12,14,0,75,3
31,PRAHOVA,"CASA CORPULUI DIDACTIC",52,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:38:34",786,786,0,337,330,0,7,900,563,324,13,14,3,8,7,4,7,13,96,54,7,2,6,15,33,54,1
31,PRAHOVA,"CASA CORPULUI DIDACTIC",51,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:47:21",1069,1069,0,451,439,0,12,1200,749,431,20,17,4,3,24,6,7,16,111,81,5,4,12,15,29,87,10
31,PRAHOVA,"CASA DE CULTURĂ (FOAIER)",277,"ORAŞ VĂLENII DE MUNTE",131817,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:23:14",1073,1073,0,639,592,0,47,1200,561,602,37,8,6,5,42,12,8,8,329,34,7,9,14,17,19,81,3
31,PRAHOVA,"CASA DE CULTURĂ ”GEO BOGZA”- (HOL)",158,"MUNICIPIUL CÂMPINA",131256,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:06:39",1262,1262,0,651,625,0,26,1400,749,616,35,20,19,5,44,6,6,23,256,63,8,6,12,18,47,80,3
31,PRAHOVA,"CASA DE CULTURA LILIESTI",193,"ORAŞ BĂICOI",130981,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:08:02",1351,1351,0,733,707,0,26,1500,767,671,62,23,8,1,87,10,5,11,277,33,3,11,35,14,28,122,3
31,PRAHOVA,"CASA DE CULTURĂ ”MIHAI EMINESCU”",203,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:01:02",842,842,0,520,508,0,12,900,380,489,31,22,2,1,32,3,9,8,207,43,5,3,5,17,8,122,2
31,PRAHOVA,"”CASA DE CULTURĂ” ORAȘUL URLAŢI",272,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:42:16",1416,1416,0,728,711,0,17,1600,872,690,38,22,2,2,98,4,2,9,324,49,7,7,5,21,0,137,1
31,PRAHOVA,"CASA DE CULTURĂ PLOPENI",246,"ORAŞ PLOPENI",131443,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:29:02",1194,1184,10,729,691,10,28,1300,571,704,25,22,8,3,35,5,7,24,394,45,8,7,12,16,19,95,4
31,PRAHOVA,"CASA DE CULTURA RURALA",379,"COCORĂŞTII COLŢ",136241,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:40:34",1351,1351,0,808,788,0,20,1400,592,757,51,19,12,2,52,13,4,20,392,50,13,9,6,25,21,112,7
31,PRAHOVA,"CASA DE CULTURĂ (SALA MICĂ)",276,"ORAŞ VĂLENII DE MUNTE",131817,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:28:00",1335,1335,0,768,753,0,15,1500,732,716,52,23,4,7,34,14,6,17,383,18,18,7,12,15,22,127,9
31,PRAHOVA,"CASA DE CULTURA TINTEA",196,"ORAŞ BĂICOI",130981,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:15:20",982,982,0,583,575,0,8,1100,517,534,49,9,1,2,44,5,3,24,222,47,4,1,35,11,21,90,15
31,PRAHOVA,"CASA HRAM - PAROHIA NISIPOASA HARSA",500,PLOPU,134390,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:17:53",228,228,0,171,157,0,14,291,120,168,3,2,2,0,3,2,1,3,98,9,0,5,1,5,2,35,0
31,PRAHOVA,"CASA TINERETULUI (HOL MARE)",161,"MUNICIPIUL CÂMPINA",131256,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:29:53",961,961,0,392,372,0,20,1100,708,371,21,9,13,4,31,4,8,18,150,26,2,11,5,10,23,56,1
31,PRAHOVA,"CASA TINERETULUI (HOL MIC)",167,"MUNICIPIUL CÂMPINA",131256,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:40:31",1369,1369,0,639,623,0,16,1500,851,607,32,30,18,6,37,10,5,19,263,54,4,5,13,28,28,87,0
31,PRAHOVA,"CENTRU DE ZI PENTRU COPII ”ACUM AU NEVOIE DE NOI”",262,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:06:31",537,537,0,311,299,0,12,311,7,297,7,10,3,1,29,0,4,10,121,31,4,1,6,9,18,47,3
31,PRAHOVA,"CENTRUL CULTURAL ”ADRIAN PĂUNESCU”",242,"ORAŞ MIZIL",131407,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:28:09",1364,1364,0,548,540,0,8,1500,952,515,33,14,4,9,40,4,2,8,264,30,6,10,5,14,9,94,2
31,PRAHOVA,"CENTRUL CULTURAL ARH.TOMA T.SOCOLESCU PAULESTI",494,PĂULEŞTI,130847,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:57:52",1867,1867,0,1122,1078,0,44,2000,922,1046,32,57,7,8,44,8,16,31,461,149,15,8,7,30,77,123,5
31,PRAHOVA,"CENTRUL CULTURAL BABA ANA",304,"BABA ANA",132164,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:01:50",1496,1496,0,818,813,0,5,1600,782,762,56,11,4,5,48,4,4,14,421,34,1,7,90,21,11,86,1
31,PRAHOVA,"CENTRUL CULTURAL ”CARMEN SYLVA”",261,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:56:13",484,482,2,290,264,0,26,528,238,274,16,4,2,2,12,4,6,7,118,35,1,2,7,15,13,46,0
31,PRAHOVA,"CENTRUL CULTURAL ”NICOLAE IORGA” VĂLENII DE MUNTE (BIBLIOTECA ORĂȘENEASCĂ ”MIRON RADU PARASCHIVESCU”)",275,"ORAŞ VĂLENII DE MUNTE",131817,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:57:09",971,971,0,501,487,0,14,1099,598,480,21,10,2,6,22,12,4,11,237,26,4,8,15,17,15,89,2
31,PRAHOVA,"CENTRUL CULTURAL VÎLCĂNEŞTI",621,VÂLCĂNEŞTI,136198,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:01:47",1379,1379,0,829,812,0,17,1500,671,779,50,11,4,3,39,8,5,7,466,96,5,14,6,13,10,90,2
31,PRAHOVA,"CENTRUL INTERNATIONAL DE CONFERINŢE CASINO",263,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:34:03",569,569,0,368,306,0,62,600,232,356,12,15,2,3,19,7,4,9,145,32,2,0,0,17,20,81,0
31,PRAHOVA,"CLǍDIRE NOUǍ - FOST SEDIU C.A.P.",452,IORDĂCHEANU,133722,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:18:17",1030,1030,0,811,764,0,47,1100,289,780,31,11,9,2,56,5,5,4,489,29,7,12,3,12,11,123,2
31,PRAHOVA,"CLUB PLEASA",359,BUCOV,130785,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:44:42",1040,1040,0,408,401,0,7,1100,692,388,20,8,12,0,26,4,1,6,199,16,3,5,6,6,7,87,2
31,PRAHOVA,"CLUBUL COPIILOR",278,"ORAŞ VĂLENII DE MUNTE",131817,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:45:04",857,857,0,457,449,0,8,900,443,439,18,26,1,3,23,7,4,12,209,30,4,4,12,7,22,71,4
31,PRAHOVA,"CLUBUL ELEVILOR",186,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:59:31",1394,1392,2,784,766,1,17,1500,716,715,69,26,6,6,56,5,3,24,286,55,4,4,55,30,25,127,3
31,PRAHOVA,"CLUBUL ”MINERUL”",409,"FILIPEŞTII DE PĂDURE",133161,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:36:01",976,976,0,608,596,0,12,1100,492,578,30,12,7,5,39,5,0,13,226,33,5,5,18,12,20,174,4
31,PRAHOVA,"CLUBUL SPORTIV CARPAŢI - SALA DE SPORT",258,"ORAŞ SINAIA",131540,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:13:55",744,744,0,451,413,0,38,800,349,435,15,17,3,3,21,5,0,12,224,33,4,3,2,13,12,78,5
31,PRAHOVA,"COLEGIUL AGRICOL GHEORGHE IONESCU SISESTI",609,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:17:18",763,763,0,339,326,0,13,800,461,314,25,12,7,4,19,3,2,8,143,25,1,6,12,7,8,57,0
31,PRAHOVA,"COLEGIUL DE ARTĂ ”CARMEN SYLVA”",69,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:43:11",780,780,0,353,343,0,10,900,547,346,7,15,1,1,11,4,5,11,111,70,5,3,9,16,38,38,8
31,PRAHOVA,"COLEGIUL DE ARTĂ ”CARMEN SYLVA”",68,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:31:28",870,870,0,361,344,0,17,1000,639,342,19,19,0,2,15,5,6,14,102,66,10,2,4,32,31,28,6
31,PRAHOVA,"COLEGIUL FERDINAND I",479,MĂNECIU,134096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:18:51",1211,1211,0,654,637,0,17,1296,642,629,25,14,2,2,20,4,2,13,391,22,5,3,24,15,11,98,3
