precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"GHEORGHE VLAD-DAN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ROMÂNIA MARE-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA AUR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
32,"SATU MARE","CĂMIN CULTURAL PĂULEȘTI",254,PĂULEŞTI,138431,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:10:03",1719,1719,0,1020,971,0,49,1917,897,994,26,27,63,29,11,262,4,7,13,42,5,17,0,1,102,405,6
32,"SATU MARE","CAMIN CULTURAL PETEA",201,DOROLŢ,137675,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:14:52",369,369,0,211,204,0,7,410,199,192,19,2,0,0,1,170,0,0,1,0,0,0,0,1,5,12,0
32,"SATU MARE","CĂMIN CULTURAL POMI",268,POMI,138618,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:35:16",712,712,0,490,430,0,60,750,260,446,44,5,30,42,6,10,8,5,9,6,4,6,1,2,68,242,2
32,"SATU MARE","CĂMIN CULTURAL RESIGHEA",266,PIŞCOLT,138574,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:11:54",356,343,13,209,196,0,13,385,176,196,13,3,7,2,1,29,0,2,4,12,1,2,0,0,19,114,0
32,"SATU MARE","CĂMIN CULTURAL SAT HOREA",279,SANISLĂU,138663,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:26:29",114,114,0,86,66,0,20,152,66,77,9,0,6,2,2,7,0,2,2,0,1,0,0,0,8,47,0
32,"SATU MARE","CĂMIN CULTURAL SAT MARNA NOUĂ",280,SANISLĂU,138663,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:03:14",280,280,0,175,167,0,8,330,155,167,8,1,3,11,1,5,1,5,3,2,0,0,2,0,40,93,0
32,"SATU MARE","CĂMIN CULTURAL SCĂRIȘOARA NOUĂ",267,PIŞCOLT,138574,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:50:00",312,312,0,225,190,0,35,344,119,208,17,2,2,8,4,3,0,4,4,46,2,1,0,2,47,83,0
32,"SATU MARE","CĂMIN CULTURAL SECHEREȘA",300,SUPUR,138921,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:12:37",50,50,0,34,27,0,7,100,66,33,1,1,0,0,0,24,0,0,0,0,0,1,0,0,0,7,0
32,"SATU MARE","CAMIN CULTURAL SOCONZEL",293,SOCOND,138869,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:59:57",256,229,27,215,156,27,32,256,41,210,5,0,4,10,3,2,2,0,1,1,1,5,0,1,27,153,0
32,"SATU MARE","CĂMIN CULTURAL SOLDUBA",218,HOMOROADE,137899,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:34:33",202,202,0,146,113,0,33,240,94,132,14,1,7,8,3,7,0,0,1,0,0,4,0,0,29,72,0
32,"SATU MARE","CĂMIN CULTURAL TĂMĂŞENI",134,BĂTARCI,136919,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:04",312,311,1,228,204,1,23,400,172,218,10,0,0,0,0,195,0,0,1,0,1,1,1,0,2,17,0
32,"SATU MARE","CĂMIN CULTURAL TRAIAN",197,DOBA,137611,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:23:13",170,168,2,96,91,0,5,180,84,91,5,1,3,5,2,2,0,0,0,5,0,2,1,5,11,54,0
32,"SATU MARE","CAMIN CULTURAL URZICENI",323,URZICENI,139250,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:50:54",1086,1086,0,688,647,0,41,1200,512,663,25,1,6,4,3,606,0,0,0,1,0,1,0,1,13,27,0
32,"SATU MARE","CĂMIN CULTURAL URZICENI PĂDURE",324,URZICENI,139250,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:33:06",151,151,0,100,88,0,12,165,65,84,16,0,1,0,0,56,1,0,1,0,1,1,0,1,5,17,0
32,"SATU MARE","CAMINUL CULTURAL",237,MOFTIN,138208,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:53:48",1044,1044,0,640,612,0,28,1400,760,607,33,7,12,26,3,145,0,5,3,5,2,8,3,1,50,335,2
32,"SATU MARE","CAMINUL CULTURAL",196,DOBA,137611,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:34:54",428,428,0,254,239,0,15,470,216,239,15,6,5,12,2,9,0,0,3,31,1,2,1,1,80,85,1
32,"SATU MARE","CĂMINUL CULTURAL",170,CĂUAŞ,137292,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:25:02",127,124,3,99,85,3,11,140,41,90,9,0,5,1,1,4,0,2,0,1,0,0,1,1,10,63,1
32,"SATU MARE","CĂMINUL CULTURAL",179,CIUMEŞTI,179882,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:00:01",1124,1124,0,701,685,0,16,1230,529,631,70,1,5,5,2,570,0,1,1,1,1,1,0,1,13,28,1
32,"SATU MARE","CĂMINUL CULTURAL",167,CĂUAŞ,137292,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:45:12",110,98,12,60,48,0,12,110,50,55,5,0,2,3,1,25,0,0,0,1,1,0,0,0,8,14,0
32,"SATU MARE","CĂMINUL CULTURAL",168,CĂUAŞ,137292,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:22:37",1016,1009,7,668,638,7,23,1156,488,642,26,4,16,6,0,470,1,2,1,1,2,0,2,2,24,110,1
32,"SATU MARE","CĂMINUL CULTURAL AMAȚI",255,PĂULEŞTI,138431,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:27:52",948,948,0,507,485,0,22,993,486,481,26,9,14,27,7,94,1,3,5,7,2,10,1,5,46,249,1
32,"SATU MARE","CĂMINUL CULTURAL BABA NOVAC",93,"ORAŞ ARDUD",136848,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:51:39",467,467,0,224,214,0,10,567,343,214,10,0,22,22,3,11,1,1,2,1,0,0,1,0,25,124,1
32,"SATU MARE","CĂMINUL CULTURAL BOCICĂU",303,"TARNA MARE",139009,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:20:46",496,496,0,231,221,0,10,500,269,205,26,0,2,8,7,3,2,1,3,2,1,0,0,2,18,154,2
32,"SATU MARE","CĂMINUL CULTURAL BOLDA",138,BELTIUG,136964,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:43:32",35,35,0,41,18,0,23,50,9,38,3,0,1,1,0,2,0,0,0,0,0,0,0,1,4,28,1
32,"SATU MARE","CAMINUL CULTURAL CUTA",291,SOCOND,138869,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:51:07",243,243,0,184,156,0,28,273,101,171,1,0,3,0,1,4,0,0,0,4,1,0,0,0,13,145,0
32,"SATU MARE","CAMINUL CULTURAL DIN DECEBAL",333,VETIŞ,139358,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:02:47",1182,1178,4,678,645,2,31,1300,622,658,20,24,26,35,21,21,1,7,7,15,0,12,3,1,93,389,3
32,"SATU MARE","CĂMINUL CULTURAL GERĂUŞA",94,"ORAŞ ARDUD",136848,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:23:57",417,417,0,201,194,0,7,517,316,184,17,4,11,12,3,3,0,1,5,1,0,0,0,0,40,102,2
32,"SATU MARE","CĂMINUL CULTURAL GIUNGI",140,BELTIUG,136964,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:08:27",120,120,0,74,66,0,8,150,76,67,7,0,2,0,0,8,1,1,1,0,1,6,0,0,14,33,0
32,"SATU MARE","CAMINUL CULTURAL HODISA",292,SOCOND,138869,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:10:00",160,160,0,142,116,0,26,181,39,134,8,4,2,1,0,3,0,0,0,5,2,2,0,2,15,98,0
32,"SATU MARE","CĂMINUL CULTURAL OAR",334,VETIŞ,139358,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:02:47",1389,1388,1,857,842,1,14,1520,663,833,24,1,1,10,1,699,3,0,2,2,1,3,0,0,9,101,0
32,"SATU MARE","CĂMINUL CULTURAL ODOREU",242,ODOREU,138280,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:21:04",1560,1549,11,797,773,11,13,1650,853,760,37,13,35,37,5,139,0,7,9,19,7,19,2,7,72,387,2
32,"SATU MARE","CĂMINUL CULTURAL SOMEȘENII",131,APA,136802,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:01:05",223,223,0,175,157,0,18,259,84,163,12,5,6,7,0,6,0,2,1,2,2,3,0,0,26,103,0
32,"SATU MARE","CAMINUL CULTURAL VALEA VINULUI",325,"VALEA VINULUI",139287,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:50:20",620,620,0,414,375,0,39,647,233,390,24,13,64,15,2,15,0,0,2,4,2,5,0,3,70,192,3
32,"SATU MARE","CĂMINUL CULTURAL VEZENDIU",313,TIREAM,139107,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:44:57",353,353,0,185,172,0,13,400,215,158,27,1,1,8,9,34,0,1,1,0,1,1,2,0,31,68,0
32,"SATU MARE","CASA DE CULTURĂ",115,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:15:32",1707,1707,0,961,922,0,39,1850,889,896,65,5,20,19,8,353,3,1,2,11,1,6,1,1,65,398,2
32,"SATU MARE","CASĂ DE LOCUIT",171,CĂUAŞ,137292,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:27:09",86,86,0,49,38,0,11,100,51,46,3,0,2,2,1,3,0,0,0,0,0,0,2,0,19,17,0
32,"SATU MARE","CASĂ DE LOCUIT MICULA NOUA",236,MICULA,138164,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:17:22",619,619,0,311,284,0,27,796,485,284,27,5,9,17,3,18,4,1,8,1,0,2,0,2,68,146,0
32,"SATU MARE","CASA DE TIP FAMILIAL” IRIS”",245,ODOREU,138280,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:54:47",124,124,0,76,70,0,6,160,84,70,6,0,2,3,2,19,1,0,1,0,0,0,0,0,6,36,0
32,"SATU MARE","CENTRU CULTURAL ”EMIL MATEI” APA",129,APA,136802,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:22:48",1023,1023,0,654,617,0,37,1125,471,621,33,5,22,18,11,117,4,11,9,5,3,12,1,11,76,316,0
32,"SATU MARE","CENTRU CULTURAL TURISTIC",234,MICULA,138164,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:10:40",1189,1189,0,677,674,0,3,1215,538,644,33,2,3,18,1,477,5,0,0,1,1,3,0,0,50,83,0
32,"SATU MARE","CENTRU DE ZI INGRIJIRE BATRANI",309,TEREBEŞTI,139054,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:49:45",450,450,0,319,289,0,30,450,131,307,12,7,20,18,2,12,2,6,1,3,0,13,0,1,49,171,2
32,"SATU MARE","CENTRUL JUDEȚEAN DE EXCELENȚĂ SATU MARE",48,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:59:23",1648,1648,0,862,840,0,22,1800,938,840,22,4,38,10,8,582,2,2,0,19,4,15,1,1,47,107,0
32,"SATU MARE","CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ",73,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:16:31",1063,1063,0,425,420,0,5,1200,775,416,9,10,35,21,2,183,3,2,1,10,1,7,1,3,28,107,2
32,"SATU MARE","CENTRU SOCIAL NADISU HODODULUI",213,HODOD,137844,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:19:33",657,657,0,379,368,0,11,700,321,360,19,1,1,1,0,341,0,0,0,0,0,0,1,0,0,15,0
32,"SATU MARE","CLĂDIRE ADMINISTRATIVĂ",285,SĂCĂŞENI,138770,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:19:11",112,112,0,86,64,0,22,130,44,79,7,1,2,3,1,6,0,0,1,0,0,0,0,1,21,43,0
32,"SATU MARE","CLĂDIREA SCOLII",252,"ORAŞU NOU",138351,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:10:13",105,105,0,54,40,0,14,155,101,50,4,0,3,0,1,17,0,0,3,0,1,2,0,0,6,16,1
32,"SATU MARE","CLADIRE DISPENSAR TUR",111,"ORAŞ NEGREŞTI-OAŞ",136599,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:43:00",1586,1586,0,475,468,0,7,1621,1146,455,20,5,25,17,6,8,1,2,1,4,2,5,0,2,32,343,2
32,"SATU MARE","CLĂDIRE MULTIFUNCȚIONALĂ",261,PETREŞTI,138501,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:37:35",311,311,0,117,106,0,11,389,272,108,9,0,1,7,1,74,0,0,6,0,2,1,0,1,4,11,0
32,"SATU MARE","CLADIRE PRIMARIE",174,CEHAL,137363,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:15:38",167,167,0,110,97,0,13,279,169,108,2,1,2,3,3,3,0,2,0,0,0,1,1,3,18,70,1
32,"SATU MARE","COLEGIUL ECONOMIC ” GHEORGHE DRAGOŞ ” (GRUP ŞC. ECONOMIC” GHEORGHE DRAGOŞ ”)",70,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:35:44",1587,1587,0,818,783,0,35,1800,982,807,11,18,71,31,11,304,5,2,5,30,4,25,3,8,95,193,2
32,"SATU MARE","COLEGIUL NAŢIONAL ” DOAMNA STANCA ”",65,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:51:02",823,823,0,389,369,0,20,1036,647,383,6,8,33,8,7,196,4,0,0,20,0,9,0,1,36,60,1
32,"SATU MARE","COLEGIUL NAŢIONAL” MIHAI EMINESCU ”",69,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:34:38",975,975,0,447,430,0,17,1100,653,439,8,11,39,11,0,169,2,2,4,12,6,11,1,3,42,124,2
32,"SATU MARE","COLEGIUL TEHNIC DE TRANSP. ŞI TELECOMUNICAŢII ” I.C. BRĂTIANU ”",61,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:41:45",1227,1225,2,604,583,0,21,1317,713,595,9,12,47,16,11,227,1,1,4,30,4,11,2,2,62,164,1
32,"SATU MARE","COLEGIUL TEHNIC ” ELISA ZAMFIRESCU ” (COL.TEHNIC ELISA ZAMFIRESCU(GRUP ŞC. DE INDUSTRIE UŞOARĂ ))",22,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:23:23",1369,1356,13,670,642,13,15,1500,830,663,7,12,40,21,11,296,6,4,3,34,2,11,1,3,62,154,3
32,"SATU MARE","COLEGIUL TEHNIC ”IULIU MANIU”",76,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:01:18",1261,1261,0,601,591,0,10,1400,799,582,19,2,14,12,14,328,4,2,1,33,2,4,0,2,38,125,1
32,"SATU MARE","CONSILIUL LOCAL FOIENI",202,FOIENI,137728,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:07:11",1590,1590,0,977,968,0,9,1758,781,949,28,0,3,1,3,908,1,0,2,2,0,0,0,0,4,25,0
32,"SATU MARE","CREŞA ” CASTELUL PITICILOR”",102,"ORAŞ NEGREŞTI-OAŞ",136599,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:18:24",1182,1182,0,382,373,0,9,1232,850,367,15,6,23,12,6,4,0,0,2,7,5,8,3,1,48,242,0
32,"SATU MARE","CREŞA ”CASTELUL PITICILOR”",101,"ORAŞ NEGREŞTI-OAŞ",136599,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:50:31",1188,1188,0,390,383,0,7,1238,848,365,25,7,28,7,6,11,5,1,2,6,1,9,1,0,38,242,1
32,"SATU MARE",GRADINITA,228,"MEDIEŞU AURIT",138084,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:55:29",501,501,0,316,300,0,16,550,234,304,12,4,10,19,7,2,0,2,3,1,0,4,0,3,34,213,2
32,"SATU MARE",GRADINITA,322,TURULUNG,139214,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:55:18",158,152,6,99,90,0,9,203,104,86,13,0,0,0,0,69,0,1,1,1,0,0,1,1,1,11,0
32,"SATU MARE","GRADINIŢA APATEU",188,CULCIU,137540,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:08:26",276,264,12,144,141,0,3,289,145,139,5,1,3,2,0,76,0,0,1,1,0,1,1,1,15,37,0
32,"SATU MARE","GRĂDINIŢA BĂBEŞTI",207,HALMEU,137764,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:42:41",350,350,0,205,198,0,7,400,195,192,13,0,0,1,0,162,1,0,0,1,0,0,0,3,6,18,0
32,"SATU MARE","GRĂDINIŢA CU PROG. PRELUNGIT ” DUMBRAVA MINUNATĂ ” (GRĂDINIŢA ”DUMBRAVA MINUNATĂ” )",64,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:59:17",1238,1238,0,650,629,0,21,1288,638,634,16,14,38,14,10,370,0,0,0,36,1,10,2,3,49,86,1
32,"SATU MARE","GRADINITA CU PROGRAM NORMAL",312,TIREAM,139107,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:40:48",156,156,0,83,73,0,10,196,113,77,6,4,1,1,1,25,0,1,0,0,1,2,0,1,6,34,0
32,"SATU MARE","GRĂDINIȚĂ CU PROGRAM NORMAL",249,"ORAŞU NOU",138351,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:54:43",343,331,12,185,165,12,8,371,186,174,11,4,9,7,1,14,0,2,2,2,0,3,1,2,93,34,0
32,"SATU MARE","GRĂDINIȚĂ CU PROGRAM NORMAL",299,SUPUR,138921,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:33:22",147,147,0,92,84,0,8,204,112,84,8,0,2,6,0,4,0,0,0,0,0,1,0,1,14,56,0
32,"SATU MARE","GRĂDINIȚĂ CU PROGRAM NORMAL",250,"ORAŞU NOU",138351,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:09:20",480,480,0,224,220,0,4,528,304,197,27,3,46,5,2,7,0,1,3,5,1,1,0,4,23,95,1
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL BLAJA",116,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:29:06",172,172,0,121,108,0,13,190,69,118,3,0,1,6,0,9,1,1,2,2,1,1,1,0,23,70,0
