precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ROMÂNIA SOCIALISTĂ-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL DIASPORA UNITĂ-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ROMÂNIA MARE-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA AUR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi"
18,GALAŢI,"CAMINUL CULTURAL",389,SCÂNTEIEŞTI,77126,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:34:37",739,739,0,406,396,0,10,812,406,377,29,5,1,2,9,0,2,1,5,21,2,3,4,47,2,5,268
18,GALAŢI,"CAMINUL CULTURAL",390,SCÂNTEIEŞTI,77126,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:42:43",1233,1233,0,728,713,0,15,1357,629,662,66,5,5,1,4,1,3,4,2,55,0,2,2,50,4,2,522
18,GALAŢI,"CĂMINUL CULTURAL BĂLĂBĂNEŞTI",224,BĂLĂBĂNEŞTI,75542,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:04:16",592,592,0,364,351,0,13,651,287,340,24,0,2,2,9,2,3,3,1,18,1,0,0,45,3,0,251
18,GALAŢI,"CĂMINUL CULTURAL BĂLĂŞEŞTI",227,BĂLĂŞEŞTI,75613,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:19:12",901,901,0,548,491,0,57,992,444,517,31,0,0,0,7,1,2,0,7,21,0,0,6,43,2,2,426
18,GALAŢI,"CAMINUL CULTURAL COSTACHE NEGRI",277,"COSTACHE NEGRI",76111,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:30:31",1040,1040,0,649,561,0,88,1141,492,598,51,6,3,2,13,2,7,8,5,25,0,15,18,78,7,15,394
18,GALAŢI,"CAMINUL CULTURAL COSTACHE NEGRI",276,"COSTACHE NEGRI",76111,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:12:38",1187,1187,0,691,634,0,57,1302,611,647,44,4,1,5,44,1,6,2,9,38,1,6,6,91,8,50,375
18,GALAŢI,"CĂMINUL CULTURAL CUCA",278,CUCA,76139,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:57:18",859,859,0,557,514,0,43,939,382,506,51,1,1,3,25,2,1,4,11,25,1,3,4,55,2,3,365
18,GALAŢI,"CAMINUL CULTURAL DIN SATUL DRĂGĂNEŞTI",287,DRĂGĂNEŞTI,75221,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:38:42",1985,1985,0,845,826,0,19,2184,1339,758,87,3,1,8,14,0,9,11,5,58,6,3,10,115,10,5,500
18,GALAŢI,"CĂMINUL CULTURAL DIN SATUL NEGRILEŞTI",359,NEGRILEŞTI,77579,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:58:08",1324,1324,0,811,769,0,42,1456,645,784,27,1,0,4,3,2,1,6,2,38,0,0,4,66,2,3,652
18,GALAŢI,"CĂMINUL CULTURAL FÂRȚĂNEȘTI",296,FÂRŢĂNEŞTI,76255,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:58:44",1350,1350,0,591,569,0,22,1483,892,551,40,3,1,1,3,4,2,0,1,45,0,3,0,54,3,5,426
18,GALAŢI,"CĂMINUL CULTURAL FÂRȚĂNEȘTI",297,FÂRŢĂNEŞTI,76255,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:20:15",1442,1442,0,682,654,0,28,1588,906,653,29,1,0,4,6,1,2,2,12,43,0,1,1,59,5,0,516
18,GALAŢI,"CĂMINUL CULTURAL ION PANAIT-POET 1941-2009",376,PISCU,76996,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:25:38",1183,1183,0,624,588,0,36,1301,677,570,54,4,0,6,44,3,10,7,17,27,2,6,4,73,11,18,338
18,GALAŢI,"CĂMINUL CULTURAL JORĂȘTI",331,JORĂŞTI,76638,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:29:42",834,834,0,501,482,0,19,913,412,449,52,2,1,0,3,0,3,0,2,28,0,2,6,47,2,4,349
18,GALAŢI,"CĂMINUL CULTURAL RĂDEŞTI",385,RĂDEŞTI,77561,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:57:18",874,874,0,522,491,0,31,961,439,459,63,5,0,1,13,2,6,4,4,17,1,3,1,36,3,2,361
18,GALAŢI,"CĂMINUL CULTURAL SUCEVENI",402,SUCEVENI,77288,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:44:19",917,917,0,573,481,0,92,979,406,502,71,4,2,4,43,1,3,2,4,19,1,4,1,59,3,0,352
18,GALAŢI,"CĂMINUL CULTURAL VIILE",298,FÂRŢĂNEŞTI,76255,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:50:15",1207,1207,0,583,566,0,17,1329,746,556,27,1,0,4,7,1,3,4,6,25,0,3,2,35,1,3,461
18,GALAŢI,"CĂMINUL CULTURAL ZĂRNEȘTI",333,JORĂŞTI,76638,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:19:22",268,268,0,173,162,0,11,295,122,152,21,0,0,1,3,2,2,0,1,11,1,0,0,13,1,0,117
18,GALAŢI,"CASA DE CULTURA „ION CREANGĂ” BERESTI",211,"ORAŞ BEREŞTI",75338,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:04:05",1212,1212,0,802,738,0,64,1334,532,760,42,9,0,13,19,2,6,6,12,31,3,2,4,45,1,6,601
18,GALAŢI,"CASA PRAZNICALĂ PAROHIA CĂRĂPCEȘTI",270,COROD,75953,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:44:53",652,652,0,338,333,0,5,719,381,316,22,1,0,0,3,0,1,0,0,5,0,2,2,30,2,0,270
18,GALAŢI,"CENTRU COMUNITAR INTEGRAT DE SERVICII SOCIALE, MEDICALE SI CONEXE",280,CUDALBI,76157,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:05:29",1761,1761,0,948,891,0,57,1944,1027,849,68,4,1,2,15,2,23,4,0,40,0,4,4,129,9,0,612
18,GALAŢI,"CENTRUL DE FORMARE PROFESIONALĂ",395,"SLOBOZIA CONACHI",77180,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:58:22",1226,1226,0,666,654,0,12,1352,686,640,26,5,2,7,15,4,15,9,7,35,3,5,3,94,10,3,423
18,GALAŢI,"CENTRUL SOCIAL MULTIFUNCTIONAL INTEGRAT PENTRU PERSOANE VARSTNICE TIGANESTI",355,MUNTENI,75258,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:47:17",814,814,0,462,453,0,9,904,442,447,15,3,0,2,6,1,0,4,0,35,0,0,0,40,6,0,350
18,GALAŢI,"CLADIREA GRADINITA NR.1",324,INDEPENDENŢA,76585,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:52",923,923,0,507,495,0,12,1019,512,476,31,3,3,4,49,1,4,7,5,37,0,3,1,54,3,3,299
18,GALAŢI,"COLEGIUL DE INDUSTRIE ALIMENTARĂ ”ELENA DOAMNA” (GRUP ȘCOLAR ”ELENA DOAMNA”)",43,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:10:03",1541,1541,0,585,506,0,79,592,7,559,26,3,2,33,59,8,33,18,31,36,8,7,3,84,8,22,204
18,GALAŢI,"COLEGIUL DE INDUSTRIE ALIMENTARĂ ”ELENA DOAMNA” (GRUP ȘCOLAR ”ELENA DOAMNA”)",42,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:18:36",1714,1714,0,609,588,0,21,2000,1391,587,22,4,4,35,78,7,37,12,17,25,8,1,5,80,2,26,246
18,GALAŢI,"COLEGIUL ECONOMIC ”VIRGIL MADGEARU” (GRUP ȘCOLAR ECONOMIC ADMINISTRATIV ”VIRGIL MADGEARU”)",59,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:22:31",1761,1761,0,650,638,0,12,2000,1350,618,32,6,1,21,60,6,23,26,28,33,9,6,3,72,4,24,296
18,GALAŢI,"COLEGIUL ECONOMIC ”VIRGIL MADGEARU” (GRUP ȘCOLAR ECONOMIC ADMINISTRATIV ”VIRGIL MADGEARU”)",58,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:12:37",1916,1916,0,482,449,0,33,2120,1638,458,24,4,6,19,36,2,5,13,16,16,5,1,5,57,4,18,251
18,GALAŢI,"COLEGIUL ECONOMIC ”VIRGIL MADGEARU” (GRUP ȘCOLAR ECONOMIC ADMINISTRATIV ”VIRGIL MADGEARU”)",55,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:57:47",1898,1898,0,260,185,0,75,2094,1835,253,6,4,3,9,11,3,10,6,6,24,3,1,2,48,3,19,101
18,GALAŢI,"COLEGIUL ECONOMIC ”VIRGIL MADGEARU” (GRUP ȘCOLAR ECONOMIC ADMINISTRATIV ”VIRGIL MADGEARU”)",56,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:21:54",1842,1842,0,163,104,0,59,2043,1880,154,9,1,0,6,20,1,13,1,7,3,0,1,1,28,0,3,69
18,GALAŢI,"COLEGIUL ECONOMIC ”VIRGIL MADGEARU” (GRUP ȘCOLAR ECONOMIC ADMINISTRATIV ”VIRGIL MADGEARU”)",57,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:17:17",1848,1848,0,157,102,0,55,2056,1899,151,6,1,0,3,14,1,6,5,6,11,3,1,1,24,1,4,70
18,GALAŢI,"COLEGIUL NAȚIONAL ”ALEXANDRU IOAN CUZA” (GRĂDINIȚA NR. 59 - FOSTA ȘCOALĂ GENERALĂ NR. 8)",52,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:25:35",1386,1386,0,602,592,0,10,1521,919,562,40,5,3,42,66,4,19,22,13,27,4,3,9,66,5,16,258
18,GALAŢI,"COLEGIUL NAȚIONAL ”ALEXANDRU IOAN CUZA” (GRĂDINIȚA NR. 59 - FOSTA ȘCOALĂ GENERALĂ NR. 8)",53,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:42:20",1304,1304,0,498,482,0,16,1445,947,476,22,3,7,26,61,3,25,26,18,33,2,2,4,49,0,13,204
18,GALAŢI,"COLEGIUL NAȚIONAL ”ALEXANDRU IOAN CUZA” (GRĂDINIȚA NR. 59 - FOSTA ȘCOALĂ GENERALĂ NR. 8)",51,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:53:41",1199,1199,0,537,528,0,9,1320,783,512,25,6,0,54,80,0,16,5,18,14,10,8,3,58,1,21,218
18,GALAŢI,"COLEGIUL NAȚIONAL ”ALEXANDRU IOAN CUZA” (GRĂDINIȚA NR. 59 - FOSTA ȘCOALĂ GENERALĂ NR. 8)",54,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:29:42",1904,1904,0,417,406,0,11,2102,1685,399,18,5,3,17,40,5,15,10,19,28,8,6,2,53,1,14,173
18,GALAŢI,"COLEGIUL NAŢIONAL CALISTRAT HOGAŞ",207,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:35:34",1925,1925,0,187,181,0,6,2130,1943,179,8,3,0,6,5,2,0,3,0,12,1,1,1,27,1,1,116
18,GALAŢI,"COLEGIUL NAŢIONAL CALISTRAT HOGAŞ",206,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:20:06",1914,1914,0,183,164,0,19,2126,1943,178,5,3,1,6,20,0,3,1,7,9,1,3,2,26,1,3,92
18,GALAŢI,"COLEGIUL NAŢIONAL CALISTRAT HOGAŞ",208,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:32:39",1934,1934,0,271,259,0,12,2148,1877,266,5,1,1,7,19,2,11,2,4,20,0,2,2,44,1,4,146
18,GALAŢI,"COLEGIUL NAȚIONAL ”COSTACHE NEGRI” (LICEUL PEDAGOGIC ”COSTACHE NEGRI”)",22,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:44:46",1359,1359,0,568,558,0,10,1495,927,535,33,4,5,42,63,6,20,12,22,25,9,5,2,59,1,13,247
18,GALAŢI,"COLEGIUL NAȚIONAL ”COSTACHE NEGRI” (LICEUL PEDAGOGIC ”COSTACHE NEGRI”)",20,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:23:52",1467,1467,0,602,588,0,14,1607,1005,585,17,2,8,39,68,4,37,25,23,22,12,7,8,70,2,14,244
18,GALAŢI,"COLEGIUL NAȚIONAL ”COSTACHE NEGRI” (LICEUL PEDAGOGIC ”COSTACHE NEGRI”)",18,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:50:40",1199,1199,0,543,513,0,30,1311,768,523,20,5,6,26,62,4,28,12,25,16,8,3,1,76,7,12,232
18,GALAŢI,"COLEGIUL NAȚIONAL ”COSTACHE NEGRI” (LICEUL PEDAGOGIC ”COSTACHE NEGRI”)",21,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:47:05",1373,1373,0,565,555,0,10,1515,950,544,21,3,4,37,85,4,34,18,26,22,9,1,4,63,4,11,219
18,GALAŢI,"COLEGIUL NAȚIONAL ”COSTACHE NEGRI” (LICEUL PEDAGOGIC ”COSTACHE NEGRI”)",19,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:58:26",1468,1468,0,612,587,0,25,1618,1006,589,23,2,4,41,65,1,36,15,20,28,5,8,6,73,3,19,263
18,GALAŢI,"COLEGIUL NAŢIONAL DE AGRICULTURĂ ŞI ECONOMIE",190,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:55:20",1165,1165,0,493,480,0,13,1286,793,477,16,1,4,4,36,0,16,14,9,31,5,4,1,67,1,4,280
18,GALAŢI,"COLEGIUL NAŢIONAL DE AGRICULTURĂ ŞI ECONOMIE",189,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:35:18",925,925,0,367,359,0,8,1019,652,354,13,3,3,6,13,3,10,3,5,25,6,2,2,31,3,4,235
18,GALAŢI,"COLEGIUL NAȚIONAL ”MIHAIL KOGĂLNICEANU”",12,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:21:03",1508,1508,0,618,598,0,20,1600,982,602,16,8,2,51,77,5,30,20,26,31,4,9,6,56,5,20,252
18,GALAŢI,"COLEGIUL NAȚIONAL ”MIHAIL KOGĂLNICEANU”",11,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:08:47",1395,1395,0,568,556,0,12,1540,972,549,19,6,0,53,66,3,33,22,16,27,6,18,2,50,3,18,226
18,GALAŢI,"COLEGIUL NAȚIONAL ”MIHAIL KOGĂLNICEANU”",14,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:29:32",1118,1118,0,441,428,0,13,1235,794,418,23,8,6,27,55,2,27,10,13,20,2,3,4,60,1,12,168
18,GALAŢI,"COLEGIUL NAȚIONAL ”MIHAIL KOGĂLNICEANU”",13,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:13:13",1062,1062,0,331,302,0,29,1179,848,316,15,5,0,19,24,2,10,15,9,22,3,3,1,57,5,14,127
18,GALAŢI,"COLEGIUL NAŢIONAL SPIRU HARET",188,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:59:36",656,656,0,256,241,0,15,724,468,246,10,1,0,5,20,1,4,7,3,19,0,3,1,29,0,0,153
18,GALAŢI,"COLEGIUL NAŢIONAL SPIRU HARET",187,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:29:39",1153,1153,0,558,539,0,19,1274,716,538,20,6,1,12,45,1,15,13,3,32,2,2,8,64,1,7,326
18,GALAŢI,"COLEGIUL NAȚIONAL ”VASILE ALECSANDRI”",29,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:00:43",1289,1289,0,552,544,0,8,1419,867,540,12,1,2,28,48,0,34,21,21,34,6,5,3,73,2,34,228
18,GALAŢI,"COLEGIUL NAȚIONAL ”VASILE ALECSANDRI”",28,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:27:49",1244,1244,0,487,474,0,13,1373,886,471,16,3,10,43,76,4,19,20,13,25,6,4,1,48,6,9,184
18,GALAŢI,"COLEGIUL NAȚIONAL ”VASILE ALECSANDRI”",27,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:03:44",884,884,0,399,377,0,22,980,581,386,13,4,2,22,57,6,23,11,10,29,2,3,2,65,2,18,130
18,GALAŢI,"CREȘĂ SCHELA",391,SCHELA,77153,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:00:15",1424,1424,0,869,833,0,36,1565,696,833,36,2,4,7,105,1,16,9,30,39,3,7,6,115,4,6,479
18,GALAŢI,"CREȘĂ SCHELA",392,SCHELA,77153,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:43:39",1220,1220,0,746,712,0,34,1344,598,727,19,5,1,11,86,2,13,10,21,34,0,11,3,99,5,7,419
18,GALAŢI,"DIPENSAR BLÂNZI",268,COROD,75953,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:00:48",952,952,0,421,409,0,12,1049,628,379,42,3,0,2,6,0,3,0,6,3,0,2,2,30,10,0,312
18,GALAŢI,GRĂDINIȚĂ,253,BUCIUMENI,75819,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:36:10",310,310,0,192,180,0,12,344,152,177,15,2,1,1,2,1,0,2,1,15,0,2,1,16,2,1,130
18,GALAŢI,"GRĂDINIȚA ”ALBA CA ZĂPADA” BRĂNEȘTI",438,VLĂDEŞTI,77536,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:15:05",767,767,0,399,382,0,17,853,454,373,26,1,2,2,3,1,3,2,2,15,1,3,0,116,1,2,219
18,GALAŢI,"GRĂDINIȚA BĂNEASA",233,BĂNEASA,75686,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:28:29",1165,1165,0,696,630,0,66,1282,586,654,42,2,0,1,6,2,13,2,3,40,0,0,4,81,5,4,491
18,GALAŢI,"GRADINITA COPII",433,VÂNĂTORI,75150,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:22:02",1780,1780,0,923,890,0,33,1944,1054,868,22,11,0,48,106,4,29,25,29,54,7,5,12,124,1,16,397
18,GALAŢI,"GRĂDINIŢA CU PROGRAM NORMAL ALEGRETO",201,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:05:03",934,934,0,387,376,0,11,1037,650,365,22,1,1,2,12,0,4,11,12,34,5,1,1,58,7,2,214
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL CĂLMĂȚUI",321,GRIVIŢA,76558,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:47:11",530,530,0,271,263,0,8,598,329,225,44,2,1,0,8,0,0,2,1,14,1,0,1,15,5,1,174
18,GALAŢI,"GRĂDINIŢA CU PROGRAM NORMAL CRUCEANU",386,RĂDEŞTI,77561,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:25:54",243,243,0,153,146,0,7,267,114,147,6,0,0,3,1,0,2,1,0,5,4,2,2,6,3,0,118
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL CU DOUĂ SĂLI DE GRUPĂ",435,VÂRLEZI,77509,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:13:50",835,835,0,563,526,0,37,919,356,526,37,4,1,0,7,0,0,1,1,29,0,3,1,45,1,2,431
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL FÎNTÎNI",364,NICOREŞTI,76807,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:57:24",462,462,0,267,247,0,20,513,246,243,24,2,0,2,3,1,1,4,2,11,2,3,3,71,1,3,134
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NICOREȘTI",361,NICOREŞTI,76807,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:23:22",1155,1155,0,601,572,0,29,1271,670,573,28,5,1,3,12,2,6,6,1,34,1,2,3,193,3,3,298
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR.1",292,DRĂGUŞENI,76175,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:47:13",716,716,0,337,328,0,9,791,454,315,22,0,1,0,1,0,0,3,7,13,1,1,1,84,1,3,199
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR.1",291,DRĂGUŞENI,76175,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:01:36",460,460,0,256,253,0,3,507,251,242,14,0,0,0,6,0,1,0,0,10,0,1,1,27,0,3,193
18,GALAŢI,"GRĂDINIŢA CU PROGRAM NORMAL NR.1",209,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:17:02",780,780,0,277,271,0,6,862,586,260,16,2,1,4,7,0,5,4,6,13,2,3,0,50,3,1,159
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",293,DRĂGUŞENI,76175,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:30:01",237,237,0,125,114,0,11,262,139,113,10,0,0,0,0,0,0,1,0,4,1,0,2,11,0,0,94
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",272,COSMEŞTI,76040,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:11:42",697,697,0,350,343,0,7,767,417,332,18,2,1,8,39,0,0,1,8,21,0,3,1,37,1,2,208
