precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL PATRIOȚILOR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA AUR-voturi"
10,BUZĂU,"ANEXĂ IMOBIL-PRIMĂRIA COMUNEI CALVINI",177,CALVINI,45753,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:29:56",786,786,0,548,488,0,60,862,314,485,63,0,372,0,7,2,3,0,10,0,16,0,4,0,6,8,57
10,BUZĂU,"CĂMIN CULTURAL",122,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:56:59",697,697,0,460,447,0,13,760,300,435,25,0,256,1,5,4,4,0,0,0,14,12,5,0,37,7,90
10,BUZĂU,"CĂMIN CULTURAL",124,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:58:52",181,181,0,124,116,0,8,200,76,117,7,1,68,0,2,1,0,0,0,0,6,1,5,1,13,1,18
10,BUZĂU,"CĂMIN CULTURAL",327,RÂMNICELU,48968,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:06:04",1045,1045,0,765,764,0,1,1140,375,589,176,1,326,1,2,1,7,3,4,2,16,65,7,0,4,8,142
10,BUZĂU,"CÃMIN CULTURAL",387,ŢINTEŞTI,49849,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:04:21",1799,1799,0,1177,1152,0,25,1980,798,1088,89,9,619,5,5,9,4,5,12,3,240,67,7,0,8,17,78
10,BUZĂU,"CĂMIN CULTURAL BĂDÂRLEGI",105,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:36:43",92,92,0,76,69,0,7,100,24,70,6,1,46,0,1,0,1,0,2,0,1,5,2,0,0,1,10
10,BUZĂU,"CAMIN CULTURAL BALTENI",182,"C.A. ROSETTI",45815,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:31:33",346,346,0,249,235,0,14,380,131,209,40,0,163,0,1,3,0,1,4,0,3,10,2,0,3,3,16
10,BUZĂU,"CĂMIN CULTURAL BÎSCA ROZILEI",109,"ORAŞ NEHOIU",47916,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:50:03",536,536,0,344,319,0,25,590,246,327,17,1,195,2,3,3,2,0,3,3,21,16,3,0,17,13,45
10,BUZĂU,"CĂMIN CULTURAL CĂNEŞTI",187,CĂNEŞTI,45888,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:59:29",392,392,0,325,262,0,63,430,105,311,14,2,226,1,2,0,6,0,4,0,20,13,5,0,2,3,27
10,BUZĂU,"CĂMIN CULTURAL CU BIBLIOTECĂ",236,GHERĂSENI,46803,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:55:12",1449,1449,0,890,855,0,35,1600,710,825,65,13,531,5,9,3,2,7,13,1,38,52,16,1,9,10,115
10,BUZĂU,"CĂMIN CULTURAL CURMĂTURA",112,"ORAŞ NEHOIU",47916,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:53:26",115,115,0,92,73,0,19,130,38,89,3,1,68,0,1,0,0,0,0,0,4,2,0,0,3,1,9
10,BUZĂU,"CĂMIN CULTURAL JOSENI",148,BERCA,45101,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:38:20",694,694,0,395,374,0,21,760,365,376,19,2,222,4,10,2,3,1,6,3,36,19,7,0,4,4,53
10,BUZĂU,"CĂMIN CULTURAL MLĂJET",115,"ORAŞ NEHOIU",47916,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:31:28",678,678,0,448,433,0,15,750,302,422,26,4,240,2,5,2,3,1,6,0,19,24,10,3,15,8,80
10,BUZĂU,"CĂMIN CULTURAL PĂLTINENI",116,"ORAŞ NEHOIU",47916,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:45:22",624,624,0,409,387,0,22,690,281,384,25,0,243,2,1,2,2,0,2,3,30,18,9,1,13,8,50
10,BUZĂU,"CĂMIN CULTURAL PÎCLE",149,BERCA,45101,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-09 23:50:13",108,108,0,59,49,0,10,130,71,55,4,0,18,0,0,0,0,0,0,0,15,3,1,0,0,0,18
10,BUZĂU,"CĂMIN CULTURAL TĂBĂRĂȘTI",234,GĂLBINAŞI,46769,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:01:29",628,628,0,441,419,0,22,690,249,422,19,1,301,1,5,0,1,0,7,1,21,29,5,0,1,3,46
10,BUZĂU,"CĂMIN CULTURAL VALEA NEHOIULUI",107,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:56:13",773,773,0,483,461,0,22,850,367,459,24,0,325,1,4,0,0,6,2,3,26,13,5,1,8,12,53
10,BUZĂU,"CĂMIN CULTURAL VINETIS",117,"ORAŞ NEHOIU",47916,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:46:34",115,115,0,84,77,0,7,130,46,79,5,1,59,0,0,0,1,0,0,0,6,2,0,0,2,0,8
10,BUZĂU,"CĂMINUL CULTURAL",134,AMARU,44863,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:07:30",184,184,0,132,121,0,11,208,76,118,14,0,83,0,0,1,1,2,1,1,2,13,0,0,0,1,13
10,BUZĂU,"CĂMINUL CULTURAL",133,AMARU,44863,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:17:16",393,393,0,254,245,0,9,430,176,240,14,3,179,0,0,2,0,0,1,0,3,23,3,1,0,2,23
10,BUZĂU,"CAMINUL CULTURAL BAILE",138,"BALTA ALBĂ",44934,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:49:51",340,340,0,313,243,0,70,370,57,286,27,6,194,1,2,1,1,1,1,0,10,21,10,0,3,5,30
10,BUZĂU,"CĂMINUL CULTURAL BENTU",233,GĂLBINAŞI,46769,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:57:34",775,775,0,463,448,0,15,850,387,449,14,1,284,2,0,3,1,0,2,4,39,50,2,0,0,12,49
10,BUZĂU,"CĂMINUL CULTURAL BÎLHACU",183,"C.A. ROSETTI",45815,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:45:40",153,153,0,85,83,0,2,170,85,82,3,0,61,0,0,0,0,0,1,0,0,6,1,0,0,1,12
10,BUZĂU,"CĂMINUL CULTURAL BLĂJANI",159,BLĂJANI,45334,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:59:09",550,550,0,438,371,0,67,600,162,406,32,2,341,1,5,1,0,1,0,2,6,9,1,0,3,8,26
10,BUZĂU,"CĂMINUL CULTURAL BREAZA",171,BREAZA,45619,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:31:23",754,754,0,435,415,0,20,830,395,388,47,1,245,1,9,3,2,1,7,3,20,33,8,0,6,3,46
10,BUZĂU,"CAMINUL CULTURAL CHILIILE",198,CHILIILE,46108,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:37:19",212,212,0,172,137,0,35,240,68,169,3,0,153,0,1,1,1,0,0,0,3,2,1,0,1,0,6
10,BUZĂU,"CĂMINUL CULTURAL ”DIMITRIE GUSTI”",336,RUŞEŢU,49046,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:48:33",880,880,0,568,531,0,37,960,392,521,47,2,318,6,9,2,3,4,13,2,51,26,6,4,3,8,64
10,BUZĂU,"CĂMINUL CULTURAL DIN SATUL ALDENI",195,CERNĂTEŞTI,46019,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:05:55",649,649,0,421,386,0,35,720,299,404,17,4,280,1,8,2,3,3,1,2,19,22,5,1,5,5,43
10,BUZĂU,"CĂMINUL CULTURAL DIN SATUL ZĂRNEŞTI SLĂNIC",197,CERNĂTEŞTI,46019,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:29:35",1047,1047,0,610,594,0,16,1150,540,579,31,0,413,4,7,3,7,1,1,4,10,37,9,1,11,18,53
10,BUZĂU,"CĂMINUL CULTURAL LANURILE",425,ZIDURI,50479,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:30:39",551,551,0,330,319,0,11,602,272,325,5,3,255,0,0,0,0,0,1,0,9,15,7,0,2,4,29
10,BUZĂU,"CĂMINUL CULTURAL LUCIU",264,LUCIU,47300,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:37:15",1522,1522,0,859,832,0,27,1670,811,769,90,7,590,2,4,3,0,2,13,3,11,40,5,1,7,2,79
10,BUZĂU,"CAMINUL CULTURAL LUNCA",135,AMARU,44863,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:59:47",274,274,0,179,147,0,32,300,121,166,13,0,129,0,2,0,0,1,2,2,2,12,1,0,0,2,13
10,BUZĂU,"CAMINUL CULTURAL MOŞEŞTI",333,ROBEASCA,49019,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:28:37",238,238,0,176,125,0,51,270,94,167,9,0,135,2,2,0,2,0,1,1,3,3,0,0,1,3,14
10,BUZĂU,"CĂMINUL CULTURAL MURGEȘTI",292,MURGEŞTI,47818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:08:28",665,665,0,531,512,0,19,730,199,488,43,3,378,3,6,2,0,2,3,1,13,20,3,0,3,7,44
10,BUZĂU,"CĂMINUL CULTURAL MUSCELUL CĂRĂMĂNEŞTI",221,COLŢI,46439,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:02:20",54,54,0,48,34,0,14,60,12,45,3,1,25,2,1,0,0,0,0,0,4,3,1,0,3,0,5
10,BUZĂU,"CĂMINUL CULTURAL PADINA",299,PADINA,48138,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:49:40",801,801,0,416,404,0,12,881,465,376,40,1,262,1,4,5,1,3,0,2,28,20,7,0,3,6,33
10,BUZĂU,"CAMINUL CULTURAL PINU",170,BRĂEŞTI,45539,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:26:01",248,248,0,183,170,0,13,280,97,175,8,2,147,1,1,1,0,0,0,0,9,2,3,0,0,0,9
10,BUZĂU,"CĂMINUL CULTURAL PÎRSCOV",306,PÂRSCOV,48557,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:13:37",1187,1167,20,582,557,5,20,1280,698,567,15,2,354,3,3,0,7,2,7,0,41,26,17,6,6,7,86
10,BUZĂU,"CĂMINUL CULTURAL PÎRSCOV",305,PÂRSCOV,48557,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:14:56",1207,1207,0,663,637,0,26,1330,693,597,40,4,400,0,12,3,7,1,6,2,29,39,6,1,8,11,68
10,BUZĂU,"CĂMINUL CULTURAL SĂRULEŞTI",350,SĂRULEŞTI,49233,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:43:21",984,984,0,552,543,0,9,1080,528,499,53,6,364,1,2,1,5,0,2,2,28,19,4,1,12,3,49
10,BUZĂU,"CĂMINUL CULTURAL SAT FURTUNEŞTI",255,"GURA TEGHII",47079,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:53:45",709,709,0,467,457,0,10,780,313,430,37,11,213,2,8,1,2,0,4,3,61,21,5,1,4,6,88
10,BUZĂU,"CAMINUL CULTURAL SAT GRAJDANA",373,TISĂU,49643,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:51:11",828,828,0,502,493,0,9,911,409,469,33,3,333,3,7,3,6,3,3,3,8,17,12,0,1,7,60
10,BUZĂU,"CAMINUL CULTURAL SATUL GURA TEGHII",254,"GURA TEGHII",47079,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:33:25",1069,1069,0,732,714,0,18,1180,448,705,27,17,340,2,0,7,3,5,5,0,68,19,7,0,16,6,210
10,BUZĂU,"CĂMINUL CULTURAL SOREŞTI",160,BLĂJANI,45334,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:23:54",217,217,0,198,180,0,18,240,42,187,11,0,143,0,1,0,1,0,1,0,12,4,0,0,2,6,17
10,BUZĂU,"CĂMINUL CULTURAL TRESTIA",230,COZIENI,46554,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:41:20",286,286,0,203,182,0,21,310,107,196,7,2,126,1,0,0,11,1,3,1,5,9,4,1,0,4,28
10,BUZĂU,"CĂMINUL CULTURAL VALEA SALCIEI",401,"VALEA SALCIEI",50068,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:09:57",512,512,0,403,359,0,44,560,157,371,32,1,288,0,2,2,0,2,0,1,22,12,7,0,13,2,19
10,BUZĂU,"CĂMINUL CULTURAL VISPEȘTI",173,BREAZA,45619,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:57:06",543,543,0,288,273,0,15,600,312,258,30,0,160,1,3,1,1,0,1,2,28,19,1,0,3,2,36
10,BUZĂU,"CĂMINUL CULTURAL ZOIŢA",426,ZIDURI,50479,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:13:54",426,426,0,265,255,0,10,471,206,223,42,0,181,0,3,0,0,3,0,0,5,13,0,0,0,0,18
10,BUZĂU,"CĂMINUL DE NUNTI SMEENI",363,SMEENI,49545,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:11:29",1121,1121,0,584,578,0,6,1230,646,536,48,1,376,2,2,3,0,3,0,2,20,30,4,0,3,16,74
10,BUZĂU,"CAMPUS PENTRU COPII SF.SAVA - RECEA",157,BISOCA,45245,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:37:40",722,722,0,433,418,0,15,800,367,388,45,1,317,1,3,3,3,1,4,0,5,15,2,0,1,6,26
10,BUZĂU,"CANTINA DE AJUTOR SOCIAL",96,"MUNICIPIUL RÂMNICU SĂRAT",44845,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:23:57",1195,1195,0,543,533,0,10,1300,757,517,26,3,324,3,5,4,5,3,9,2,20,42,8,0,11,13,65
10,BUZĂU,"CASA DE CULTURĂ AMARU",132,AMARU,44863,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:57:07",886,886,0,561,550,0,11,970,409,521,40,3,366,1,5,2,4,5,1,2,26,27,1,2,3,3,70
10,BUZĂU,"CASA DE CULTURĂ BERCA-PARTER",145,BERCA,45101,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:40:50",1221,1221,0,671,641,0,30,1351,680,629,42,2,394,2,16,1,2,6,2,3,64,30,18,5,10,15,59
10,BUZĂU,"CASA DE CULTURĂ GEORGE BĂICULESCU NEHOIU",102,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:06",1069,1069,0,612,579,0,33,1180,570,587,23,9,325,0,22,4,0,5,4,1,45,21,25,4,20,13,89
10,BUZĂU,"CASA PRAZNICALĂ A PAROHIEI MIEREA",406,VERNEŞTI,50102,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:42:37",393,393,0,209,198,0,11,440,231,199,10,1,115,5,4,3,1,1,3,0,7,9,5,0,12,2,31
10,BUZĂU,"CENTRU CULTURAL CHIRLEȘTI",111,"ORAŞ NEHOIU",47916,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:23:27",652,652,0,402,390,0,12,720,318,388,14,10,214,3,3,2,1,10,5,1,38,25,3,1,10,7,55
10,BUZĂU,"CENTRU CULTURAL LUNCA PRIPORULUI",113,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:59",576,576,0,372,362,0,10,630,258,354,18,2,179,2,7,3,3,3,2,0,36,16,12,1,11,11,66
10,BUZĂU,"CENTRU EDUCAȚIONAL MULTIFUNCȚIONAL ”ÎMPREUNĂ”",287,MIHĂILEŞTI,47578,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:55:28",946,946,0,595,538,0,57,1040,445,524,71,1,384,0,1,1,4,3,7,2,11,26,7,0,2,7,68
10,BUZĂU,"CENTRUL DE RECUPERARE PENTRU COPII CU DIZABILITĂŢI",81,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:27:50",1897,1897,0,845,836,0,9,2100,1255,804,41,9,503,3,9,15,10,7,10,6,29,59,13,2,12,16,101
10,BUZĂU,"CENTRUL DE ZI « DOAMNA NEAGA » PENTRU COPII CU VÂRSTE CUPRINSE ÎNTRE 3-6 ANI",209,CISLĂU,46313,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:29:01",604,604,0,392,381,0,11,660,268,359,33,5,287,3,2,0,1,2,0,0,11,12,8,0,0,5,23
10,BUZĂU,"CLĂDIREA FOSTA SECŢIE CONFECŢIONAT ÎNCĂLŢĂMINTE DÂMBOVIŢA (LÂNGĂ BISERICA ORTODOXĂ) STR. VALEA NEHOIULUI",106,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:23:00",510,510,0,316,284,0,32,560,244,302,14,2,184,2,4,3,1,3,2,3,16,15,10,0,12,5,40
10,BUZĂU,"CLĂDIREA GRĂDINIŢEI CU PROGRAM NORMAL",335,RUŞEŢU,49046,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:37:39",878,878,0,598,582,0,16,960,362,520,78,3,319,7,4,2,6,0,10,2,40,20,15,2,9,11,70
10,BUZĂU,"CLĂDIRE CĂMIN CULTURAL CLONDIRU",389,ULMENI,49894,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:19:16",1280,1280,0,851,831,0,20,1366,515,782,69,5,530,3,5,9,6,2,10,3,52,49,15,4,12,7,70
10,BUZĂU,"CLĂDIRE CĂMIN CULTURAL SAT LOPĂTARI",259,LOPĂTARI,47186,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:16:14",842,842,0,645,600,0,45,930,285,622,23,7,365,0,4,1,3,5,3,1,158,20,6,1,5,7,36
10,BUZĂU,"CLĂDIRE SALA DE EDUCAȚIE FIZICĂ ȘCOLARA ULMENI",388,ULMENI,49894,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:28:56",1213,1213,0,691,661,0,30,1286,595,643,48,3,436,3,5,8,4,5,10,1,20,40,17,0,9,10,72
10,BUZĂU,"CLĂDIRE SEDIUL ADMINISTRATIV",206,CILIBIA,46251,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:02:19",1200,1200,0,825,800,0,25,1322,497,738,87,3,425,0,16,3,2,3,5,0,92,24,7,0,6,12,140
10,BUZĂU,"CLUBUL COPIILOR POGOANELE",129,"ORAŞ POGOANELE",48744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:56:54",1372,1372,0,920,861,0,59,1510,590,850,70,10,440,1,0,3,5,1,2,1,33,57,5,2,2,11,277
10,BUZĂU,"CLUBUL PRIMĂRIEI BOLDU",161,BOLDU,45361,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:39:18",927,927,0,600,590,0,10,1006,406,566,34,1,431,0,3,2,5,2,4,1,31,33,4,2,5,5,37
10,BUZĂU,"COLEGIUL ECONOMIC ”REGELE MIHAI I”",57,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:21:19",1042,1042,0,450,437,0,13,1100,650,433,17,4,221,6,12,2,3,2,1,1,55,25,16,3,14,12,56
10,BUZĂU,"COLEGIUL NAŢIONAL ”ALEXANDRU VLAHUŢĂ”",89,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:59:14",1033,1033,0,437,418,0,19,1100,663,416,21,2,228,4,9,4,7,6,3,4,26,33,14,2,14,9,51
10,BUZĂU,"COLEGIUL NAŢIONAL ”ALEXANDRU VLAHUŢĂ”",90,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:29:35",1203,1203,0,529,516,0,13,1300,771,493,36,2,284,3,19,8,7,3,10,5,26,38,7,1,9,10,61
10,BUZĂU,"COLEGIUL NAȚIONAL ”B. P. HASDEU”",34,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:08:15",1339,1339,0,641,594,0,47,1500,859,602,39,2,290,6,24,1,0,5,2,5,66,53,32,7,15,19,75
10,BUZĂU,"COLEGIUL NAȚIONAL ”MIHAI EMINESCU”",75,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:30:00",1739,1739,0,574,558,0,16,1900,1326,533,41,5,268,5,12,5,5,4,9,3,32,66,13,1,15,10,80
10,BUZĂU,"COLEGIUL NAȚIONAL PEDAGOGIC ”SPIRU HARET”",47,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:25:19",1526,1526,0,615,600,0,15,1700,1085,599,16,1,277,7,20,8,11,7,3,5,99,19,27,2,4,16,93
10,BUZĂU,"COLEGIUL NAȚIONAL PEDAGOGIC ”SPIRU HARET”",49,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:27:36",1231,1231,0,496,486,0,10,1400,904,469,27,9,251,6,20,14,7,6,0,7,45,22,17,1,12,11,41
10,BUZĂU,"COLEGIUL NAȚIONAL PEDAGOGIC ”SPIRU HARET”",48,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:49:44",1110,1110,0,510,495,0,15,1200,690,489,21,4,225,3,26,11,9,5,0,2,60,25,19,1,18,12,69
10,BUZĂU,"COLEGIUL NAȚIONAL PEDAGOGIC ”SPIRU HARET”",50,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:44:52",1535,1535,0,644,633,0,11,1700,1056,613,31,0,326,3,29,7,8,4,4,7,62,21,28,1,15,25,73
10,BUZĂU,"COLEGIUL UNIVERSITAR ECONOMIC",13,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:54:22",1592,1592,0,687,671,0,16,1800,1113,669,18,25,354,5,22,7,8,1,3,2,51,39,39,2,19,17,75
10,BUZĂU,"FOSTUL MAGAZIN TRESTIENI",310,PÂRSCOV,48557,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:23:28",23,23,0,17,7,0,10,30,13,17,0,0,11,0,0,0,1,0,0,0,2,1,0,0,0,1,1
10,BUZĂU,"GRĂDINIŢA CAŞOTA",246,GLODEANU-SILIŞTEA,46910,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:25:21",261,261,0,168,160,0,8,290,122,156,12,0,89,0,1,2,2,1,1,0,3,19,3,0,2,2,31
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL",123,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:59:26",361,361,0,199,192,0,7,400,201,191,8,2,117,1,0,0,2,1,2,2,9,8,3,1,11,1,31
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL",126,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:51:30",515,515,0,324,318,0,6,563,239,303,21,2,200,1,2,1,2,2,2,1,3,16,10,0,20,3,38
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL",242,"GLODEANU SĂRAT",46867,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:48:14",466,466,0,338,325,0,13,511,173,319,19,2,228,0,0,2,2,0,1,1,0,19,7,2,1,2,52
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL BRĂGĂREASA",360,SCUTELNICI,49439,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:49:40",484,484,0,348,323,0,25,530,182,327,21,0,278,1,0,1,1,2,4,0,4,15,6,0,0,0,15
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL BUDA",174,BUDA,45673,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:34:54",827,827,0,580,563,0,17,912,332,543,37,10,371,1,0,1,4,6,9,0,59,17,3,3,4,7,48
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL BUDIȘTENI",223,COSTEŞTI,46484,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:32:52",376,376,0,219,214,0,5,410,191,202,17,0,134,0,1,1,2,0,4,0,4,12,5,0,3,5,31
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL CĂPĂŢÂNEŞTI",271,MĂRĂCINENI,47373,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:29:28",1631,1631,0,871,861,0,10,1790,919,829,42,4,545,6,20,0,7,8,11,4,39,44,12,1,0,17,111
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL CĂPĂȚÂNEȘTI",270,MĂRĂCINENI,47373,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:12:11",1552,1552,0,840,822,0,18,1710,870,791,49,3,508,1,11,2,2,1,8,9,44,42,20,2,9,23,106
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL CERNATESTI",194,CERNĂTEŞTI,46019,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:27:32",875,875,0,464,446,0,18,960,496,441,23,1,313,2,5,4,3,5,4,0,15,12,12,1,10,12,42
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL CHIOJDU",200,CHIOJDU,46180,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:38:58",806,806,0,543,484,0,59,890,347,511,32,4,363,1,13,4,2,2,5,0,27,19,5,1,6,10,49
10,BUZĂU,"GRADINIŢĂ CU PROGRAM NORMAL COMUNA TISAU",378,TISĂU,49643,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:29:08",584,584,0,391,364,0,27,640,249,368,23,10,229,1,7,5,6,6,1,2,28,11,5,0,6,4,47
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL DÂMBROCA",342,SĂGEATA,49073,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:34:11",965,965,0,677,623,0,54,1070,393,647,30,3,370,2,3,0,1,1,3,2,19,44,8,0,1,8,182
