precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL PATRIOȚILOR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
25,ILFOV,"LICEUL TEORETIC NR.1 PERIŞ",258,PERIŞ,104546,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:47:02",1870,1870,0,1147,1097,0,50,2050,903,1075,72,14,518,18,10,194,28,22,105,74,4,33,18,18,10,7,2
25,ILFOV,"LICEUL TEORETIC RADU POPESCU",96,"ORAŞ POPEŞTI-LEORDENI",179533,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 02:13:29",1820,1820,0,1247,1157,0,90,1950,698,1212,25,5,609,5,2,269,34,40,112,66,0,33,7,18,4,6,2
25,ILFOV,"LICEUL TEORETIC RADU POPESCU",95,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:51:12",1884,1884,0,1344,1286,0,58,2050,714,1291,45,5,614,10,4,367,44,44,97,37,5,27,7,17,3,6,4
25,ILFOV,"LICEUL TEORETIC RADU POPESCU CORP E",97,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:38:07",1814,1814,0,1173,1122,0,51,2000,827,1143,30,10,446,2,1,392,31,28,101,61,5,33,4,15,3,8,3
25,ILFOV,"LICEUL TEORETIC ”TRAIAN LALESCU”",151,BRĂNEŞTI,101298,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:37:58",1873,1873,0,1103,1063,0,40,2050,947,1048,55,15,593,9,4,140,36,49,57,45,6,36,5,24,4,13,12
25,ILFOV,"POLICLINICA JILAVA",246,JILAVA,179383,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 02:21:37",1825,1825,0,1217,1177,0,40,2000,783,1117,100,6,732,10,4,167,10,10,42,77,2,21,11,12,2,8,3
25,ILFOV,"PRIMĂRIA ORAŞULUI MĂGURELE",45,"ORAŞ MĂGURELE",179409,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:21:32",2291,2290,1,1289,1223,0,66,2450,1161,1254,35,2,578,6,9,132,101,54,212,43,3,58,7,15,11,20,3
25,ILFOV,"PRIMĂRIA ORAŞULUI MĂGURELE",46,"ORAŞ MĂGURELE",179409,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:13:44",1319,1319,0,716,614,0,102,1400,684,687,29,1,310,3,5,79,33,45,89,46,2,28,6,15,2,18,5
25,ILFOV,"PRIMĂRIA ORAŞULUI OTOPENI",55,"ORAŞ OTOPENI",179481,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:31:56",1335,1335,0,815,734,0,81,1449,634,780,35,11,341,8,2,89,59,55,106,34,0,34,6,9,7,13,6
25,ILFOV,"PRIMĂRIA ORAŞULUI VOLUNTARI",126,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:29:50",1505,1505,0,887,840,0,47,1650,763,846,41,7,510,6,5,96,19,27,45,66,8,20,5,13,1,17,1
25,ILFOV,"PROPRIETATE PRIVATĂ BACHAR DAVID-SAMUIL",241,JILAVA,179383,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 02:21:11",1629,1629,0,843,817,0,26,1801,958,794,49,7,468,10,3,103,11,19,28,88,2,26,5,11,2,8,3
25,ILFOV,"PROPRIETATE PRIVATĂ PUȘA HACK",102,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:28:09",1547,1547,0,784,680,0,104,1694,910,784,0,8,247,6,3,151,58,38,146,17,5,57,2,25,7,11,3
25,ILFOV,"PROPRIETATE PRIVATĂ: TUTUNARU GHEORGHE",33,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:15:48",495,495,0,268,252,0,16,550,282,257,11,0,158,6,2,42,5,7,10,16,0,4,3,2,1,1,0
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",175,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:30:08",1668,1668,0,739,704,0,35,1800,1061,731,8,3,181,0,3,81,105,43,182,41,3,46,5,17,13,6,2
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",174,CHIAJNA,179249,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:57:04",1961,1961,0,828,761,0,67,2150,1322,798,30,9,303,6,6,99,57,39,115,63,0,44,3,21,10,12,11
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",172,CHIAJNA,179249,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:59:03",1725,1725,0,896,872,0,24,1900,1004,869,27,8,427,6,1,134,24,32,98,64,4,28,7,18,4,10,4
25,ILFOV,"SALA DE SPORT A LICEULUI TEHNOLOGIC ”DOAMNA CHIAJNA”",173,CHIAJNA,179249,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:14:36",1899,1899,0,958,918,0,40,2100,1142,933,25,9,374,5,8,121,56,31,158,58,3,47,6,28,6,18,5
25,ILFOV,"SALA DE SPORT ”ANDREEA ISĂRESCU”",112,"ORAŞ VOLUNTARI",179551,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:10:59",1839,1839,0,912,894,0,18,2000,1088,888,24,10,489,7,6,105,33,23,57,76,12,18,6,14,9,19,4
25,ILFOV,"SALA DE SPORT CIOLPANI",179,CIOLPANI,101902,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:14:24",1903,1903,0,1163,1116,0,47,2100,937,1099,64,5,688,7,2,194,16,22,53,49,3,21,4,18,3,12,2
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA",162,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:36:07",1814,1814,0,1146,1128,0,18,2000,854,1102,44,21,653,4,6,99,34,41,117,56,5,22,13,17,4,7,3
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",165,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:52:27",1799,1799,0,1080,1041,0,39,2000,920,1042,38,4,478,12,8,127,73,41,136,52,5,47,2,33,11,9,4
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",166,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:58:44",1995,1995,0,637,522,0,115,2150,1513,631,6,6,128,10,4,84,50,73,112,66,3,62,5,10,3,14,1
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",164,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:38:23",1960,1960,0,1065,1006,0,59,2150,1085,1031,34,4,429,3,4,133,57,64,133,77,5,38,9,26,11,27,11
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",163,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:10:38",1953,1953,0,1089,1049,0,40,2050,961,1060,29,13,481,4,9,113,60,48,165,55,0,42,8,38,6,12,6
25,ILFOV,"SALA DE SPORT OTOPENI",56,"ORAŞ OTOPENI",179481,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:42:20",1724,1724,0,989,951,0,38,1902,913,951,38,5,427,4,7,89,53,68,127,35,3,54,5,31,12,27,4
25,ILFOV,"SALA DE SPORT OTOPENI",57,"ORAŞ OTOPENI",179481,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:36:15",1618,1618,0,940,895,0,45,1748,808,898,42,5,390,5,6,97,70,58,131,34,3,41,7,24,8,13,6
25,ILFOV,"SC ANYADE GYM CLASS SRL",9,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:51:41",1514,1514,0,664,623,0,41,1650,986,654,10,2,180,4,1,71,61,38,181,33,2,47,5,11,9,7,2
25,ILFOV,"SC ANYADE GYM CLASS SRL",8,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 04:12:35",1616,1616,0,625,607,0,18,1750,1125,602,23,8,176,0,1,78,60,33,158,27,3,27,6,8,6,7,4
25,ILFOV,"SC ANYADE GYM CLASS SRL",10,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:10:30",1518,1518,0,689,616,0,73,1650,961,670,19,12,217,6,1,73,50,26,167,26,2,41,4,18,11,14,2
25,ILFOV,"SC ANYADE GYM CLASS SRL",7,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:11:08",1219,1219,0,574,504,0,70,1350,776,564,10,18,178,5,2,63,64,28,119,24,0,29,3,5,4,14,8
25,ILFOV,"SC IRIMPEX COM SRL",101,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:06:47",464,464,0,355,330,0,25,500,145,354,1,0,222,0,1,64,3,5,20,23,3,9,0,2,1,1,0
25,ILFOV,"SC IRIMPEX COM SRL",100,"ORAŞ POPEŞTI-LEORDENI",179533,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:49:59",1674,1674,0,1178,1164,0,14,1800,622,1153,25,0,857,6,0,166,14,10,30,44,2,14,2,0,5,3,0
25,ILFOV,"ŞCOALA COZIENI",226,GĂNEASA,103130,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 00:45:41",675,675,0,557,548,0,9,750,193,500,57,6,396,1,2,50,4,0,6,26,1,1,3,2,0,2,0
25,ILFOV,"SCOALA CU CLASELE I-IV",135,AFUMAŢI,100834,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:11:29",1427,1427,0,922,893,0,29,1550,628,904,18,11,510,9,5,103,23,50,72,42,4,30,6,22,6,8,3
25,ILFOV,"ŞCOALA DE 4 ANI",237,GRUIU,103513,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:58:39",1559,1559,0,992,948,0,44,1700,708,943,49,4,609,11,1,121,16,12,70,57,2,15,3,8,3,10,1
25,ILFOV,"ŞCOALA DE 4 ANI",240,GRUIU,103513,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:34:37",665,665,0,506,484,0,22,750,244,473,33,0,330,2,0,58,8,4,24,28,3,11,0,5,0,0,0
25,ILFOV,"ŞCOALA DE 8 ANI",239,GRUIU,103513,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:07:34",1839,1839,0,1137,1085,0,52,2000,863,1087,50,5,667,16,3,151,13,12,70,68,12,27,6,12,7,10,8
25,ILFOV,"ŞCOALA DIN SATUL MERII PETCHII",255,NUCI,104421,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:24:51",831,831,0,704,659,0,45,900,196,657,47,8,297,18,2,93,15,7,121,41,8,15,5,8,2,5,12
25,ILFOV,"ŞCOALA DIN SATUL MICŞUNEŞTII-MOARĂ",256,NUCI,104421,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:57:42",1308,1308,0,1088,1000,0,88,1450,362,961,127,10,539,7,3,113,10,7,140,54,15,19,11,15,4,4,10
25,ILFOV,"ŞCOALA GĂNEASA",225,GĂNEASA,103130,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 01:09:28",823,823,0,621,562,0,59,902,281,592,29,4,377,2,1,60,18,11,25,41,2,21,6,9,2,12,1
25,ILFOV,"ŞCOALA GENERALĂ DIN CARTIERUL BĂJENARI",149,BRĂNEŞTI,101298,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:47",1801,1801,0,995,966,0,29,2000,1005,952,43,19,504,12,10,138,37,24,67,42,3,35,4,22,9,10,16
25,ILFOV,"ŞCOALA GENERALĂ NR. 1",207,DĂRĂŞTI-ILFOV,102525,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:54:23",1203,1203,0,946,904,0,42,1300,354,911,35,4,563,8,2,148,6,14,73,44,11,18,4,1,2,6,7
25,ILFOV,"ŞCOALA GENERALĂ NR. 1",206,DĂRĂŞTI-ILFOV,102525,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:47:37",1054,1053,1,709,704,0,5,1100,391,697,12,0,427,0,0,153,0,0,111,6,0,0,0,0,0,0,0
25,ILFOV,"ȘCOALA GENERALĂ NR.1",131,AFUMAŢI,100834,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:24:36",724,724,0,529,494,0,35,800,272,505,23,2,307,7,3,66,14,11,29,24,4,16,7,9,4,2,0
25,ILFOV,"ŞCOALA GENERALĂ NR. 1 CU CLASELE V - VIII",132,AFUMAŢI,100834,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:45:35",1134,1134,0,745,712,0,33,1250,505,714,31,2,402,2,7,98,23,22,45,49,6,29,8,7,5,7,2
25,ILFOV,"ȘCOALA GENERALĂ NR. 2",222,DRAGOMIREŞTI-VALE,102605,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:59:07",1384,1384,0,873,751,0,122,1500,627,845,28,3,448,7,0,128,28,19,100,56,4,19,11,11,2,6,3
25,ILFOV,"ŞCOALA GENERALĂ NR. 2 CU CLASELE I - IV",134,AFUMAŢI,100834,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:02:52",1767,1767,0,1157,1102,0,55,1950,793,1126,31,4,777,7,3,124,18,27,33,62,5,33,6,16,2,6,3
25,ILFOV,"ŞCOALA GENERALĂ NR. 3 CU CLASELE I - IV",133,AFUMAŢI,100834,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:00:08",1690,1690,0,1241,1190,0,51,1845,604,1197,44,18,917,10,2,77,15,12,31,59,7,18,8,13,1,4,5
25,ILFOV,"ŞCOALA GENERALĂ SNAGOV",267,SNAGOV,105160,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 05:35:49",1904,1904,0,1185,1084,0,101,2100,915,1147,38,13,633,13,1,198,42,34,102,30,10,27,6,21,7,9,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",119,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:01:14",1874,1874,0,1092,1062,0,30,2050,958,1015,77,7,575,12,5,138,27,20,58,83,3,26,14,18,7,14,8
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",116,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:45:09",1752,1752,0,1039,993,0,46,1900,861,991,48,12,557,14,9,127,28,36,58,58,7,31,7,30,4,8,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",117,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:57:53",1675,1675,0,813,782,0,31,1850,1037,785,28,8,389,13,4,115,23,21,74,56,0,27,14,19,11,5,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",114,"ORAŞ VOLUNTARI",179551,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:53:22",1532,1532,0,783,761,0,22,1650,867,759,24,6,415,10,3,84,29,25,57,60,6,21,7,14,8,7,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",113,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:27:31",1357,1357,0,721,683,0,38,1500,779,704,17,3,334,2,5,89,48,30,100,42,2,19,4,8,5,11,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",115,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:48:26",1879,1879,0,994,952,0,42,2050,1056,951,43,13,485,11,7,121,42,29,88,59,13,30,6,17,7,15,8
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",118,"ORAŞ VOLUNTARI",179551,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:53:20",1774,1774,0,918,896,0,22,1950,1032,877,41,8,498,10,5,130,18,27,43,72,2,23,12,13,4,12,0
25,ILFOV,"ȘCOALA GIMNAZIALĂ ANTON PANN",120,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:06:04",1774,1774,0,864,843,0,21,1950,1086,830,34,15,406,6,4,87,50,44,105,43,5,24,8,21,2,8,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN I.BĂICOIANU”",271,SNAGOV,105160,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 05:31:43",1474,1474,0,938,887,0,51,1600,662,911,27,7,548,10,0,132,19,14,51,58,5,24,12,14,2,9,6
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I- VIII NR.1 ”PROF. ION VIŞOIU”",40,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:31:58",1098,1098,0,461,452,0,9,1204,743,431,30,4,223,9,1,68,9,20,28,28,4,13,4,8,4,8,0
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I- VIII NR.1 ”PROF. ION VIŞOIU” -",37,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:22:16",1618,1618,0,669,637,0,32,1800,1131,642,27,16,317,14,4,140,21,18,28,39,2,22,6,5,6,3,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF. ION VIŞOIU”",42,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:22:56",1099,1099,0,510,504,0,6,1199,689,491,19,1,281,3,2,64,10,24,27,39,0,21,4,9,2,3,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF. ION VIŞOIU”",36,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:57:46",1694,1694,0,921,871,0,50,1842,921,879,42,2,362,6,7,102,90,35,164,27,1,47,0,10,7,14,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF.ION VIŞOIU”",35,"ORAŞ CHITILA",179285,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:12:57",1580,1580,0,740,724,0,16,1750,1010,707,33,12,359,8,9,108,27,27,58,27,4,26,6,17,9,6,4
25,ILFOV,"SCOALA GIMNAZIALA CU CLASELE I-VIII NR. 1 PROF. ION VISOIU, STRUCTURA CU CLASELE I-IV SI GRUPE DE PRESCOLARI ION OLTEANU-CHITILA",38,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:41:59",1519,1519,0,804,780,0,24,1650,846,772,32,3,393,10,5,107,40,32,95,31,3,18,4,13,9,6,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ DASCĂLU",204,DASCĂLU,102473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:49:37",1918,1918,0,1392,1316,0,76,2100,708,1309,83,4,791,22,7,164,20,37,78,114,6,22,6,18,11,8,1
25,ILFOV,"ȘCOALA GIMNAZIALĂ ”GHEORGHE CORNELIU”",218,DOMNEŞTI,102570,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:56",1355,1355,0,742,629,0,113,1500,758,721,21,13,305,9,4,81,82,37,101,29,5,19,4,16,4,8,4
25,ILFOV,"ȘCOALA GIMNAZIALĂ GHEORGHE CORNELIU",219,DOMNEŞTI,102570,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:05:34",1195,1195,0,674,589,0,85,1300,626,651,23,6,372,1,2,71,40,21,61,40,8,13,2,6,4,3,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",91,"ORAŞ POPEŞTI-LEORDENI",179533,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:51:39",1840,1840,0,1306,1216,0,90,1950,644,1263,43,16,548,1,2,301,58,38,192,26,1,33,7,16,8,8,8
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",94,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:17:49",1124,1124,0,664,591,0,73,1200,536,651,13,5,232,4,3,139,50,34,108,21,4,27,3,11,5,5,0
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",93,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:44:37",1836,1836,0,1223,1170,0,53,2000,777,1183,40,9,594,4,3,263,67,37,108,31,1,21,4,23,3,11,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",92,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:40:57",1402,1402,0,1084,1032,0,52,1550,466,1057,27,21,413,8,3,317,58,37,87,28,12,22,9,27,3,5,7
25,ILFOV,"SCOALA GIMNAZIALA NR. 1",147,BERCENI,101145,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 04:20:04",1934,1934,0,1480,1335,0,145,2100,620,1431,49,12,853,6,10,160,63,49,102,73,6,37,8,17,10,11,14
25,ILFOV,"SCOALA GIMNAZIALA NR. 1",192,COPĂCENI,179588,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:26:15",1014,1014,0,769,762,0,7,1100,331,733,36,4,470,10,0,107,2,10,15,37,3,17,0,7,4,47,0
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1",146,BERCENI,101145,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:50:41",1825,1825,0,1364,1167,0,197,2000,636,1330,34,3,733,8,4,140,87,52,128,38,2,73,5,27,7,15,8
25,ILFOV,"ŞCOALA GIMNAZIALA NR.1",148,BRĂNEŞTI,101298,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:09:23",1034,1034,0,559,547,0,12,1150,591,530,29,7,308,4,6,56,13,24,24,25,3,25,4,10,3,4,14
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",210,DOBROEŞTI,179310,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:50:12",1589,1589,0,885,854,0,31,1750,865,852,33,10,361,9,10,118,31,43,97,48,11,21,12,19,7,50,5
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",230,GLINA,179347,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 00:54:50",1698,1698,0,1005,984,0,21,1900,895,950,55,7,634,8,2,178,12,7,21,35,6,15,5,12,2,6,0
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",209,DOBROEŞTI,179310,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 00:37:05",1854,1854,0,913,877,0,36,2000,1087,890,23,12,339,5,6,159,40,24,120,53,9,23,12,28,6,51,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",231,GLINA,179347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:59:19",1673,1673,0,889,861,0,28,1850,961,861,28,2,464,8,5,160,20,32,55,37,4,37,4,16,6,8,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",193,CORBEANCA,102160,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:00:08",973,973,0,570,512,0,58,1098,528,543,27,6,156,5,3,107,46,22,96,32,4,22,5,20,9,8,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",208,DOBROEŞTI,179310,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 00:18:33",1593,1593,0,958,910,0,48,1750,792,903,55,18,442,10,6,108,36,35,103,53,2,30,7,13,5,31,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",194,CORBEANCA,102160,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:49:38",1918,1917,1,1199,1117,0,82,2100,901,1177,22,6,274,4,6,151,106,49,401,41,16,36,12,23,17,31,4
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",199,CORNETU,102213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 18:42:24",1195,1195,0,593,568,0,25,1302,709,567,26,5,303,2,0,103,18,19,30,32,13,16,1,12,12,1,0
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",155,CERNICA,101742,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:00",794,794,0,553,517,0,36,900,347,532,21,4,375,7,2,50,9,4,15,38,2,14,2,6,2,2,0
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",154,CERNICA,101742,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:22:29",820,820,0,586,505,0,81,900,314,561,25,2,346,3,2,69,17,17,31,36,8,14,1,10,1,2,2
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",203,CORNETU,102213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:44:05",1225,1225,0,633,613,0,20,1369,736,609,24,10,326,7,0,114,12,15,45,33,3,14,6,9,4,10,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",202,CORNETU,102213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:20:32",1025,1025,0,540,528,0,12,1100,560,524,16,4,293,4,4,76,12,13,38,28,5,25,5,5,1,8,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",156,CERNICA,101742,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:28:40",913,913,0,564,555,0,9,1000,436,532,32,3,408,3,1,62,3,2,5,26,6,6,1,3,0,2,1
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",201,CORNETU,102213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:55:33",1020,1020,0,502,484,0,18,1100,598,489,13,1,250,3,3,90,12,18,35,28,9,10,7,12,2,6,3
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",200,CORNETU,102213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:42:11",954,954,0,476,460,0,16,1050,574,448,28,1,226,6,3,75,9,13,35,41,2,16,4,9,2,5,1
