precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA AUR-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL DIASPORA UNITĂ-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi"
12,CĂLĂRAŞI,PRIMARIE,76,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:58:54",1425,1425,0,850,830,0,20,1572,722,825,25,5,28,4,6,5,163,15,3,2,52,5,2,18,9,14,494
12,CĂLĂRAŞI,"PROPRIETATE PRIVATA",120,"DOR MĂRUNT",93370,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:14:50",269,269,0,163,160,0,3,286,124,162,0,1,2,1,1,0,19,2,0,0,5,3,1,4,3,4,116
12,CĂLĂRAŞI,"PROPRIETATE PRIVATĂ",175,MITRENI,100638,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:31:16",388,388,0,234,211,0,23,427,193,213,21,1,9,0,0,2,44,0,1,0,9,0,0,2,1,4,140
12,CĂLĂRAŞI,"SALA DE EDUCAȚIE FIZICĂ ȘCOLARĂ",161,JEGĂLIA,93815,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:04:38",718,718,0,526,511,0,15,879,353,484,42,7,6,3,1,4,42,9,0,2,19,1,0,1,4,13,372
12,CĂLĂRAŞI,"SALA DE SPORT A SCOLII GIMNAZIALE NICOLAE TITULESCU",21,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:37:00",1393,1393,0,538,526,0,12,1539,1001,514,24,4,37,1,9,7,107,16,1,1,38,0,4,7,10,14,258
12,CĂLĂRAŞI,"SALA DE SPORT A SCOLII GIMNAZIALE NICOLAE TITULESCU",20,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:53",701,701,0,330,322,0,8,774,444,320,10,0,25,1,11,2,59,5,2,0,17,0,3,14,7,18,156
12,CĂLĂRAŞI,"ŞC. GIMNAZIALĂ NR.1 DICHISENI",112,DICHISENI,93325,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:27:36",687,687,0,505,466,0,39,759,254,463,38,2,15,3,2,3,42,11,2,4,21,3,2,1,7,7,338
12,CĂLĂRAŞI,"SCOALA ANDOLINA",102,CIOCĂNEŞTI,93085,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:27:38",800,800,0,626,545,0,81,881,255,573,53,0,14,0,6,6,36,10,0,0,24,4,6,4,7,17,439
12,CĂLĂRAŞI,"SCOALA ARTARI",153,ILEANA,103764,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:45:19",486,486,0,347,318,0,29,532,185,334,13,1,3,2,1,0,21,1,0,0,9,2,0,1,0,4,289
12,CĂLĂRAŞI,"ŞCOALA BOGATA",146,GRĂDIŞTEA,93664,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:18:13",487,487,0,350,322,0,28,536,186,337,13,0,9,2,5,6,28,5,1,0,15,2,0,0,0,4,260
12,CĂLĂRAŞI,"SCOALA CLASELE 1-4 NR. 3",142,FUNDENI,103014,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:57:09",1115,1115,0,730,691,0,39,1220,490,686,44,0,5,4,3,6,81,7,1,0,75,8,3,0,4,16,473
12,CĂLĂRAŞI,"ȘCOALA CONSTANTIN BRÂNCOVEANU, LOCALUL CU ETAJ",228,VASILAŢI,105829,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:19:55",895,895,0,599,517,0,82,980,381,554,45,31,46,2,5,9,61,5,0,0,41,0,1,4,7,10,332
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",203,SĂRULEŞTI,104886,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:36:45",203,203,0,137,129,0,8,222,85,118,19,0,2,0,1,4,19,0,0,0,11,0,0,0,1,0,80
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",200,SĂRULEŞTI,104886,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:56:51",331,331,0,247,224,0,23,363,117,230,16,0,1,0,0,0,6,0,0,0,4,2,0,0,0,1,216
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",201,SĂRULEŞTI,104886,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:03:28",510,510,0,404,377,0,27,560,156,375,29,1,3,1,3,1,28,2,2,1,11,0,0,2,3,2,315
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",185,"NICOLAE BĂLCESCU",104341,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:20:11",200,200,0,168,132,0,36,221,53,158,10,0,2,1,1,3,31,1,0,0,9,0,0,0,0,2,108
12,CĂLĂRAŞI,"ȘCOALA CU CLASELE I-IV COADELE",195,RADOVANU,104751,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:29:34",901,901,0,949,901,0,48,992,374,590,28,1,25,1,1,1,165,13,3,2,10,2,3,7,0,12,344
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV FAUREI",222,ULMU,94606,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:51:49",290,290,0,216,195,0,21,320,104,212,4,0,1,1,3,0,20,3,0,0,14,1,0,2,1,0,166
12,CĂLĂRAŞI,"ȘCOALA CU CLASELE I-IV VALEA POPII",196,RADOVANU,104751,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:03:28",405,405,0,302,269,0,33,447,145,285,17,3,8,1,5,3,91,4,2,1,8,1,0,3,4,8,143
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV VALEA STANII",165,LUICA,104083,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:05:55",418,418,0,273,244,0,29,460,187,242,31,0,1,0,7,2,30,3,2,0,12,2,0,2,0,4,177
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII",184,"NICOLAE BĂLCESCU",104341,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:58:09",1029,1029,0,793,734,0,59,1134,341,747,46,2,13,1,12,15,71,4,1,0,40,5,0,3,4,6,570
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII LUICA",164,LUICA,104083,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:26:41",1184,1184,0,702,674,0,28,1301,599,631,71,0,8,3,13,0,80,8,1,1,40,4,0,5,5,14,449
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.1",92,CHIRNOGI,101804,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:49:02",1596,1596,0,765,748,0,17,1757,992,625,140,5,6,4,5,12,134,8,1,2,42,4,2,1,5,5,389
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.2",93,CHIRNOGI,101804,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:17:46",1417,1417,0,781,768,0,13,1566,785,730,51,4,22,9,1,5,124,5,0,1,35,4,2,8,9,11,490
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.2",94,CHIRNOGI,101804,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:48:26",1563,1563,0,862,857,0,5,1716,854,797,65,3,8,3,5,4,104,11,2,2,37,2,4,18,9,12,573
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.3",95,CHIRNOGI,101804,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:58:43",1101,1101,0,602,588,0,14,1216,614,552,50,3,12,3,10,5,79,7,0,4,17,0,2,8,6,17,379
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII ULMU",221,ULMU,94606,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:04:58",585,585,0,471,407,0,64,642,171,451,20,2,11,1,1,0,20,2,0,0,4,2,1,6,4,7,390
12,CĂLĂRAŞI,"SCOALA CU CLS. I-IV",78,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:02:32",344,344,0,236,218,0,18,386,150,225,11,1,4,0,2,0,77,1,1,0,22,0,0,3,4,3,107
12,CĂLĂRAŞI,"SCOALA CU CLS. I-IV",80,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:09:58",1073,1073,0,504,485,0,19,1200,696,450,54,2,8,3,0,10,150,5,0,0,36,3,0,1,3,4,225
12,CĂLĂRAŞI,"ŞCOALA CU CLS I-IV ”CONSTANTIN DECULESCU”",63,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:44:28",1699,1699,0,702,688,0,14,1874,1172,668,34,6,51,4,15,5,60,8,3,3,32,0,2,11,8,8,452
12,CĂLĂRAŞI,"SCOALA CU CLS. I-IV-DEAL",199,ROSEŢI,94312,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:18:19",1848,1848,0,1122,1078,0,44,2029,907,1017,105,2,37,9,9,13,62,12,1,1,84,8,5,8,7,23,736
12,CĂLĂRAŞI,"SCOALA CU CLS. I-VIII",79,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:13",683,683,0,329,314,0,15,853,524,304,25,2,10,2,4,3,106,3,1,0,23,0,0,0,2,6,142
12,CĂLĂRAŞI,"ŞCOALA DIN SATUL BOŞNEAGU",122,DOROBANŢU,93441,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:25:19",270,270,0,212,177,0,35,299,87,203,9,1,4,0,1,3,11,3,0,0,12,0,0,1,2,3,162
12,CĂLĂRAŞI,"SCOALA GENERALA CU CLS I-IV-SECTOR",197,ROSEŢI,94312,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:58:33",1956,1956,0,1057,1040,0,17,2146,1089,942,115,4,14,6,7,19,72,6,1,1,78,7,3,7,2,10,705
12,CĂLĂRAŞI,"SCOALA GENERALA NR.1",178,MODELU,92587,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:39:28",1620,1620,0,875,860,0,15,1781,906,817,58,4,12,1,11,7,111,20,1,1,53,6,1,7,9,11,562
12,CĂLĂRAŞI,"SCOALA GENERALA NR.1",179,MODELU,92587,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:04:18",1713,1713,0,909,897,0,12,1882,973,829,80,5,17,11,15,2,133,5,4,6,44,1,4,8,4,8,562
12,CĂLĂRAŞI,"SCOALA GENERALA NR.1",177,MODELU,92587,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:26:25",1569,1569,0,867,861,0,6,1727,860,829,38,2,21,6,7,8,133,18,2,1,50,5,2,16,16,6,536
12,CĂLĂRAŞI,"ȘCOALA GENERALA NR.1",204,SOHATU,105222,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:25:10",1121,1121,0,789,741,0,48,1228,439,670,119,1,11,9,3,5,49,9,2,0,40,7,0,4,14,8,508
12,CĂLĂRAŞI,"SCOALA GENERALA NR 1.FRUMUSANI",135,FRUMUŞANI,102945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:59:31",947,947,0,448,398,0,50,1037,589,416,32,2,8,5,9,2,156,11,0,1,19,6,4,2,2,9,180
12,CĂLĂRAŞI,"SCOALA GENERALA NR 1.FRUMUSANI",136,FRUMUŞANI,102945,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:56:52",1037,1037,0,698,654,0,44,1142,444,640,58,1,5,1,32,4,215,5,0,1,19,5,5,3,3,7,334
12,CĂLĂRAŞI,"SCOALA GENERALA NR.2",180,MODELU,92587,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:33:58",1575,1575,0,870,865,0,5,1735,865,819,51,3,18,7,10,8,130,20,1,6,50,0,1,9,8,12,536
12,CĂLĂRAŞI,"ȘCOALA GENERALA NR.2",205,SOHATU,105222,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 13:25:02",676,676,0,538,482,0,56,749,211,488,50,4,4,2,4,3,32,1,2,1,18,8,0,2,2,3,402
12,CĂLĂRAŞI,"SCOALA GENERALA ORASTI",137,FRUMUŞANI,102945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:22:34",691,691,0,457,433,0,24,763,306,423,34,1,9,1,17,2,134,6,1,1,21,3,1,4,8,4,210
12,CĂLĂRAŞI,"SCOALA GENERALA PASAREA",138,FRUMUŞANI,102945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:06:58",591,591,0,431,380,0,51,651,220,407,24,1,4,4,6,5,57,4,0,1,19,1,1,0,5,13,286
12,CĂLĂRAŞI,"SCOALA GENERALA SILISTEA",227,"VALEA ARGOVEI",105712,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:18:16",511,511,0,371,332,0,39,562,193,339,30,0,5,2,4,2,96,3,1,0,24,3,3,0,1,2,193
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA CAROL I CALARASI",2,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:57:17",614,614,0,319,302,0,17,677,358,310,9,3,45,3,7,4,39,15,2,2,11,2,2,15,7,7,146
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA CAROL I CALARASI",1,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:26:53",1345,1345,0,642,624,0,18,1482,840,616,26,5,75,4,4,1,105,18,5,4,29,4,8,26,21,18,289
12,CĂLĂRAŞI,"SCOALA GIMNAZIALĂ ” CAROL I” CĂLĂRAŞI",7,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:09:50",1359,1359,0,516,504,0,12,1490,986,493,11,3,34,6,11,2,106,19,4,2,25,5,4,14,10,7,241
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN TEODORESCU” ŞOLDANU",210,ŞOLDANU,105384,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:39:52",1692,1692,0,1194,1125,0,69,1866,672,1097,97,6,14,8,10,11,82,26,3,0,32,6,9,12,8,14,856
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA C-TIN BRÂNCOVEANU",45,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:42:49",1240,1240,0,588,580,0,8,1368,781,554,33,6,35,3,12,9,135,18,2,1,35,2,5,5,8,13,265
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA C-TIN BRÂNCOVEANU",46,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:55:56",1038,1038,0,463,426,0,37,1147,684,445,18,2,30,0,8,3,89,15,4,0,25,5,0,6,17,11,230
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA C-TIN BRÂNCOVEANU",47,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:45:21",1154,1154,0,542,537,0,5,1278,736,516,26,1,34,2,9,10,129,12,5,1,36,3,2,11,13,9,239
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE ION GHICA ”",193,RADOVANU,104751,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:32:37",886,886,0,662,631,0,31,976,314,629,33,1,20,2,5,3,202,4,3,1,26,2,0,4,1,12,343
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE ION GHICA ”",194,RADOVANU,104751,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:53:19",813,813,0,677,614,0,63,900,286,591,23,2,9,3,3,0,154,4,2,2,21,7,0,1,3,6,374
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA DRAGOS MARIN",212,"ŞTEFAN CEL MARE",94562,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:58:12",1535,1535,0,808,801,0,7,1694,886,770,38,2,17,7,2,3,139,16,2,1,38,2,2,4,4,15,516
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA DRAGOS MARIN",213,"ŞTEFAN CEL MARE",94562,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:54:34",1125,1125,0,618,595,0,23,1241,623,587,30,5,11,1,4,5,90,14,0,2,49,2,2,2,2,10,388
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA FLORENTA ALBU VILCELELE",232,VÂLCELELE,94731,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:09:54",872,872,0,472,450,0,22,963,491,457,15,2,5,1,9,4,34,7,2,1,29,1,0,1,3,4,354
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GHEORGHE MANU",67,"ORAŞ BUDEŞTI",101458,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:40:11",1962,1962,0,1094,1070,0,24,2160,1066,994,100,7,78,10,10,9,102,4,0,0,32,17,6,16,4,13,686
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GHEORGHE MANU",66,"ORAŞ BUDEŞTI",101458,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:05:43",1891,1891,0,1024,995,0,29,2080,1050,871,153,2,57,12,12,16,74,2,0,0,20,16,4,0,4,3,649
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GRIGORE MOISIL",218,ULMENI,105605,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:18:48",1166,1166,0,770,731,0,39,1300,530,717,53,4,23,3,5,10,55,17,0,0,33,3,5,3,0,15,541
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA IANCU ROSETTI-CENTRU",198,ROSEŢI,94312,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:49:36",1243,1243,0,768,746,0,22,1378,610,719,49,3,38,3,4,6,76,5,2,3,28,4,6,6,8,9,518
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIHAI VITEAZUL CALARASI",17,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:02:36",1105,1105,0,460,450,0,10,1211,748,432,28,1,41,0,15,3,90,19,4,1,20,1,3,9,8,6,211
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIHAI VITEAZUL CALARASI",19,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:06:51",673,673,0,283,274,0,9,742,459,276,7,1,23,4,4,3,45,5,1,2,13,0,3,9,4,4,155
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIHAI VITEAZUL CALARASI",16,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:30:11",1268,1268,0,596,588,0,8,1393,798,572,23,4,58,2,13,5,97,23,6,3,33,1,5,8,15,26,273
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIHAI VITEAZUL CALARASI",18,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:11:54",1279,1279,0,527,520,0,7,1411,884,507,20,6,45,4,15,4,87,9,6,0,16,3,3,13,17,13,266
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”MIRCEA ELIADE” - SALA DE SPORT",64,"MUNICIPIUL OLTENIŢA",100610,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:35:10",1195,1195,0,574,558,0,16,1317,743,553,21,2,23,1,9,2,58,23,2,5,36,5,6,11,6,16,348
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA MIRCEA NEDELCIU",73,"ORAŞ FUNDULEA",103032,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:19:30",1023,1023,0,718,676,0,42,1118,400,693,25,3,22,6,1,2,50,16,1,1,31,0,0,5,7,7,541
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIRCEA VODĂ",39,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:58:56",1031,1031,0,500,491,0,9,1134,634,480,20,4,25,3,11,3,110,13,2,1,18,4,2,10,10,14,250
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIRCEA VODĂ",36,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:02:51",1200,1200,0,584,576,0,8,1317,733,559,25,3,53,1,7,2,98,23,7,1,25,3,4,19,10,14,289
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIRCEA VODĂ",38,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:58:45",1492,1492,0,703,695,0,8,1648,945,676,27,9,62,3,21,8,122,14,3,3,39,3,5,24,20,23,317
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIRCEA VODĂ",37,"MUNICIPIUL CĂLĂRAŞI",92569,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:19:22",1122,1122,0,579,564,0,15,1234,655,541,37,0,28,5,11,2,133,20,7,0,34,3,2,8,8,13,267
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA ”NICOLAE PETRESCU”",104,CRIVĂŢ,180055,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:09:06",770,770,0,572,525,0,47,851,279,517,55,2,64,3,2,2,46,4,3,0,31,4,1,3,13,9,330
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA ”NICOLAE PETRESCU”",103,CRIVĂŢ,180055,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:35:58",761,761,0,585,533,0,52,839,254,541,44,2,68,4,2,6,67,8,1,1,38,0,1,3,8,14,318
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1",182,NANA,104323,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 09:48:25",808,808,0,549,469,0,80,891,342,494,55,0,121,1,2,4,46,9,2,1,16,0,1,3,7,10,271
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1",183,NANA,104323,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 09:13:36",924,924,0,677,605,0,72,1020,343,618,59,2,116,4,2,7,62,16,0,1,24,5,1,2,4,10,362
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1",159,JEGĂLIA,93815,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:35:33",1514,1514,0,876,849,0,27,1668,792,814,62,4,17,5,10,7,109,16,0,0,40,12,0,4,10,9,571
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1",216,"TĂMĂDĂU MARE",105455,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:28:53",1222,1222,0,848,787,0,61,1349,501,791,57,1,10,4,6,8,93,3,1,0,32,5,1,12,2,8,605
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1",97,CHISELET,101822,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:38:38",1334,1334,0,773,742,0,31,1469,696,705,68,5,12,9,4,1,68,13,2,0,19,3,0,2,3,9,555
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1",96,CHISELET,101822,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:11:39",523,523,0,315,289,0,26,573,258,288,27,2,5,3,11,3,18,4,2,0,12,2,0,2,3,8,213
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1APROZI",68,"ORAŞ BUDEŞTI",101458,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:21:46",785,785,0,481,470,0,11,864,383,423,58,3,64,5,4,3,41,3,0,0,20,8,6,4,3,6,253
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 BELCIUGATELE",84,BELCIUGATELE,101083,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:08:14",1243,1243,0,1051,887,0,164,1306,261,979,66,1,19,1,132,7,69,20,3,0,28,2,6,12,2,21,656
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 CĂSCIOARELE",91,CĂSCIOARELE,101724,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:21:59",1336,1336,0,1129,1053,0,76,1472,343,1069,60,1,28,2,6,6,113,18,0,0,64,2,1,5,4,19,800
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1, CORP A",105,CURCANI,102419,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:55:39",741,741,0,473,449,0,24,741,268,442,31,1,3,0,0,2,61,10,0,1,38,8,5,2,5,11,295
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1, CORP B",106,CURCANI,102419,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:37:58",593,593,0,395,379,0,16,614,219,374,21,0,10,6,5,3,47,6,0,0,20,1,0,9,7,3,257
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1, CORP C",107,CURCANI,102419,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:37:28",1407,1407,0,944,931,0,13,1475,531,816,128,2,0,16,0,0,88,5,1,1,8,4,1,0,2,2,686
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR.1 CUZA VODĂ",111,"CUZA VODĂ",93281,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:58:10",1784,1784,0,1160,1096,0,64,1960,800,1092,68,2,22,5,10,12,111,18,1,3,66,9,3,10,9,19,792
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 DÎLGA GARĂ",118,"DOR MĂRUNT",93370,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:00:52",1072,1072,0,650,635,0,15,1182,532,610,40,5,8,0,2,3,59,3,0,0,14,4,3,6,1,3,499
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 DOR MĂRUNT SAT",116,"DOR MĂRUNT",93370,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:26:18",1377,1377,0,811,773,0,38,1468,657,753,58,2,12,2,6,6,109,7,0,3,36,1,1,3,1,5,559
