precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA AUR-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL PATRIOȚILOR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"AGENŢIA JUDEŢEANĂ PENTRU PLĂŢI ŞI INSPECŢIE SOCIALĂ",33,"MUNICIPIUL FOCŞANI",174744,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 21:49:00",1384,1384,0,550,539,0,11,1528,976,522,28,10,30,72,2,3,14,23,2,0,6,0,21,246,11,23,59
41,VRANCEA,"AȘEZĂMÂNT CULTURAL",344,VINTILEASCA,178475,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:24:54",591,591,0,387,347,0,40,652,265,350,37,1,11,42,1,3,3,3,0,1,1,0,1,260,6,7,10
41,VRANCEA,"ATENEUL POPULAR „MAIOR GHEORGHE PASTIA” FOCȘANI",3,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:22:50",1397,1397,0,663,621,0,42,1536,873,631,32,4,28,81,2,1,11,19,6,9,3,3,34,307,15,23,85
41,VRANCEA,"BIBLIOTECA ORĂȘENEASCĂ ”ANA GEORGESCU”",85,"ORAŞ ODOBEŞTI",175019,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:03:18",1460,1460,0,764,746,0,18,1615,851,726,38,3,30,104,7,10,11,14,4,2,1,13,13,462,1,13,38
41,VRANCEA,"CAMIN CULTURAL",119,BROŞTENI,175466,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:27:25",1361,1361,0,814,802,0,12,1501,687,748,66,1,27,116,3,1,5,13,6,12,2,4,5,507,8,19,19
41,VRANCEA,"CAMIN CULTURAL",291,STRĂOANE,177799,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:40:07",766,766,0,429,421,0,8,840,411,414,15,2,14,91,2,1,2,7,1,5,1,2,7,225,2,12,40
41,VRANCEA,"CĂMIN CULTURAL",128,CÂRLIGELE,175732,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:53:42",1108,1108,0,579,543,0,36,1217,638,546,33,0,27,92,0,0,1,6,24,1,4,6,6,344,10,6,19
41,VRANCEA,"CĂMIN CULTURAL",107,BILIEŞTI,178929,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:40:02",1053,1053,0,621,594,0,27,1158,537,588,33,3,35,52,4,1,1,6,0,7,0,2,11,428,7,10,21
41,VRANCEA,"CĂMIN CULTURAL",106,BILIEŞTI,178929,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:34:06",999,999,0,595,563,0,32,1109,514,562,33,0,14,57,2,3,1,12,6,6,3,1,3,404,3,14,33
41,VRANCEA,"CAMIN CULTURAL CALIENII-VECHI",224,NĂNEŞTI,176855,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:11:47",507,507,0,278,239,0,39,556,278,252,26,0,6,25,0,1,0,0,1,1,0,1,2,188,3,1,23
41,VRANCEA,"CAMIN CULTURAL CIORASTI",136,CIORĂŞTI,175590,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:40:11",654,654,0,353,317,0,36,716,363,311,42,5,18,47,0,1,2,3,1,2,1,2,0,220,1,3,5
41,VRANCEA,"CAMIN CULTURAL DUMBRAVENI",152,DUMBRĂVENI,175938,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:42:09",1654,1654,0,933,903,0,30,1817,884,855,78,2,58,132,2,1,4,19,4,13,5,5,9,531,10,29,31
41,VRANCEA,"CĂMIN CULTURAL FARAOANELE",333,VÂRTEŞCOIU,178689,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:12:55",974,974,0,568,553,0,15,1071,503,529,39,1,31,38,2,0,2,9,4,3,1,1,9,404,6,6,12
41,VRANCEA,"CĂMIN CULTURAL GOLEŞTI",176,GOLEŞTI,174824,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:19:10",1618,1618,0,780,768,0,12,1786,1006,754,26,5,44,139,6,5,11,15,1,4,6,2,18,392,18,17,71
41,VRANCEA,"CAMIN CULTURAL NANESTI",222,NĂNEŞTI,176855,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:42:08",975,975,0,587,514,0,73,1080,493,551,36,0,15,68,2,2,1,4,0,6,0,9,7,398,5,6,28
41,VRANCEA,"CĂMIN CULTURAL NEICU",99,"ORAŞ PANCIU",175055,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:24:46",498,498,0,255,241,0,14,553,298,230,25,1,14,37,1,2,1,4,0,1,2,1,3,131,3,7,22
41,VRANCEA,"CAMIN CULTURAL PĂULEȘTI",236,PĂULEŞTI,178910,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 16:30:06",581,581,0,382,364,0,18,642,260,344,38,1,11,29,1,3,5,11,1,3,5,2,1,218,4,4,45
41,VRANCEA,"CAMIN CULTURAL PAUNESTI",242,PĂUNEŞTI,177236,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:51:56",1073,1073,0,472,458,0,14,1170,698,419,53,0,22,67,2,1,52,12,4,2,1,0,11,200,8,11,26
41,VRANCEA,"CAMIN CULTURAL POIANA CRISTEI, PRIMARIA COMUNEI POIANA CRISTEI",247,"POIANA CRISTEI",177263,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:43:36",934,934,0,638,626,0,12,1025,387,535,103,0,25,81,0,0,0,11,2,3,3,0,0,318,0,8,84
41,VRANCEA,"CAMIN CULTURAL PRAHUDA",235,PALTIN,177101,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:55:04",419,419,0,265,261,0,4,458,193,245,20,0,9,32,0,0,0,3,0,1,1,1,0,192,0,3,3
41,VRANCEA,"CAMIN CULTURAL(SALA FESTIVITATI)",105,BÂRSEŞTI,175224,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 21:41:19",1103,1103,0,783,690,0,93,1218,435,743,40,1,17,107,2,0,2,16,1,6,1,4,2,544,6,12,22
41,VRANCEA,"CĂMIN CULTURAL SAT SPINEȘTI",357,VRÂNCIOAIA,178750,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:04:16",595,595,0,339,308,0,31,657,318,300,39,2,11,19,0,0,2,3,0,2,2,4,3,237,1,2,12
41,VRANCEA,"CĂMIN CULTURAL TĂTĂRANU",300,TĂTĂRANU,177986,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:35:31",1105,1105,0,568,549,0,19,1218,650,519,49,1,18,51,1,1,7,2,0,3,1,2,2,378,5,7,40
41,VRANCEA,"CĂMIN CULTURAL VERDEA",262,RĂCOASA,177405,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:58:35",551,551,0,348,331,0,17,607,259,307,41,0,15,100,2,0,1,2,1,2,0,0,1,169,4,0,10
41,VRANCEA,"CAMIN CULTURAL VIRTESCOIU",331,VÂRTEŞCOIU,178689,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:04:59",1271,1271,0,669,656,0,13,1401,732,626,43,2,44,88,1,3,5,18,1,13,3,1,9,381,15,12,30
41,VRANCEA,"CAMINUL CULTURAL",117,BORDEŞTI,175439,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-17 21:22:27",960,960,0,594,539,0,55,1049,455,531,63,2,21,60,0,0,4,10,0,3,1,3,6,331,6,7,77
41,VRANCEA,"CAMINUL CULTURAL",190,HOMOCEA,176445,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:55:14",1676,1676,0,469,458,0,11,1841,1372,436,33,0,54,37,0,0,12,2,2,7,0,6,0,309,2,1,4
41,VRANCEA,"CAMINUL CULTURAL",194,HOMOCEA,176445,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:06:09",992,992,0,513,508,0,5,1092,579,468,45,0,64,50,0,0,14,7,2,7,2,3,5,298,2,5,9
41,VRANCEA,"CĂMINUL CULTURAL",283,"SLOBOZIA CIORĂŞTI",177726,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:16:44",1056,1056,0,568,549,0,19,1163,595,529,39,4,51,86,4,1,2,1,2,8,4,2,5,332,3,6,18
41,VRANCEA,"CĂMINUL CULTURAL BOGZA",274,SIHLEA,177600,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:27:21",660,660,0,310,276,0,34,725,415,290,20,2,8,33,1,3,0,1,2,6,0,2,1,214,1,3,13
41,VRANCEA,"CAMINUL CULTURAL BUDESTI",149,COTEŞTI,175885,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:31:18",1469,1469,0,844,800,0,44,1625,781,803,41,4,37,176,5,5,2,14,5,5,3,6,11,332,7,14,177
41,VRANCEA,"CĂMINUL CULTURAL CÂNDEȘTI",153,DUMBRĂVENI,175938,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:35",1132,1132,0,657,614,0,43,1240,583,623,34,5,61,89,2,3,4,14,6,7,4,3,6,391,9,5,14
41,VRANCEA,"CĂMINUL CULTURAL ”DIMITRIE CANTEMIR”",210,MERA,176686,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 09:10:42",1057,1057,0,687,653,0,34,959,272,637,50,1,42,84,0,0,6,4,4,5,0,2,1,459,7,7,15
41,VRANCEA,"CĂMINUL CULTURAL HĂULIȘCA",238,PĂULEŞTI,178910,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 16:28:35",521,521,0,332,318,0,14,574,242,308,23,1,9,58,0,0,8,1,2,2,0,2,1,209,1,6,8
41,VRANCEA,"CĂMINUL CULTURAL „NICOLAE CIORĂSCU” GUGEŞTI",180,GUGEŞTI,176301,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:23:19",1579,1579,0,705,672,0,33,1741,1036,665,40,3,32,102,4,2,4,12,7,5,0,7,5,431,9,8,34
41,VRANCEA,"CĂMINUL CULTURAL RĂCOASA",258,RĂCOASA,177405,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 08:51:38",897,897,0,476,460,0,16,985,510,443,32,2,16,109,2,0,2,3,0,0,2,3,2,268,2,15,17
41,VRANCEA,"CAMINUL CULTURAL STRAOANE DE JOS",289,STRĂOANE,177799,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:13:06",1097,1097,0,562,553,0,9,1216,654,536,26,3,32,89,1,1,2,9,2,1,1,5,6,339,8,5,32
41,VRANCEA,"CAMINUL CULTURAL STRAOANE DE SUS",290,STRĂOANE,177799,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:00:08",702,702,0,371,357,0,14,777,406,355,16,3,9,100,2,2,2,9,2,5,2,0,4,184,0,6,25
41,VRANCEA,"CĂMINUL CULTURAL VASILE ȚIROIU BOLOTEȘTI",111,BOLOTEŞTI,175368,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:27:42",596,596,0,311,294,0,17,652,341,292,19,2,12,54,1,0,1,3,3,2,0,4,9,174,1,11,15
41,VRANCEA,"CASA OBŞTII TULNICI",310,TULNICI,178117,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:14:48",1140,1140,0,593,560,0,33,1261,668,536,57,2,22,74,0,1,1,5,0,1,1,3,8,385,5,16,12
41,VRANCEA,"CASA OBŞTII TULNICI",309,TULNICI,178117,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:40:13",1138,1138,0,606,579,0,27,1259,653,542,64,3,29,48,0,1,0,13,0,3,1,2,4,421,2,5,10
41,VRANCEA,"CASA PRAZNICALĂ CIOLĂNEȘTI",168,FITIONEŞTI,176150,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:07:06",129,129,0,85,72,0,13,141,56,85,0,0,2,18,0,2,0,2,3,0,0,0,1,43,0,1,13
41,VRANCEA,"CASA PRAZNICALĂ FITIONEȘTI",166,FITIONEŞTI,176150,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:26:31",643,643,0,363,347,0,16,707,344,341,22,1,21,54,1,2,7,8,2,2,1,3,6,175,4,5,49
41,VRANCEA,"CASA PRAZNICALĂ GHIMICEȘTI",169,FITIONEŞTI,176150,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:17:17",299,299,0,174,156,0,18,331,157,146,28,5,9,18,3,1,0,7,2,0,0,0,1,59,9,0,32
41,VRANCEA,"CENTRU COMUNITAR MULTIFUNCȚIONAL CORBIȚA",145,CORBIŢA,175787,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 21:27:29",255,255,0,148,144,0,4,280,132,132,16,2,8,10,2,1,0,0,1,1,0,0,0,97,0,2,8
41,VRANCEA,"CENTRU DE ZI, CANTINĂ SOCIALĂ ȘI ÎNGRIJIRE LA DOMICILIU PENTRU PERSOANE VÂRSTNICE",140,CIORĂŞTI,175590,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:50:58",270,270,0,178,167,0,11,296,118,148,30,0,3,31,0,0,1,3,0,0,0,2,1,101,1,1,4
41,VRANCEA,"CENTRUL DE RECUPERARE PENTRU PERSOANE CU HANDICAP",96,"ORAŞ PANCIU",175055,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:35:39",399,399,0,254,239,0,15,442,188,244,10,1,16,63,1,0,0,3,3,6,1,0,4,99,7,4,36
41,VRANCEA,"CENTRU PENTRU EDUCAȚIE TIMPURIE ”LUMEA COPIILOR”",89,"ORAŞ ODOBEŞTI",175019,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:58:43",785,785,0,471,458,0,13,860,389,449,22,3,18,83,2,0,1,11,9,2,5,0,8,246,6,11,44
41,VRANCEA,"COLEGIUL NAŢIONAL ”AL. I. CUZA”",22,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:53:22",838,838,0,398,335,0,63,923,525,380,18,1,15,59,3,3,12,9,3,2,4,2,27,160,15,13,52
41,VRANCEA,"COLEGIUL NAȚIONAL „EMIL BOTTA” - CORP B - SALA DE FESTIVITĂȚI",60,"MUNICIPIUL ADJUD",174860,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 16:03:18",865,865,0,367,348,0,19,953,586,353,14,6,18,59,2,1,11,8,2,4,1,4,8,196,4,7,22
41,VRANCEA,"COLEGIUL NAȚIONAL PEDAGOGIC „SPIRU HARET” FOCȘANI",41,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:20:05",1600,1600,0,760,751,0,9,1765,1005,738,22,7,33,100,6,3,19,30,5,4,6,3,44,344,16,26,92
41,VRANCEA,"COLEGIUL NAŢIONAL ”UNIREA”",30,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:24:26",1083,1083,0,443,409,0,34,1197,754,423,20,1,19,48,2,4,6,16,2,3,0,1,17,216,11,21,56
41,VRANCEA,"COLEGIUL TEHNIC AUTO „TRAIAN VUIA”",8,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:27:57",670,670,0,345,328,0,17,741,396,333,12,6,13,49,1,3,6,5,0,2,3,2,18,150,10,25,40
41,VRANCEA,"COLEGIUL TEHNIC AUTO „TRAIAN VUIA”",9,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:59:48",1035,1035,0,480,472,0,8,1135,655,463,17,0,18,58,1,5,24,19,0,6,2,4,19,230,0,16,61
41,VRANCEA,"COLEGIUL TEHNIC ”EDMOND NICOLAU”",34,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:37:37",1131,1131,0,498,483,0,15,1254,756,491,7,2,24,62,7,7,7,17,3,1,1,1,25,236,17,18,63
41,VRANCEA,"COLEGIUL TEHNIC „GHEORGHE ASACHI” FOCȘANI",23,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:09:01",1335,1335,0,567,556,0,11,1469,902,551,16,2,20,94,4,2,5,13,6,2,5,2,25,241,16,25,89
41,VRANCEA,"COLEGIUL TEHNIC „GHEORGHE ASACHI” FOCȘANI",24,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:59:47",1582,1582,0,632,612,0,20,1747,1115,609,23,3,33,90,4,5,6,14,4,6,7,4,17,297,18,26,75
41,VRANCEA,"COLEGIUL TEHNIC ”GHEORGHE BALŞ” A",69,"MUNICIPIUL ADJUD",174860,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:59:36",1394,1394,0,659,652,0,7,1535,876,620,39,4,38,89,0,4,103,15,3,3,4,3,9,295,7,18,25
41,VRANCEA,"COLEGIUL TEHNIC ”GHEORGHE BALŞ” B",70,"MUNICIPIUL ADJUD",174860,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:27:18",1198,1198,0,512,498,0,14,1319,807,479,33,4,40,79,2,4,70,11,3,6,3,3,8,212,9,7,18
41,VRANCEA,"COLEGIUL TEHNIC „ION MINCU” FOCȘANI",26,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:09:14",937,937,0,417,402,0,15,1037,620,401,16,2,20,51,1,5,5,18,2,2,2,0,21,200,8,11,53
41,VRANCEA,"COLEGIUL TEHNIC „ION MINCU” FOCȘANI",27,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:20:19",853,853,0,360,351,0,9,939,579,347,13,3,19,78,0,1,3,16,1,1,5,3,13,150,7,7,40
41,VRANCEA,"COLEGIUL TEHNIC „ION MINCU” FOCȘANI",25,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:36:43",983,983,0,399,383,0,16,1081,682,373,26,4,20,67,3,0,5,11,0,2,6,2,0,190,10,6,47
41,VRANCEA,"COLEGIUL TEHNIC ”VALERIU D. COTEA”",21,"MUNICIPIUL FOCŞANI",174744,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 09:41:28",1251,1251,0,642,553,0,89,1368,726,622,20,2,36,92,5,3,13,17,3,4,6,3,38,298,11,28,63
41,VRANCEA,"CONSILIUL LOCAL TĂNĂSOAIA",296,TĂNĂSOAIA,177879,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:08:05",698,698,0,449,409,0,40,768,319,422,27,4,18,88,3,4,5,12,4,4,0,7,5,160,3,3,102
41,VRANCEA,"CONSILIUL LOCAL URECHEŞTI",318,URECHEŞTI,178279,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:08:22",1727,1727,0,883,853,0,30,1898,1015,821,62,4,43,142,3,0,7,19,6,12,2,8,8,527,15,10,15
41,VRANCEA,CREȘĂ,172,GAROAFA,176212,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:18:27",580,580,0,299,290,0,9,635,336,274,25,4,0,60,0,0,2,5,6,17,1,1,1,158,3,2,14
41,VRANCEA,"CᾸMIN CULTURAL SLOBOZIA BOTEṢTI",206,MĂICĂNEŞTI,176613,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:09:25",201,201,0,132,103,0,29,222,90,120,12,0,1,9,0,0,2,1,2,0,0,2,0,96,0,0,7
41,VRANCEA,"DIRECŢIA JUDEŢEANĂ A SPORTURILOR VRANCEA",37,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:50:26",1350,1350,0,567,549,0,18,1491,924,546,21,3,28,102,3,3,9,19,6,1,2,2,20,254,14,21,59
41,VRANCEA,"DIRECŢIA SANITAR-VETERINARĂ",55,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:32:02",1812,1812,0,960,829,0,131,1999,1039,918,42,4,50,164,4,6,12,31,4,7,4,0,40,422,26,21,123
41,VRANCEA,"DIRECTIA SILVICĂ VRANCEA",1,"MUNICIPIUL FOCŞANI",174744,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 19:41:51",1310,1310,0,602,576,0,26,1456,854,582,20,4,34,97,3,4,7,16,1,5,5,1,25,283,14,23,60
41,VRANCEA,"DISPENSARUL UMAN MIRCEŞTII VECHI",328,VÂNĂTORI,178607,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:09:36",272,272,0,144,136,0,8,298,154,142,2,0,4,31,0,0,2,3,1,2,0,1,3,72,3,5,15
41,VRANCEA,"FOSTA SCOALA GENERALA BORDEASCA NOUA",301,TĂTĂRANU,177986,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:45:56",320,320,0,170,141,0,29,354,184,155,15,1,5,20,1,0,1,1,1,0,0,0,0,117,0,1,7
41,VRANCEA,"FOSTA SCOALA GENERALA MARTINESTI",304,TĂTĂRANU,177986,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:40:37",504,504,0,265,253,0,12,557,292,245,20,0,16,20,1,0,0,2,0,0,1,3,1,191,1,0,9
41,VRANCEA,"FOSTA SCOALA GENERALA NR. 1 BORDEASCA VECHE",303,TĂTĂRANU,177986,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:19:43",838,838,0,424,403,0,21,922,498,402,22,0,16,44,1,0,5,1,1,1,2,4,5,309,3,1,9
41,VRANCEA,"FOSTA SCOALA PRIMARA VIJIITOAREA",305,TĂTĂRANU,177986,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:06:31",170,170,0,106,88,0,18,186,80,102,4,1,4,8,0,1,2,1,1,1,0,0,0,75,0,2,6
41,VRANCEA,GRĂDINIȚĂ,131,CÂRLIGELE,175732,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:43:36",543,543,0,339,307,0,32,599,260,328,11,2,11,26,2,0,8,0,6,3,1,2,3,243,10,2,9
41,VRANCEA,"GRĂDINIŢA CIORANI",256,PUFEŞTI,177352,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 20:22:46",802,802,0,436,427,0,9,882,446,405,31,0,10,196,0,0,6,13,0,4,1,1,2,142,3,6,21
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL CHIOJDENI",132,CHIOJDENI,175509,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:17:20",506,506,0,330,315,0,15,554,224,308,22,1,3,29,0,0,0,1,0,0,0,6,0,261,2,2,3
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL DUMBRAVA",97,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:12:45",400,400,0,191,184,0,7,438,247,176,15,0,8,32,1,0,0,6,2,2,0,1,4,90,4,1,25
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL GOLOGANU",178,GOLOGANU,178938,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:00:01",1128,1128,0,650,626,0,24,1243,593,615,35,1,20,166,2,1,4,11,1,4,1,1,13,315,5,11,59
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL JILIȘTE",284,"SLOBOZIA CIORĂŞTI",177726,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:55:10",574,574,0,320,299,0,21,633,313,299,21,1,17,57,1,0,4,1,0,1,0,2,0,190,5,9,11
41,VRANCEA,"GRĂDINIŢA CU PROGRAM NORMAL JORĂŞTI",326,VÂNĂTORI,178607,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:41:11",1282,1282,0,661,648,0,13,1411,750,612,49,6,43,141,2,6,8,12,5,7,3,5,12,281,7,11,63
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL LĂMOTEȘTI",215,MILCOVUL,176748,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:35:49",875,875,0,483,483,0,0,963,480,455,28,3,24,62,1,0,2,9,2,5,1,4,8,259,6,5,64
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL MILCOVUL",213,MILCOVUL,176748,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:23",994,994,0,545,533,0,12,1092,547,527,18,1,11,65,0,2,3,13,4,3,4,2,5,328,7,16,63
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL MILCOVUL",214,MILCOVUL,176748,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:16:14",1045,1045,0,553,537,0,16,1147,594,531,22,1,21,89,0,6,2,3,1,6,0,6,3,312,7,9,65
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1",98,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:02:16",688,688,0,373,355,0,18,758,385,354,19,3,23,67,0,1,1,10,0,7,0,1,9,165,1,15,51
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 FITIONEȘTI",167,FITIONEŞTI,176150,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:54:35",506,506,0,297,290,0,7,558,261,279,18,1,15,51,2,1,13,3,2,2,1,2,4,141,2,1,38
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 NĂRUJA",225,NĂRUJA,176891,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 16:24:40",965,965,0,632,602,0,30,1062,430,604,28,1,24,79,3,0,0,13,0,9,1,1,20,437,1,8,7
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 POPEȘTI",253,POPEŞTI,178901,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:20:52",905,905,0,527,516,0,11,994,467,499,28,1,37,149,0,0,2,11,5,10,3,7,5,248,4,10,7
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 SURAIA",295,SURAIA,177842,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:43:20",1571,1571,0,812,770,0,42,1720,908,759,53,2,40,69,1,4,2,8,10,7,1,18,14,504,5,5,69
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 GUGEŞTI",182,GUGEŞTI,176301,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:28:34",868,868,0,405,386,0,19,954,549,383,22,2,25,59,2,0,5,5,4,6,2,1,2,238,5,1,26
