precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢOLE MARIN-PARTIDUL NAȚIONAL LIBERAL-voturi","GÂDEA ADRIAN-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","FLOREA GABRIEL-FLORINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STĂVĂRACHE COSTEL-CONSTANTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MARDALE GEORGE-CĂTĂLIN-PARTIDUL S.O.S. ROMÂNIA-voturi"
36,TELEORMAN,"ŞCOALA CU CLASELE I – VIII DULCEANCA",326,VEDEA,154852,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:55:30",429,420,0,2,7,269,260,0,2,7,266,3,470,201,17,233,2,3,11
36,TELEORMAN,"ŞCOALA CU CLASELE I - VIII SPĂTĂREI",178,FURCULEŞTI,152948,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:43:32",772,716,0,31,25,560,504,0,31,25,541,19,820,259,295,182,37,15,12
36,TELEORMAN,"ȘCOALA DE ȘOFERI AMATORI",33,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:06:21",1418,1403,0,11,4,567,552,0,11,4,509,20,1550,1021,78,323,66,14,28
36,TELEORMAN,"ȘCOALA GENARALĂ NR. 2",312,TROIANUL,154790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:56:31",783,713,0,35,35,527,466,0,35,26,456,71,825,298,51,250,45,84,26
36,TELEORMAN,"ȘCOALA GENERALĂ",314,TROIANUL,154790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:54:10",162,143,0,13,6,109,90,0,13,6,96,13,160,51,4,73,7,9,3
36,TELEORMAN,"ŞCOALA GENERALĂ MOLDOVENI",187,ISLAZ,151736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:18",698,681,0,7,10,422,405,0,7,10,409,13,750,326,120,228,16,27,18
36,TELEORMAN,"ŞCOALA GENERALA NR. 3 CIOLĂNEŞTII DIN VALE",140,CIOLĂNEŞTI,152528,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:47:09",477,442,0,6,29,283,248,0,6,29,278,5,490,207,77,150,37,8,6
36,TELEORMAN,"ȘCOALA GENERALĂ POENI",246,POENI,153696,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:52:12",1153,1109,0,33,11,822,778,0,33,11,792,30,1220,398,140,423,195,20,14
36,TELEORMAN,"ȘCOALA GENERALĂ POROSCHIA",251,POROSCHIA,151834,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:13",1404,1384,0,20,0,967,947,0,20,0,908,59,1520,553,48,598,183,47,32
36,TELEORMAN,"ȘCOALA GENERALĂ PREAJBA",248,POENI,153696,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:32:23",325,310,0,11,4,263,248,0,11,4,246,17,340,77,136,64,30,6,10
36,TELEORMAN,"ȘCOALA GENERALĂ RĂDOIEȘTI CETATEA",257,RĂDOIEŞTI,153865,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:25:06",288,258,0,13,17,176,146,0,13,17,169,7,300,124,27,131,7,4,0
36,TELEORMAN,"ȘCOALA GENERALĂ VĂTAȘI",249,POENI,153696,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:20:03",435,412,0,16,7,332,309,0,16,7,318,14,450,118,231,40,39,2,6
36,TELEORMAN,"ȘCOALĂ GIMNAZIALĂ",328,VIIŞOARA,154914,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:42:17",655,585,0,30,40,523,453,0,30,40,502,21,690,167,324,127,39,3,9
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU COLFESCU”",27,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:29",1228,1224,0,4,0,520,516,0,4,0,510,10,1390,870,126,256,59,38,31
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU COLFESCU”",30,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:57",1319,1311,2,6,0,590,582,2,6,0,574,16,1450,860,131,272,93,48,30
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU COLFESCU”",28,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:29:03",1274,1268,0,5,1,472,466,0,5,1,472,0,1460,988,108,264,58,29,13
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU COLFESCU”",29,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:53:08",1251,1238,2,6,5,558,547,0,6,5,534,14,1420,862,108,300,64,41,21
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU DEPĂRĂŢEANU”",47,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:26",1021,1009,0,7,5,449,437,0,7,5,427,22,1110,661,55,154,50,158,10
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU DEPĂRĂŢEANU”",46,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:03",1296,1289,0,3,4,396,389,0,3,4,369,24,1420,1010,23,175,52,104,15
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU DEPĂRĂŢEANU”",45,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:28:36",1232,1213,0,2,17,495,476,0,2,17,459,36,1350,855,37,263,43,103,13
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ANTONEŞTI",125,CĂLINEŞTI,152350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:12",256,186,0,44,26,221,151,0,44,26,216,5,230,9,121,85,6,1,3
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ BĂBĂIŢA",94,BĂBĂIŢA,152038,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:37:22",1373,1307,0,5,61,995,929,0,5,61,980,15,1510,515,200,679,75,7,19
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ BOGDANA",104,BOGDANA,152127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:53:34",737,683,0,28,26,737,683,0,28,26,537,36,740,167,218,269,23,11,16
36,TELEORMAN,"SCOALA GIMNAZIALA BRANCENI",116,BRÂNCENI,152252,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:01",1093,1026,0,22,45,784,717,0,22,45,751,33,1130,312,63,542,100,22,24
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ BUZESCU",123,BUZESCU,152332,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:55",1201,1119,0,29,53,769,691,0,29,49,752,17,1230,461,210,484,35,12,11
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CĂLINEȘTI",124,CĂLINEŞTI,152350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:46:10",1181,1079,0,79,23,913,811,0,79,23,879,34,1200,287,530,329,5,6,9
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ CĂLMĂŢUIU (FOST LOCAL AL ȘCOLII CU CLASELE I-IV)",128,CĂLMĂŢUIU,152412,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:21",478,427,0,19,32,338,287,0,19,32,329,9,500,162,9,278,27,6,9
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ CĂLMĂȚUIU ( FOST LOCAL AL ȘCOLII CU CLASELE I-IV )",129,CĂLMĂŢUIU,152412,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:34:39",215,201,0,6,8,159,145,0,6,8,156,3,230,71,11,107,33,4,1
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ CĂLMĂȚUIU ( FOST LOCAL AL ȘCOLII NICOLAE BĂLCESCU )",131,CĂLMĂŢUIU,152412,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:26",465,420,0,22,23,309,264,0,22,23,298,11,460,151,11,200,76,5,6
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CERVENIA",135,CERVENIA,152500,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:29:41",1214,1182,4,8,20,740,712,0,8,20,704,36,1330,590,33,368,262,12,29
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CERVENIA",136,CERVENIA,152500,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:05:20",1045,1017,1,10,17,601,574,0,10,17,562,39,1120,519,48,260,226,11,17
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ COMUNA TALPA",299,TALPA,154521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:21",751,568,0,96,87,666,483,0,96,87,656,10,720,54,416,194,23,4,19
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ COPĂCEANCA",126,CĂLINEŞTI,152350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:27",750,671,0,53,26,550,471,0,53,26,533,17,730,180,279,220,14,13,7
36,TELEORMAN,"SCOALA GIMNAZIALĂ CU CLASELE I-VIII MERENII DE JOS",208,MERENI,153295,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:10",1214,1178,0,5,31,778,742,0,5,31,750,28,1290,512,644,32,65,2,7
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII, NR. 2",74,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:56:29",1611,1584,2,25,0,1112,1087,0,25,0,1076,36,1790,678,365,441,141,88,41
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”DAN BERINDEI”",37,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:39:54",1123,1100,1,6,16,474,452,0,6,16,448,16,1210,745,29,235,46,120,18
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ DRĂCŞANI",163,DRĂCŞENEI,152797,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:59",298,261,0,5,32,224,187,0,5,32,211,13,320,96,14,173,14,7,3
36,TELEORMAN,"ŞCOALA GİMNAZİALĂ DRĂGĂNEŞTİ DE VEDE",165,"DRĂGĂNEŞTI DE VEDE",152868,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:54:09",1168,1088,0,34,46,814,734,0,34,46,788,26,1190,376,262,425,48,31,22
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ DRĂGĂNEŞTI VLAŞCA",168,DRĂGĂNEŞTI-VLAŞCA,152902,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:32",1101,982,1,67,51,564,446,0,67,51,559,1,1080,516,3,529,15,9,3
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ FÂNTÂNELE",171,FÂNTÂNELE,155118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:40:59",1302,1157,2,93,50,985,842,0,93,50,966,19,1270,285,249,609,65,18,25
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ FURCULEŞTI",177,FURCULEŞTI,152948,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:25:54",1387,1293,0,45,49,676,582,0,45,49,638,38,1470,794,163,398,54,14,9
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”GALA GALACTION”",41,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:07",1030,1025,0,2,3,375,370,0,2,3,362,13,1130,755,29,176,53,93,11
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”GALA GALACTION”",42,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:33",1092,1082,0,3,7,327,317,0,3,7,297,30,1200,873,26,161,37,64,9
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ GĂLĂTENI",181,GĂLĂTENI,153026,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:02:03",716,658,0,58,0,564,506,0,58,0,542,22,730,166,277,212,30,4,19
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ GRATIA",183,GRATIA,153062,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:54:18",1076,1015,0,34,27,721,660,0,34,27,697,24,1150,429,89,534,32,26,16
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”GRIGORE DIMITRIE GHICA” PERETU",229,PERETU,153543,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:02",930,919,0,8,3,577,566,0,8,3,552,25,1010,426,251,243,27,14,17
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”GRIGORE DIMITRIE GHICA” PERETU",230,PERETU,153543,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:23:38",1094,1081,0,12,1,664,651,0,12,1,642,22,1200,536,169,374,61,18,20
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”I.GH.DUCA”",317,ŢIGĂNEŞTI,154834,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:47",1441,1402,0,1,38,817,778,0,1,38,795,22,1540,723,57,627,72,20,19
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ION PREOTU”",311,TROIANUL,154790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:48:17",1217,1149,0,39,29,894,828,0,39,27,689,77,1295,529,59,382,84,120,44
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ LICURICIU",127,CĂLINEŞTI,152350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:02",450,349,0,72,29,351,250,0,72,29,341,10,380,29,209,110,14,3,5
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ LIȚA",192,LIŢA,151763,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:43:29",1021,984,0,8,29,695,658,0,8,29,664,31,1084,385,120,472,34,23,15
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MAVRODIN",198,MAVRODIN,153204,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:11:37",908,872,0,27,9,685,649,0,27,9,653,32,950,265,295,300,30,13,15
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MAVRODIN",197,MAVRODIN,153204,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:43:31",1080,1020,0,23,37,750,690,0,23,37,711,39,1120,370,416,241,33,14,7
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MERIŞANI",95,BĂBĂIŢA,152038,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:11:24",821,768,0,18,35,627,574,0,18,35,607,20,890,263,184,376,34,3,10
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",21,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:29",994,987,0,5,2,446,439,0,5,2,426,20,1120,674,87,227,57,41,14
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",20,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:49",1286,1266,4,13,3,539,523,0,13,3,518,21,1395,856,128,270,55,42,23
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRÂN”",67,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:03:41",1418,1409,0,8,1,640,631,0,8,1,618,22,1550,910,92,389,65,56,16
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRÂN”",66,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:33",1058,1042,0,9,7,418,402,0,9,7,398,20,1160,742,75,237,46,23,17
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”MIRON RADU PARASCHIVESCU”",87,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:10",1423,1407,0,13,3,588,572,0,13,3,569,19,1550,962,117,321,74,36,21
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ MOŞTENI",211,MOŞTENI,153384,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:43",499,449,0,21,29,383,333,0,21,29,375,8,530,147,65,287,17,0,6
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ MOȘTENI",210,MOŞTENI,153384,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:49:14",641,576,0,41,24,494,429,0,41,24,483,11,670,176,70,364,26,14,9
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NANOV",212,NANOV,151816,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:19:30",1729,1652,0,60,17,1137,1060,0,60,17,1113,24,1810,673,546,443,67,23,34
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NĂSTURELU",214,NĂSTURELU,153400,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:42",1183,1166,0,11,6,799,782,0,11,6,752,47,1310,511,236,437,61,5,13
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NENCIULEȘTI",218,NENCIULEŞTI,154996,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:07",659,626,0,15,18,363,330,0,15,18,338,24,690,328,88,212,26,5,7
36,TELEORMAN,"SCOALA GIMNAZIALA NR.1",201,MĂLDĂENI,153277,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:11:39",1122,1076,0,9,37,655,609,0,9,37,618,29,1230,583,87,383,91,41,16
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.1",156,DOBROTEŞTI,152760,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:23",1287,1237,0,26,24,726,676,0,26,24,695,31,1360,634,48,513,61,50,23
36,TELEORMAN,"ŞCOALA GIMNAZIALA NR.1 BLEJEŞTI",100,BLEJEŞTI,152083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:28:29",980,972,0,5,3,599,591,0,5,3,576,23,1070,471,34,433,62,17,30
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 CĂLUGĂRU",108,BOTOROAGA,152172,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:14",661,611,1,22,27,463,413,1,22,27,459,4,670,207,244,159,56,0,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 CIOLĂNEŞTII DIN DEAL",137,CIOLĂNEŞTI,152528,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:45",669,636,0,6,27,409,376,0,6,27,388,21,700,291,204,94,77,4,9
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 ISLAZ",186,ISLAZ,151736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:42",665,654,0,8,3,377,366,0,8,3,363,14,785,408,108,191,25,33,6
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.1 MÎRZĂNEŞTI",204,MÂRZĂNEŞTI,153339,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:32",546,491,0,31,24,379,324,0,31,24,364,15,540,161,168,155,19,10,12
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.1 OLTENI",221,OLTENI,153473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:10:30",1500,1444,0,51,5,1107,1051,0,51,5,876,100,1600,131,49,293,345,189,0
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 1 ORBEASCA DE SUS (CORP B)",227,ORBEASCA,153507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:37:50",1003,949,0,23,31,645,591,0,23,31,618,27,1070,425,121,381,44,61,11
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 1 ORBEASCA DE SUS (CORP B)",228,ORBEASCA,153507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:50:01",1243,1202,0,20,21,817,776,0,20,21,785,32,1340,523,208,402,52,72,51
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.2",72,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:01",1361,1350,0,4,7,453,442,0,4,7,428,25,1490,1037,77,240,59,27,25
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR. 2",158,DOBROTEŞTI,152760,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:23:15",897,849,0,19,29,545,497,0,19,29,530,15,960,415,25,407,64,21,13
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2",91,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:11:16",1211,1188,3,5,15,650,630,0,5,15,625,25,1310,660,128,350,86,43,18
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2",90,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:19",1192,1160,2,9,21,679,649,0,9,21,656,23,1300,621,100,425,69,35,27
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.2 BACIU COMUNA BLEJEŞTI",102,BLEJEŞTI,152083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:16",782,758,0,11,13,505,481,0,11,13,483,22,850,345,15,347,90,11,20
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 2, CERNETU",205,MÂRZĂNEŞTI,153339,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:25:33",1140,1009,0,79,52,934,803,0,79,52,814,41,1110,255,346,395,46,12,15
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 2 CIOLĂNEŞTII DIN DEAL",138,CIOLĂNEŞTI,152528,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:24:59",529,494,0,13,22,344,309,0,13,22,328,16,541,197,99,146,56,16,11
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.2 COSMEȘTI",145,COSMEŞTI,152582,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:59:02",893,832,0,12,49,712,651,0,12,49,700,12,900,188,22,615,40,8,15
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 2 ORBEASCA DE JOS ( CORP A)",223,ORBEASCA,153507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:06",889,859,0,6,24,592,562,0,6,24,564,28,970,378,241,248,38,22,15
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 2 ORBEASCA DE JOS (CORP A)",224,ORBEASCA,153507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:03",752,714,0,19,19,481,443,0,19,19,471,10,780,299,209,198,25,28,11
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.2 PERII-BROŞTENI",222,OLTENI,153473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:49",865,836,0,26,3,624,595,0,26,3,568,56,920,296,40,300,149,67,12
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.3",86,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:12",1406,1385,0,15,6,637,616,0,15,6,617,20,1560,923,110,346,69,48,44
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR.3 LACENI (CORP A)",226,ORBEASCA,153507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:03:24",1014,991,0,10,13,715,692,0,10,13,685,30,1100,385,484,142,28,16,15
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR.3 LACENI (CORP A)",225,ORBEASCA,153507,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:31:14",835,808,1,12,14,625,599,0,12,14,579,46,905,280,422,103,34,11,9
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.4",58,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:40",1608,1594,4,10,0,568,558,0,10,0,544,24,1760,1192,86,290,84,50,34
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.5",13,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:06:48",913,901,3,7,2,429,419,1,7,2,417,12,1000,571,115,219,35,36,12
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.6",22,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:55",913,903,1,7,2,331,322,0,7,2,330,1,1000,669,67,166,45,35,17
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.6",23,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:30",903,891,0,12,0,338,326,0,12,0,326,12,1020,682,62,171,48,34,11
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",3,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:16",1161,1155,0,5,1,551,545,0,5,1,542,9,1340,789,106,318,72,31,15
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",2,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:31:32",1118,1108,2,8,0,523,515,0,8,0,512,10,1272,750,104,260,75,45,28
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",5,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:28:27",1103,1087,2,13,1,499,485,0,13,1,481,18,1250,751,108,267,50,44,12
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.7",4,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:59:14",1293,1285,3,3,2,553,548,0,3,2,528,25,1410,857,149,269,54,30,26
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NUMĂRUL 1 LUNCA",194,LUNCA,153151,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:52:38",864,809,0,10,45,591,536,0,10,45,567,24,890,299,24,336,182,16,9
