precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi"
15,COVASNA,"CĂMINUL CULTURAL LUNGA",65,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:29",978,957,1,6,14,422,402,0,6,14,402,20,1100,678,10,8,3,4,340,0,22,15
15,COVASNA,"CĂMINUL CULTURAL LUTOASA",162,MERENI,65105,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 13:39:19",338,321,2,3,12,201,186,0,3,12,193,8,400,199,3,0,1,1,184,0,2,2
15,COVASNA,"CĂMINUL CULTURAL MĂRCUŞA",126,CATALINA,64130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:40",503,503,0,0,0,267,267,0,0,0,246,21,600,333,3,8,6,2,191,0,36,0
15,COVASNA,"CĂMINUL CULTURAL MERENI",161,MERENI,65105,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 13:31:16",693,662,2,6,23,396,367,0,6,23,388,8,724,328,11,3,1,6,364,0,1,2
15,COVASNA,"CĂMINUL CULTURAL NR.1 ZAGON",206,ZAGON,65011,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 14:48:01",1625,1527,3,23,72,1140,1044,1,23,72,1080,60,1800,660,51,27,5,24,970,0,3,0
15,COVASNA,"CĂMINUL CULTURAL OZUN",170,OZUN,64639,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:17",941,929,3,0,9,403,394,0,0,9,370,33,1022,619,11,28,11,8,296,1,13,2
15,COVASNA,"CĂMINUL CULTURAL PĂPĂUŢI",208,ZAGON,65011,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:23",989,965,2,3,19,601,579,0,3,19,574,27,1100,499,131,44,78,35,277,7,1,1
15,COVASNA,"CĂMINUL CULTURAL PETENI",212,ZĂBALA,65048,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:51:03",147,133,1,6,7,64,51,0,6,7,53,11,200,136,7,2,1,1,41,0,1,0
15,COVASNA,"CĂMINUL CULTURAL PETRICENI",186,SÂNZIENI,64826,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:29:06",694,665,0,2,27,329,300,0,2,27,310,19,800,471,5,5,5,1,287,0,4,3
15,COVASNA,"CĂMINUL CULTURAL RECI",179,RECI,64773,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:48",1190,1160,0,3,27,649,619,0,3,27,623,26,1200,551,16,9,6,3,576,1,10,2
15,COVASNA,"CĂMINUL CULTURAL SACIOVA",182,RECI,64773,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:19",108,98,0,4,6,79,69,0,4,6,71,8,200,121,2,0,1,1,66,0,0,1
15,COVASNA,"CĂMINUL CULTURAL SURCEA",213,ZĂBALA,65048,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:53",488,480,0,4,4,272,264,0,4,4,259,13,500,228,11,3,2,2,228,0,8,5
15,COVASNA,"CĂMINUL CULTURAL TĂLIŞOARA",118,BRĂDUŢ,64041,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:56",609,581,1,3,24,394,367,0,3,24,378,16,700,306,14,3,0,3,344,0,8,6
15,COVASNA,"CĂMINUL CULTURAL TAMAŞFALĂU",214,ZĂBALA,65048,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:04",386,375,0,7,4,186,175,0,7,4,179,7,400,214,5,2,0,2,154,0,14,2
15,COVASNA,"CĂMINUL CULTURAL TINOASA",64,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:37:04",352,346,0,6,0,155,149,0,6,0,148,7,400,245,3,4,2,1,122,0,13,3
15,COVASNA,"CĂMINUL CULTURAL ŢUFALAU",111,"BOROŞNEU MARE",63937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:48:34",200,170,0,17,13,132,102,0,17,13,131,1,200,68,26,1,6,0,94,0,2,2
15,COVASNA,"CĂMINUL CULTURAL TURIA",193,TURIA,64871,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 13:09:35",1002,966,1,1,34,474,439,0,1,34,452,22,1061,587,11,0,3,5,425,0,6,2
15,COVASNA,"CĂMINUL CULTURAL VALEA SCURTĂ",142,ESTELNIC,65154,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:58:40",225,211,0,3,11,142,128,0,3,11,136,6,300,158,3,5,1,1,123,0,2,1
15,COVASNA,"CĂMINUL CULTURAL VÎRGHIŞ",205,VÂRGHIŞ,64997,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:37",1521,1443,5,7,66,814,740,1,7,66,760,54,1599,785,35,14,13,4,606,0,63,25
15,COVASNA,"CĂMINUL CULTURAL ZĂBALA",209,ZĂBALA,65048,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:52:48",1268,1232,2,8,26,597,563,0,8,26,531,66,1310,713,24,0,6,10,463,0,22,6
15,COVASNA,"CĂMINUL CULTURAL ZĂBALA (PAVA)",211,ZĂBALA,65048,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:58",695,683,2,5,5,242,231,1,5,5,219,23,800,558,8,5,3,7,179,1,15,1
15,COVASNA,"CĂMINUL CULTURAL ”ZSÖGÖN ZOLTÁN” OJDULA CLUBUL TINERETULUI",167,OJDULA,64602,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:15",1422,1409,0,5,8,557,544,0,5,8,420,137,1479,922,22,8,7,13,296,1,73,0
15,COVASNA,"CĂMINUL CULTURAL ”ZSÖGÖN ZOLTÁN” OJDULA SALA MARE",168,OJDULA,64602,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:57",1372,1336,1,13,22,713,678,0,13,22,645,68,1500,787,35,12,15,17,465,1,91,9
15,COVASNA,"CASA CANTORIALĂ AITA MEDIE",91,"AITA MARE",63777,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:58:34",636,615,3,3,15,303,286,1,3,13,275,28,700,397,37,32,6,1,172,0,27,0
15,COVASNA,"CASA COMUNALA MĂRTINENI",127,CATALINA,64130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:49:57",486,483,0,3,0,293,290,0,3,0,249,44,499,206,17,4,7,3,152,0,66,0
15,COVASNA,"CASA COMUNITARĂ - PARTER",185,SÂNZIENI,64826,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:37",214,210,0,0,4,125,121,0,0,4,112,13,300,175,5,3,1,0,101,0,1,1
15,COVASNA,"CASA DE CULTURĂ BARAOLT",67,"ORAŞ BARAOLT",63447,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:11:59",1216,1190,2,7,17,599,575,0,7,17,568,31,1300,701,10,7,3,8,439,0,38,63
15,COVASNA,"CASA DE CULTURĂ-CHIURUŞ",82,"ORAŞ COVASNA",63526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:55",414,406,0,7,1,241,233,0,7,1,217,24,524,283,20,9,2,1,181,0,0,4
15,COVASNA,"CASA DE CULTURĂ ÎNTORSURA BUZĂULUI",86,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:22:09",1209,1197,1,11,0,580,569,0,11,0,556,24,1298,718,100,130,213,98,3,12,0,0
15,COVASNA,"CASA DE CULTURĂ ”KÓNYA ÁDÁM”",1,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:09",1379,1357,5,9,8,669,652,0,9,8,643,26,1527,858,22,10,22,9,546,5,12,17
15,COVASNA,"CASA MULTIFUNCȚIONALĂ ”CONACUL FARKAS”",128,CERNAT,64194,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:46",663,636,3,0,24,377,353,0,0,24,352,25,626,249,9,2,1,1,281,0,35,23
15,COVASNA,"CASA MULTIFUNCȚIONALĂ ICAFĂLĂU",132,CERNAT,64194,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:21",222,211,1,0,10,127,116,1,0,10,120,7,300,173,1,0,1,2,111,0,3,2
15,COVASNA,"CASA MUNICIPALĂ DE CULTURĂ ”VIGADÓ” TÂRGU SECUIESC",51,"MUNICIPIUL TÂRGU SECUIESC",63740,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 12:18:54",1297,1285,3,7,2,543,534,0,7,2,521,22,1385,842,12,5,6,3,420,0,67,8
15,COVASNA,"CASA PAROHIALĂ-ANINOASA",180,RECI,64773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:29",338,335,0,2,1,156,153,0,2,1,141,15,400,244,13,1,2,3,121,0,0,1
15,COVASNA,"CENTRUL CULTURAL BREŢCU",119,BREŢCU,64096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:24",1103,1060,1,1,41,583,541,0,1,41,551,32,1192,609,31,61,6,9,424,2,16,2
15,COVASNA,"CENTRUL CULTURAL BREŢCU",120,BREŢCU,64096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:54",855,830,1,0,24,440,415,1,0,24,385,55,900,460,77,73,15,37,173,2,5,3
15,COVASNA,"CENTRUL DE ZI PENTRU COPII IARĂȘ",152,HĂGHIG,64390,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:26:20",419,393,0,20,6,285,265,0,14,6,244,41,401,116,94,88,7,43,4,7,1,0
15,COVASNA,"CENTRUL MULTICULTURAL ”NÉRI SZENT FÜLÖP”",2,"MUNICIPIUL SFÂNTU GHEORGHE",63394,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 14:53:57",1365,1355,2,7,1,543,534,1,7,1,424,119,1500,957,94,12,10,14,274,0,9,11
15,COVASNA,"CENTRUL MULTIFUNCŢIONAL BELIN VALE",102,BELIN,63866,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:24:45",1186,1184,1,0,1,693,692,0,0,1,256,437,1299,606,48,33,8,121,38,1,0,7
15,COVASNA,"CLĂDIREA CĂMINULUI CULTURAL BICFALĂU",172,OZUN,64639,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:11",314,302,4,2,6,168,160,0,2,6,151,17,300,132,7,1,5,5,130,0,2,1
15,COVASNA,"CLĂDIREA CĂMINULUI CULTURAL VALEA MARE",199,"VALEA MARE",65099,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:29:54",938,902,1,31,4,611,575,1,31,4,584,27,993,382,485,8,8,77,1,5,0,0
15,COVASNA,"CLĂDIREA CONSILIULUI LOCAL CERNAT, ALBIŞ",131,CERNAT,64194,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:58",337,317,2,3,15,210,192,0,3,15,199,11,400,190,6,0,1,1,179,0,7,5
15,COVASNA,"CLĂDIRE ADMINISTRATIVĂ (FOSTUL SEDIU AL ŞCOLII) LUNCA OZUNULUI",174,OZUN,64639,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:35",156,144,0,5,7,89,77,0,5,7,79,10,200,111,25,13,14,18,7,0,0,2
15,COVASNA,"CLĂDIREA FOSTEI BIBLIOTECI (CONACUL PÜNKÖSTI)",171,OZUN,64639,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:39",1187,1181,1,0,5,604,599,0,0,5,580,24,1300,696,28,46,9,17,459,1,14,6
15,COVASNA,"CLĂDIREA FOSTEI ŞCOLI GENERALE CU CLASELE I-IV ERESTEGHIN",165,MOACŞA,64568,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:22:47",171,171,0,0,0,108,108,0,0,0,100,8,250,142,6,6,0,0,85,1,2,0
15,COVASNA,"CLĂDIREA POPICĂRIEI ZOLTAN",150,GHIDFALĂU,64345,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:23",364,353,0,0,11,204,193,0,0,11,191,13,400,196,6,2,4,2,159,0,15,3
15,COVASNA,"CLĂDIREA ȘCOLII ELEMENTARE",175,OZUN,64639,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:01:44",102,95,0,6,1,53,46,0,6,1,49,4,100,47,0,0,1,0,47,0,0,1
15,COVASNA,"CLĂDIRE PRIMARIEI CĂMINUL CULTURAL BAŢANII MARI",97,BĂŢANI,63802,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 11:57:59",1653,1635,3,3,12,885,870,0,3,12,792,93,1841,956,49,20,18,17,640,0,36,12
15,COVASNA,"CLUBUL CĂMINULUI CULTURAL BRĂDUŢ",115,BRĂDUŢ,64041,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:38",686,653,0,6,27,471,438,0,6,27,445,26,800,329,19,7,2,3,402,0,6,6
15,COVASNA,"CLUBUL CĂMINULUI CULTURAL DOBOŞENI",116,BRĂDUŢ,64041,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:06",1567,1522,1,7,37,838,794,0,7,37,751,87,1700,862,64,28,9,193,453,0,1,3
15,COVASNA,"CLUBUL CĂMINULUI CULTURAL FILIA",117,BRĂDUŢ,64041,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:59:33",938,885,0,0,53,629,580,0,0,49,604,25,963,334,15,4,6,1,569,0,3,6
15,COVASNA,"CLUBUL CĂMINULUI CULTURAL SÂNZIENI",184,SÂNZIENI,64826,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:47:42",990,957,0,0,33,543,510,0,0,33,522,21,1100,557,13,6,5,3,485,0,8,2
15,COVASNA,"CLUBUL NR. 2 ZĂBALA",210,ZĂBALA,65048,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:07:42",829,817,2,5,5,374,363,1,5,5,332,42,900,526,57,93,11,51,112,3,2,3
15,COVASNA,"CLUBUL ORĂȘENESC- COVASNA",76,"ORAŞ COVASNA",63526,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:21:14",1292,1275,4,7,6,582,569,0,7,6,563,19,1400,818,43,24,14,16,443,2,5,16
15,COVASNA,"COLEGIUL NAȚIONAL ”NAGY MÓZES” TÂRGU SECUIESC",52,"MUNICIPIUL TÂRGU SECUIESC",63740,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 12:36:26",1101,1090,1,5,5,515,505,0,5,5,472,43,1200,685,9,12,3,5,369,1,64,9
15,COVASNA,"COLEGIUL NAȚIONAL ”SZÉKELY MIKÓ”",3,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:49",1088,1062,11,8,7,528,513,0,8,7,514,14,1200,672,25,16,24,10,394,2,27,16
15,COVASNA,"DIRECŢIA FINANŢE PUBLICE MUNICIPALE",5,"MUNICIPIUL SFÂNTU GHEORGHE",63394,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 15:16:40",815,793,5,11,6,410,393,0,11,6,402,8,900,490,35,7,14,9,318,2,10,7
15,COVASNA,"DIRECȚIA FINANȚE PUBLICE MUNICIPALE",4,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 15:08:11",818,799,2,11,6,380,363,0,11,6,376,4,900,520,22,12,16,16,285,4,12,9
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL BELIN",101,BELIN,63866,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:09:50",1078,1035,0,4,39,717,674,0,4,39,626,91,1186,469,39,33,9,45,432,1,6,61
15,COVASNA,"GRĂDINIŢA CU PROGRAM NORMAL ”BENEDEK ELEK” TÂRGU SECUIESC",55,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:01",1243,1229,2,7,5,462,450,0,7,5,448,14,1400,938,17,18,6,9,326,1,58,13
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL CRASNA",191,"SITA BUZĂULUI",63688,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:01",451,451,0,0,0,248,248,0,0,0,236,12,500,252,38,86,11,100,0,1,0,0
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 CERNAT",130,CERNAT,64194,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 13:27:42",885,858,5,0,22,503,481,0,0,22,454,49,1000,497,22,13,3,1,342,1,29,43
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 SITA BUZĂULUI",190,"SITA BUZĂULUI",63688,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:31",873,870,0,1,2,512,509,0,1,2,480,32,1000,488,88,277,21,89,3,2,0,0
15,COVASNA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3 TÂRGU SECUIESC",60,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:43:06",903,890,1,10,2,404,392,0,10,2,390,14,1000,596,9,14,3,4,314,1,38,7
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL PĂDURENI",166,MOACŞA,64568,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:42:10",265,265,0,0,0,144,144,0,0,0,127,17,300,156,5,14,0,0,108,0,0,0
15,COVASNA,"GRĂDINIŢA CU PROGRAM NORMAL SÂNCRAIU",155,ILIENI,64425,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:31",470,453,5,2,10,325,312,1,2,10,314,11,500,175,11,14,11,8,227,4,30,9
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ÁRVÁCSKA”",24,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:41:06",817,811,0,3,3,280,274,0,3,3,269,11,900,620,23,11,6,19,198,1,8,3
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ÁRVÁCSKA”",23,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:54",1237,1223,1,5,8,452,439,0,5,8,432,20,1400,948,34,24,14,21,312,2,12,13
15,COVASNA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”ÁRVÁCSKA”",25,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:44",1151,1136,1,9,5,392,378,0,9,5,381,11,1300,908,21,10,10,19,307,0,7,7
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”BENEDEK ELEK”",39,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:07:55",902,888,1,8,5,443,430,0,8,5,434,9,1000,557,26,23,18,16,326,6,9,10
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CIMBORA”",69,"ORAŞ BARAOLT",63447,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:55:50",1135,1128,2,4,1,575,570,0,4,1,535,40,1224,649,23,9,7,3,387,0,25,81
15,COVASNA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ” CSIPKERÓZSIKA”",57,"MUNICIPIUL TÂRGU SECUIESC",63740,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 12:43:26",1326,1316,1,8,1,518,509,0,8,1,508,10,1500,982,21,10,6,7,388,0,61,15
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”GULLIVER”",13,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 15:04:43",856,841,4,5,6,378,363,4,5,6,368,10,900,522,11,6,8,8,315,2,10,8
