precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ZÎRNĂ CRISTIAN-voturi"
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 15",15,"MUNICIPIUL FOCŞANI",174744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:47:35",884,879,1,4,0,398,393,1,4,0,379,19,963,565,164,89,43,10,21,38,14
41,VRANCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 15 FOCȘANI",14,"MUNICIPIUL FOCŞANI",174744,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 19:55:01",1460,1454,0,6,0,598,592,0,6,0,572,26,1609,1011,257,119,65,10,22,75,24
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 16",28,"MUNICIPIUL FOCŞANI",174744,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 12:48:00",1261,1249,0,12,0,461,449,0,12,0,448,13,1383,922,198,94,34,8,21,75,18
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 16",29,"MUNICIPIUL FOCŞANI",174744,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:20:06",1550,1540,0,10,0,588,578,0,10,0,573,15,1710,1122,288,113,53,18,22,64,15
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 17",58,"MUNICIPIUL FOCŞANI",174744,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:39:21",1014,1001,2,11,0,428,417,0,11,0,409,19,1106,678,186,84,39,12,14,60,14
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 18",43,"MUNICIPIUL FOCŞANI",174744,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 15:15:04",983,976,0,7,0,449,442,0,7,0,436,12,1079,631,206,83,45,7,14,59,22
41,VRANCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 18 FOCȘANI",42,"MUNICIPIUL FOCŞANI",174744,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:02:10",1369,1360,2,6,1,607,600,0,6,1,591,15,1535,929,232,156,72,19,11,81,20
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 8",56,"MUNICIPIUL FOCŞANI",174744,4,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:16:12",897,885,1,11,0,400,389,0,11,0,384,16,980,580,144,89,41,10,15,73,12
41,VRANCEA,"INSPECTORATUL TERITORIAL DE MUNCĂ VRANCEA",36,"MUNICIPIUL FOCŞANI",174744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:38:40",1216,1203,0,13,0,579,566,0,13,0,560,19,1331,752,222,127,58,14,15,106,18
41,VRANCEA,"LICEUL TEHNOLOGIC ”G.G.LONGINESCU”",18,"MUNICIPIUL FOCŞANI",174744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:40:39",1406,1397,0,9,0,629,620,0,9,0,594,35,1536,907,223,178,72,11,27,64,19
41,VRANCEA,"LICEUL TEHNOLOGIC ”G.G.LONGINESCU”",17,"MUNICIPIUL FOCŞANI",174744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:13",730,720,2,8,0,358,350,0,8,0,348,10,795,437,137,96,37,8,15,44,11
41,VRANCEA,"SALA SPORTURILOR",35,"MUNICIPIUL FOCŞANI",174744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:23:28",1199,1190,2,7,0,492,485,0,7,0,482,10,1315,823,207,102,44,11,15,89,14
41,VRANCEA,"SC FREEDOM CAFE-BAR S.R.L.",59,"MUNICIPIUL FOCŞANI",174744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:47:52",1382,1361,1,7,13,580,560,0,7,13,563,17,1498,918,239,113,101,23,29,51,7
41,VRANCEA,"ȘCOALA GIMANZIALĂ „OANA-DIANA RENEA” FOCȘANI",32,"MUNICIPIUL FOCŞANI",174744,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:51:41",653,648,1,4,0,263,259,0,4,0,260,3,724,461,123,63,24,4,9,29,8
41,VRANCEA,"ȘCOALA GIMANZIALĂ „OANA-DIANA RENEA” FOCȘANI",31,"MUNICIPIUL FOCŞANI",174744,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:13:09",1142,1128,3,10,1,515,504,0,10,1,501,14,1271,756,221,117,55,15,13,64,16
41,VRANCEA,"ŞCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",13,"MUNICIPIUL FOCŞANI",174744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:33:23",1160,1153,1,6,0,486,480,0,6,0,481,5,1278,792,232,101,53,9,23,46,17
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",10,"MUNICIPIUL FOCŞANI",174744,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:58:08",1592,1585,1,6,0,654,648,0,6,0,634,20,1755,1101,240,151,75,19,19,88,42
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",11,"MUNICIPIUL FOCŞANI",174744,4,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:35:30",1619,1612,3,4,0,652,648,0,4,0,634,18,1780,1128,249,156,64,17,35,86,27
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",12,"MUNICIPIUL FOCŞANI",174744,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:46:37",1560,1553,1,6,0,597,591,0,6,0,581,16,1711,1114,262,125,62,17,25,69,21
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU VLAHUŢĂ”",51,"MUNICIPIUL FOCŞANI",174744,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 16:14:36",844,836,1,7,0,371,364,0,7,0,356,15,924,553,165,86,38,14,10,32,11
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU VLAHUŢĂ”",49,"MUNICIPIUL FOCŞANI",174744,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:08:45",831,824,0,7,0,340,333,0,7,0,326,14,911,571,155,61,31,8,16,47,8
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU VLAHUŢĂ”",50,"MUNICIPIUL FOCŞANI",174744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:28:07",1367,1356,0,11,0,552,541,0,11,0,533,19,1499,947,249,112,58,9,24,55,26
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „DUILIU ZAMFIRESCU” FOCȘANI",39,"MUNICIPIUL FOCŞANI",174744,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:12:08",1342,1332,1,9,0,592,583,0,9,0,576,16,1473,881,236,134,59,8,26,90,23
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „DUILIU ZAMFIRESCU” FOCȘANI",38,"MUNICIPIUL FOCŞANI",174744,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:35:26",809,803,1,5,0,303,298,0,5,0,293,10,910,607,157,43,30,6,11,40,6
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „DUILIU ZAMFIRESCU” FOCȘANI",40,"MUNICIPIUL FOCŞANI",174744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:49:03",1621,1607,1,13,0,706,693,0,13,0,671,35,1779,1073,274,157,82,23,16,99,20
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ION BASGAN” FOCȘANI",20,"MUNICIPIUL FOCŞANI",174744,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 19:45:12",1772,1733,7,12,20,845,813,0,12,20,810,35,1931,1086,366,194,75,24,18,102,31
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ION BASGAN” FOCȘANI",19,"MUNICIPIUL FOCŞANI",174744,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:51:42",1642,1633,0,9,0,730,721,0,9,0,712,18,1798,1068,279,152,94,16,21,124,26
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",46,"MUNICIPIUL FOCŞANI",174744,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:28:40",1435,1422,1,11,1,551,539,0,11,1,535,16,1578,1027,254,107,61,19,16,62,16
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",47,"MUNICIPIUL FOCŞANI",174744,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 12:10:33",1215,1203,3,9,0,729,720,0,9,0,701,28,1325,596,317,160,66,13,25,101,19
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",44,"MUNICIPIUL FOCŞANI",174744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:46:56",1377,1368,1,8,0,540,532,0,8,0,522,18,1519,979,242,99,54,14,26,77,10
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",48,"MUNICIPIUL FOCŞANI",174744,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 16:38:31",1552,1545,0,7,0,572,565,0,7,0,552,20,1705,1133,296,82,78,12,14,52,18
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",45,"MUNICIPIUL FOCŞANI",174744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:44:44",1434,1419,2,13,0,584,571,0,13,0,549,35,1567,983,276,121,60,8,23,55,6
41,VRANCEA,"ŞCOALA GIMNAZIALĂ „ŞTEFAN CEL MARE” FOCȘANI",7,"MUNICIPIUL FOCŞANI",174744,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:58:42",802,793,0,9,0,374,365,0,9,0,363,11,881,507,175,82,30,2,12,52,10
41,VRANCEA,"ŞCOALA GIMNAZIALĂ „ŞTEFAN CEL MARE” FOCȘANI",6,"MUNICIPIUL FOCŞANI",174744,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:54:36",1115,1105,0,9,1,440,430,0,9,1,419,21,1223,783,214,96,25,7,11,49,17
41,VRANCEA,"ŞCOALA GIMNAZIALĂ „ŞTEFAN CEL MARE” FOCȘANI",5,"MUNICIPIUL FOCŞANI",174744,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:14:03",1067,1059,1,7,0,449,442,0,7,0,438,11,1184,735,191,91,53,9,22,62,10
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ȘTEFAN CEL MARE” FOCȘANI",4,"MUNICIPIUL FOCŞANI",174744,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:33:50",1267,1248,8,11,0,522,511,0,11,0,505,17,1381,859,194,129,49,27,8,78,20
41,VRANCEA,"TEATRUL MUNICIPAL „MAIOR GHEORGHE PASTIA” FOCŞANI",2,"MUNICIPIUL FOCŞANI",174744,1,PART,PRCNCT,CL,CL_SV,"2024-06-11 18:22:03",1511,1501,4,6,0,700,694,0,6,0,678,22,1656,956,292,170,61,16,19,99,21
