precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 STĂNEȘTI",214,STĂNEŞTI,105295,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:54:10",1153,992,0,99,62,831,673,0,99,59,818,13,1096,265,4,162,7,598,41,6
19,GIURGIU,"SCOALA GIMNAZIALA NR.1 VALEA DRAGULUI",231,"VALEA DRAGULUI",105776,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:06:16",1166,1116,0,20,30,978,928,0,20,30,964,14,1256,278,0,130,390,410,20,14
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 VÂNĂTORII MICI",237,"VÂNĂTORII MICI",105972,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:37",801,783,0,14,4,542,524,0,14,4,524,18,863,321,2,118,82,303,19,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 VĂRĂŞTI",234,VĂRĂŞTI,105874,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:39:41",840,811,1,4,24,678,650,0,4,24,663,15,914,236,4,276,13,339,31,0
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.1 VĂRĂȘTI",233,VĂRĂŞTI,105874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:54",951,928,0,10,13,703,680,0,10,13,682,21,1020,317,2,356,13,273,32,6
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 VLAD-TEPES, CORP B",104,COMANA,102106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:24",1273,1109,2,41,121,900,737,1,41,121,897,3,1349,449,0,21,1,874,1,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2",84,BUCŞANI,101378,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:41:49",574,538,0,36,0,454,418,0,36,0,444,10,587,133,1,40,3,392,7,1
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 2 BÎCU",170,JOIŢA,103997,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:06:56",1532,1439,3,82,8,1072,982,0,82,8,1036,36,1580,508,20,466,155,267,111,17
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CÂMPURELU",98,COLIBAŞI,102071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:49",1045,993,0,4,48,655,603,0,4,48,640,15,1147,492,5,83,8,488,51,5
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CARTOJANI",199,"ROATA DE JOS",104831,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:48:00",983,979,1,3,0,535,531,1,3,0,510,25,1080,545,14,124,16,303,44,9
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CARTOJANI",200,"ROATA DE JOS",104831,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:27",1075,1061,0,14,0,523,509,0,14,0,492,31,1171,648,10,68,23,330,56,5
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.2 CHIRIACU",164,IZVOARELE,103899,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:54",1174,967,0,102,105,801,594,0,102,105,789,12,1015,214,0,71,0,686,27,5
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.2 DOBRENI",236,VĂRĂŞTI,105874,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:52:58",1971,1945,0,15,11,1224,1198,0,15,11,1165,59,2140,916,3,455,14,656,35,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2 IZVORU",240,"VÂNĂTORII MICI",105972,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:21",601,582,2,6,11,437,420,0,6,11,423,14,651,214,0,252,8,148,14,1
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.2 LUNCA FRĂTEŞTI",121,FRĂTEŞTI,102909,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:30:00",624,602,1,12,9,396,375,0,12,9,376,20,687,291,2,136,9,183,42,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2 MIHAI VODĂ",78,BOLINTIN-DEAL,101163,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:41:03",1561,1538,0,15,8,868,845,0,15,8,842,26,1698,830,6,199,63,411,115,48
19,GIURGIU,"ŞCOALA GIMNAZIALA NR 2 PĂDURENI",88,BUTURUGENI,101617,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:46:35",1190,1146,0,28,16,890,846,0,28,16,854,36,1284,394,7,332,15,451,45,4
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 2 , SAT CĂSCIOARELE COM GĂISENI",128,GĂISENI,103087,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:12:34",900,879,0,11,10,480,459,0,11,10,452,28,978,498,1,158,11,252,28,2
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 2 SAT CĂSCIOARELE , COM GĂISENI",129,GĂISENI,103087,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:42",736,716,0,4,16,424,404,0,4,16,406,18,809,385,2,132,7,226,35,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.2 STOENEŞTI",119,FLOREŞTI-STOENEŞTI,102794,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:52:32",1586,1579,0,6,1,684,677,0,6,1,645,39,1732,1048,8,74,48,449,62,4
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 TÂNTAVA",148,GRĂDINARI,103407,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:43:29",1036,973,0,59,4,670,607,0,59,4,650,20,1074,404,1,218,18,320,93,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.3",12,"MUNICIPIUL GIURGIU",100521,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:54:54",1247,1237,2,8,0,459,451,0,8,0,437,22,1360,901,23,155,21,171,64,3
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.3",11,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:59:38",743,736,0,7,0,269,262,0,7,0,254,15,815,546,15,86,13,106,24,10
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.3",13,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:51:07",1396,1389,0,5,2,437,430,0,5,2,383,54,1532,1095,17,123,19,177,42,5
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 3 COMANA SALA NR. 1",99,COMANA,102106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:15",822,736,3,26,57,570,486,1,26,57,558,12,867,297,3,516,10,11,17,1
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 3 COMANA SALA NR. 2",100,COMANA,102106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:04",876,788,3,34,51,629,544,0,34,51,620,9,933,304,4,552,9,30,24,1
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 3 FALASTOACA",102,COMANA,102106,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:13:12",630,550,1,23,56,481,402,0,23,56,465,16,667,186,18,377,14,23,32,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.3 PALANCA",118,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:36",972,958,1,8,5,566,553,0,8,5,534,32,1057,491,13,48,31,381,49,12
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.3 PALANCA",117,FLOREŞTI-STOENEŞTI,102794,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:32:33",1176,1158,0,9,9,695,677,0,9,9,674,21,1283,588,9,64,38,505,49,9
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.3 UZUNU",93,CĂLUGĂRENI,101662,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:00:29",1128,1116,0,12,0,674,662,0,12,0,636,38,1227,553,10,177,28,321,86,14
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 3 VÂNĂTORII MARI",242,"VÂNĂTORII MICI",105972,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:03",895,865,0,12,18,684,654,0,12,18,667,17,966,282,0,115,24,469,53,6
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.5",31,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:38:16",848,844,0,4,0,362,358,0,4,0,340,22,941,579,20,94,20,159,42,5
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.5",32,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:03",1083,1072,1,8,2,402,392,0,8,2,389,13,1194,792,26,148,20,142,45,8
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.5",33,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:57",1072,1063,0,9,0,431,422,0,9,0,412,19,1178,747,19,121,15,190,57,10
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.7",46,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:13:42",1320,1312,0,6,2,549,541,0,6,2,526,23,1447,898,19,192,38,205,69,3
19,GIURGIU,"ŞCOALA GIMNAZIALǍ ” PETRE ADAMEȘTEANU” TOPORU ( ŞCOALA VECHE)",222,TOPORU,154709,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:05",936,777,4,54,101,667,512,1,54,100,660,7,943,276,1,14,1,635,9,0
19,GIURGIU,"ŞCOALA GIMNAZIALA PROF. DINU NICOLAE VLASIN",208,SCHITU,104975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:12:52",378,307,0,43,28,296,225,0,43,28,289,7,363,67,7,54,3,203,21,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”REMUS BEGNESCU” PIETRELE",73,BĂNEASA,101001,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:29:42",824,751,2,31,40,596,525,0,31,40,569,27,870,274,2,97,10,394,63,3
19,GIURGIU,"ŞCOALA GIMNAZIALĂ SAVIN POPESCU",40,"MUNICIPIUL GIURGIU",100521,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:22:30",1388,1377,3,6,2,565,557,0,6,2,540,25,1522,957,32,166,30,238,69,5
19,GIURGIU,"ŞCOALA GIMNAZIALĂ SAVIN POPESCU",41,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:05",1000,990,1,8,1,344,335,0,8,1,328,16,1093,749,15,111,17,140,37,8
19,GIURGIU,"ȘCOALA GIMNAZIALĂ SAVIN POPESCU",42,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:50:46",1189,1180,1,8,0,504,497,0,7,0,482,22,1310,806,16,152,23,211,75,5
19,GIURGIU,"ȘCOALA GIMNAZIALĂ SAVIN POPESCU",43,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:19:50",1052,1049,1,2,0,369,367,0,2,0,346,23,1153,784,17,124,13,146,39,7
19,GIURGIU,"ŞCOALA GIMNAZIALĂ SFÂNTUL GHEORGHE",1,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:56",1255,1243,6,6,0,504,498,0,6,0,492,12,1299,795,26,132,38,227,58,11
19,GIURGIU,"ŞCOALA GIMNAZIALA ” SFANTUL NECTARIE” OGREZENI",180,OGREZENI,104485,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:07",980,939,0,22,19,685,644,0,22,19,664,21,1054,369,4,222,60,337,40,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ STOLNICUL CONSTANTIN CANTACUZINO - ISVOARELE",161,ISVOARELE,179766,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:07:20",1153,1007,1,132,13,853,708,0,132,13,833,20,1106,253,3,384,14,351,78,3
19,GIURGIU,"ŞCOALA GIMNZIALA NR. 1 GRADINARI",147,GRĂDINARI,103407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:04",856,810,4,25,17,584,542,0,25,17,562,22,890,306,1,260,21,224,55,1
19,GIURGIU,"ŞCOALA HODIVOAIA",191,PUTINEIU,104715,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:27:50",349,306,0,40,3,278,235,0,40,3,265,13,329,51,3,156,5,84,14,3
19,GIURGIU,"ŞCOALA JAPCA",243,VEDEA,105909,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:28:00",670,605,1,32,32,501,437,0,32,32,454,47,695,194,0,126,7,289,31,1
19,GIURGIU,"ŞCOALA PIMARĂ NR.5 BĂNEASA",70,BĂNEASA,101001,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:29:27",535,504,0,20,11,369,338,0,20,11,355,14,567,198,2,71,7,240,32,3
19,GIURGIU,"ŞCOALA PRIMARA FLORIN NICULESCU BILA",206,SCHITU,104975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:45:27",321,274,0,33,14,230,183,0,33,14,222,8,316,86,3,27,3,172,17,0
19,GIURGIU,"ŞCOALA PRIMARA , NR.1 CAMINEASCA",207,SCHITU,104975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:59:40",427,320,0,52,55,332,225,0,52,55,320,12,410,78,1,25,2,281,10,1
19,GIURGIU,"ŞCOALA PRIMARĂ NR 1 DEALU",109,"CREVEDIA MARE",102348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:27:30",1112,1104,0,6,2,675,667,0,6,2,631,44,1207,532,1,102,242,249,35,2
19,GIURGIU,"ŞCOALA PRIMARA NR.1 HOBAIA",183,OGREZENI,104485,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 09:56:29",727,706,0,13,8,504,483,0,13,8,487,17,785,281,0,165,49,240,32,1
19,GIURGIU,"ŞCOALA PRIMARĂ NR.1 PRUNDU",188,PRUNDU,104680,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:49:43",1038,1037,1,0,0,652,652,0,0,0,635,17,1138,486,3,53,6,518,54,1
