precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ” FLOARE DE COLŢ” ( FOSTA GRĂDINIŢĂ NR.5)",70,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:33:40",1153,1137,6,10,0,500,490,0,10,0,484,16,1300,800,167,61,130,10,16,100
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMINIŞUL PĂDURII” (FOSTĂ GRĂDINIŢĂ NR. 6)",15,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:17:38",1574,1568,2,4,0,664,660,0,4,0,635,29,1700,1036,284,68,166,9,22,86
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMINIŞUL PĂDURII” (FOSTĂ GRĂDINIŢĂ NR. 6)",14,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:11:58",1304,1293,1,10,0,567,557,0,10,0,542,25,1400,833,203,63,141,16,8,111
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ” MICUL PRINŢ” (FOSTA GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",9,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 20:59:17",2113,2106,0,7,0,904,897,0,7,0,887,17,2300,1396,322,113,225,14,16,197
3,ARGEŞ,"LICEUL TEHNOLOGIC ” CONSTANTIN BRÂNCUŞI” ( FOST LICEU TEHNOLOGIC DE INDUSTRIALIZAREA LEMNULUI)",82,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:05:48",1551,1547,0,4,0,653,649,0,4,0,633,20,1800,1147,238,52,179,17,20,127
3,ARGEŞ,"LICEUL TEHNOLOGIC ” CONSTANTIN BRÂNCUŞI” ( FOST LICEU TEHNOLOGIC DE INDUSTRIALIZAREA LEMNULUI)",81,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:10:53",1509,1506,0,3,0,641,638,0,3,0,624,17,1700,1059,247,59,153,13,12,140
3,ARGEŞ,"LICEUL TEHNOLOGIC ”DACIA” (FOST GRUP ŞCOLAR INDUSTRIAL CONSTRUCŢII MAŞINI)",16,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:39:36",1431,1417,5,9,0,646,637,0,9,0,618,28,1590,944,220,56,163,15,15,149
3,ARGEŞ,"LICEUL TEORETIC ”ION CANTACUZINIO”",33,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:28:50",1819,1810,0,8,1,818,809,0,8,1,784,34,2000,1182,280,114,185,14,27,164
3,ARGEŞ,"LICEUL TEORETIC ”ION CANTACUZINIO”",32,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 19:36:04",1702,1694,0,8,0,666,658,0,8,0,647,19,2000,1334,226,80,181,11,17,132
3,ARGEŞ,"LICEUL TEORETIC ” ION CANTACUZINO”",34,"MUNICIPIUL PITEŞTI",13169,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:27:01",1636,1631,0,5,0,598,593,0,5,0,567,31,1826,1228,230,86,136,15,19,81
3,ARGEŞ,"LICEUL TEORETIC ”ION CANTACUZINO” (INTRAREA D)",35,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:55:46",1570,1557,2,7,4,661,649,1,7,4,642,19,1700,1039,269,78,151,14,17,113
3,ARGEŞ,"SC APĂ CANAL 2000 SA",30,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 14:53:13",2027,2015,3,9,0,799,790,0,9,0,772,27,2300,1501,237,140,238,21,19,117
3,ARGEŞ,"SC APĂ CANAL 2000 SA",29,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:45:58",1832,1822,1,9,0,752,743,0,9,0,715,28,2000,1257,240,96,201,10,19,149
3,ARGEŞ,"S.C. LISA DRAXLMAIER S.A.",31,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 13:55:25",1713,1701,3,9,0,700,691,0,9,0,682,18,1888,1188,231,85,186,14,24,142
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU” (FOSTĂ ŞCOALA NR. 15 )",28,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-11 12:38:18",1657,1648,1,8,0,644,636,0,8,0,609,35,1900,1256,209,107,162,13,18,100
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU” (FOSTĂ ŞCOALA NR. 15 )",27,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:15:13",1603,1598,0,5,0,601,596,0,5,0,574,27,1800,1199,208,92,140,15,26,93
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU DAVILA” (FOSTĂ ŞCOALĂ NR.14)",41,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:57:02",1728,1722,3,3,0,733,730,0,3,0,705,24,1900,1171,238,92,195,10,21,149
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU DAVILA” (INTRAREA B) (FOSTA ŞCOALĂ NR.14)",21,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:11:44",1069,1058,4,7,0,417,410,0,7,0,406,11,1200,783,158,50,107,11,8,72
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”I. L. CARAGIALE” (FOSTĂ ŞCOALĂ NR.16)",85,"MUNICIPIUL PITEŞTI",13169,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 13:09:04",1470,1459,0,10,1,568,557,0,10,1,557,11,1600,1032,233,79,117,7,15,106
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”I. L. CARAGIALE” (FOSTĂ ŞCOALĂ NR.16)",86,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:15:23",1616,1609,1,6,0,641,635,0,6,0,620,21,1800,1159,233,78,151,15,26,117
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”I. L. CARAGIALE” (FOSTĂ ŞCOALĂ NR.16)",87,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:48:26",1527,1517,0,10,0,666,656,0,10,0,642,24,1700,1034,243,69,157,12,14,147
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ION MINULESCU” (FOSTA ŞCOALĂ NR.2)",75,"MUNICIPIUL PITEŞTI",13169,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:07:28",1300,1293,0,6,1,495,488,0,6,1,480,13,1600,1107,146,70,128,35,20,81
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ION MINULESCU” (FOSTA ŞCOALĂ NR.2)",76,"MUNICIPIUL PITEŞTI",13169,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:00:51",1524,1515,2,7,0,666,659,0,7,0,629,37,1700,1034,265,79,148,18,27,92
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ION PILLAT” ( FOSTĂ ŞCOALĂ NR.3)",3,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:36:37",1024,1004,8,12,0,407,395,0,12,0,392,15,1200,793,155,43,114,8,13,59
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MARIN PREDA” (FOSTA ŞCOALĂ NR.10)",43,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:49:19",1307,1302,2,3,0,578,575,0,3,0,567,11,1500,922,220,60,169,7,6,105
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MARIN PREDA” (FOSTA ŞCOALĂ NR.10)",42,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:50",1696,1674,15,7,0,724,717,0,7,0,700,24,1800,1076,287,74,156,9,16,158
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MARIN PREDA” (FOSTA ŞCOALĂ NR.10)",44,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:54:44",1526,1506,5,14,1,679,664,0,14,1,658,21,1700,1021,226,90,149,18,11,164
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MATEI BASARAB” ( FOSTA ŞCOALA NR. 19)",37,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:12:38",2186,2155,18,13,0,1007,994,0,13,0,977,30,2300,1293,304,119,275,20,30,229
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MATEI BASARAB” ( FOSTA ŞCOALA NR. 19)",36,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:29:07",1859,1851,5,3,0,780,777,0,3,0,750,30,2000,1220,267,102,202,12,14,153
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ „MATEI BASARAB” (FOSTA ŞCOALĂ NR.19)",38,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:15:51",1770,1760,6,4,0,752,748,0,4,0,735,17,1900,1148,265,87,193,11,13,166
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” (FOSTA ŞCOALA NR.11)",69,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:59:36",1342,1337,0,5,0,522,517,0,5,0,512,10,1500,978,212,63,126,15,16,80
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” (FOSTA ŞCOALA NR.11)",68,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:28:00",1414,1410,0,3,1,569,565,0,3,1,552,16,1600,1032,218,56,148,7,12,111
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRAN” (FOSTĂ ŞCOALA NR. 13)",13,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:03:02",1653,1644,0,9,0,706,697,0,9,0,679,27,1800,1094,283,89,182,17,11,97
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRAN” (FOSTĂ ŞCOALA NR. 13)",11,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:23:17",1710,1700,1,9,0,670,661,0,9,0,651,19,1900,1230,267,94,140,10,29,111
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRAN” (FOSTĂ ŞCOALA NR. 13)",10,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:41:09",1732,1721,2,9,0,740,731,0,9,0,719,21,1900,1160,251,91,214,15,20,128
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRAN” (FOSTĂ ŞCOALA NR. 13)",12,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:04:37",1814,1808,1,5,0,717,712,0,5,0,696,21,2000,1283,276,88,183,8,15,126
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” MIRCEA ELIADE” ( FOSTĂ ŞCOALĂ NR.18)",57,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:22:05",1583,1575,0,8,0,588,580,0,8,0,565,19,1700,1112,265,58,126,10,14,92
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” MIRCEA ELIADE” ( FOSTĂ ŞCOALĂ NR.18)",58,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:10:22",1517,1512,0,5,0,606,601,0,5,0,587,19,1700,1094,246,75,152,7,14,93
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NEGRU VODĂ” ( FOSTĂ ŞCOALA NR. 12)",8,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:31:53",1722,1712,7,3,0,700,697,0,3,0,679,21,1900,1200,247,122,148,15,21,126
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NEGRU VODĂ” ( FOSTĂ ŞCOALA NR. 12)",7,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:29:16",1569,1561,1,7,0,570,563,0,7,0,543,27,1700,1130,193,110,130,10,16,84
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NEGRU VODĂ” ( FOSTĂ ŞCOALA NR. 12)",6,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:10:47",1679,1674,1,4,0,585,581,0,4,0,560,25,1900,1315,210,71,147,12,14,106
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NEGRU VODĂ” ( FOSTĂ ŞCOALA NR. 12)",5,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 16:17:20",1623,1619,0,4,0,628,624,0,4,0,609,19,1800,1172,230,88,140,22,22,107
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” ( FOSTA ŞCOALĂ NR.6)",24,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:09",1613,1608,0,4,1,639,634,0,4,1,617,22,1800,1161,253,105,165,8,12,74
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” ( FOSTA ŞCOALĂ NR.6)",22,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:17",1649,1645,1,3,0,660,657,0,3,0,643,17,1900,1240,224,110,174,11,14,110
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” ( FOSTA ŞCOALĂ NR.6)",23,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:19:28",1531,1522,3,6,0,490,484,0,6,0,479,11,1700,1210,183,71,113,6,24,82
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” ( FOSTA ŞCOALĂ NR.6)",25,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:01:43",1768,1742,20,6,0,707,701,0,6,0,683,24,1900,1193,248,77,200,12,18,128
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”(FOSTĂ ŞCOALĂ NR.5)",52,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:30:55",1297,1293,0,4,0,536,532,0,4,0,512,24,1500,964,169,50,142,13,8,130
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”(FOSTĂ ŞCOALĂ NR.5)",53,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:18:29",1004,995,1,8,0,423,414,1,8,0,388,35,1200,777,154,44,101,4,8,77
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE SIMONIDE” (FOSTĂ ŞCOALĂ NR.1)",47,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 16:37:08",998,991,0,7,0,443,436,0,7,0,443,0,1200,757,188,32,107,7,4,105
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE SIMONIDE” (FOSTĂ ŞCOALĂ NR.1)",48,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:49:02",1454,1437,12,5,0,612,607,0,5,0,596,16,1600,988,198,62,161,15,16,144
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE SIMONIDE” (FOSTĂ ŞCOALĂ NR.1)",49,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:56:51",855,847,3,5,0,390,385,0,5,0,378,12,1000,610,137,31,95,11,11,93
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ „NICOLAE SIMONIDE”, (FOSTA ŞCOALĂ NR.1), (INTRAREA D)",51,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:53:01",1597,1584,8,5,0,622,617,0,5,0,599,23,1700,1078,223,69,150,16,12,129
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TRAIAN” ( FOSTĂ ŞCOALĂ NR.4)",89,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 20:25:45",1616,1611,0,5,0,705,700,0,5,0,689,16,1700,995,269,96,174,13,9,128
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TRAIAN” ( FOSTĂ ŞCOALĂ NR.4)",88,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 20:18:58",1287,1284,0,3,0,593,590,0,3,0,567,26,1624,1031,217,59,170,14,16,91
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR ARGHEZI” ( FOSTĂ ŞCOALĂ NR.7)",60,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:42:15",1695,1693,0,2,0,704,702,0,2,0,675,29,1900,1196,265,89,165,10,17,129
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR ARGHEZI” ( FOSTĂ ŞCOALĂ NR.7)",59,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:06:53",1597,1591,1,5,0,578,573,0,5,0,561,17,1700,1122,228,89,122,14,9,99
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR ARGHEZI” ( FOSTĂ ŞCOALĂ NR.7)",62,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:54:05",1620,1614,1,5,0,626,621,0,5,0,604,22,1900,1274,245,69,156,9,16,109
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR ARGHEZI” ( FOSTĂ ŞCOALĂ NR.7)",61,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:11:07",2091,2080,6,5,0,884,879,0,5,0,856,28,2300,1416,320,113,216,28,16,163
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR MUŞATESCU” (FOSTA ŞCOALA NR. 17) (INTRAREA A)",79,"MUNICIPIUL PITEŞTI",13169,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:50:09",1190,1183,1,6,0,413,407,0,6,0,391,21,1400,988,141,49,105,14,7,75
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ „TUDOR MUŞATESCU” (FOSTĂ ŞCOALĂ NR.17) (INTRAREA B)",80,"MUNICIPIUL PITEŞTI",13169,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 16:17:19",1237,1231,1,5,0,409,404,0,5,0,392,17,1406,997,164,67,84,11,6,60
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR VLADIMIRESCU” ( FOSTĂ ŞCOALĂ NR.20)",56,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:27:17",1609,1604,2,3,0,694,691,0,3,0,664,30,1700,1006,255,86,160,11,13,139
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” ( FOSTĂ ŞCOALĂ NR.20)",55,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:59",1473,1466,0,7,0,623,616,0,7,0,596,21,1700,1077,248,80,142,8,9,109
