precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
47,"Sector 4","ŞCOALA GIMNAZIALĂ GEORGE TOPÂRCEANU",831,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:41:36",1307,1264,38,5,0,516,511,0,5,0,496,20,1400,884,249,55,17,25,48,76,26
47,"Sector 4","ŞCOALA GIMNAZIALĂ G-RAL EREMIA GRIGORESCU",738,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:38:59",1688,1669,9,9,1,667,657,0,9,1,645,22,1800,1133,327,64,7,40,31,138,38
47,"Sector 4","ŞCOALA GIMNAZIALĂ G-RAL EREMIA GRIGORESCU",734,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:22:43",1639,1631,5,3,0,761,758,0,3,0,739,22,1800,1039,358,73,10,58,24,190,26
47,"Sector 4","ŞCOALA GIMNAZIALĂ G-RAL EREMIA GRIGORESCU",736,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:26:51",1900,1885,4,11,0,827,816,0,11,0,809,18,2100,1273,404,77,12,59,30,204,23
47,"Sector 4","ŞCOALA GIMNAZIALĂ G-RAL EREMIA GRIGORESCU",732,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:27:59",1818,1788,2,7,21,786,758,0,7,21,764,22,2200,1414,407,69,5,50,38,150,45
47,"Sector 4","ŞCOALA GIMNAZIALĂ G-RAL EREMIA GRIGORESCU",733,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:26:48",1547,1536,4,7,0,690,683,0,7,0,665,25,1700,1010,346,92,15,44,28,117,23
47,"Sector 4","ŞCOALA GIMNAZIALĂ G-RAL EREMIA GRIGORESCU",735,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:42:16",2008,1995,0,13,0,779,766,0,13,0,754,17,2200,1429,347,66,11,58,25,197,50
47,"Sector 4","ŞCOALA GIMNAZIALĂ G-RAL EREMIA GRIGORESCU",737,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:27:23",1679,1661,5,12,1,691,678,0,12,1,671,20,1902,1211,324,75,10,61,18,159,24
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”IENĂCHIŢĂ VĂCĂRESCU”",671,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 05:11:36",1581,1544,25,12,0,739,726,1,12,0,725,11,1700,961,254,52,12,70,35,280,22
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”IENĂCHIŢĂ VĂCĂRESCU”",670,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:21:24",1085,1052,33,0,0,476,476,0,0,0,457,19,1200,724,169,51,8,49,21,145,14
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”IENĂCHIŢĂ VĂCĂRESCU”",669,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 17:25:09",1130,1107,17,6,0,513,506,1,6,0,500,13,1200,687,186,59,8,43,20,160,24
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”IENĂCHIŢĂ VĂCĂRESCU”",668,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 21:56:31",982,969,12,1,0,416,413,2,1,0,374,37,1100,684,138,51,5,27,12,123,18
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”IONEL TEODOREANU”",841,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:28:59",1425,1422,1,2,0,602,600,0,2,0,586,16,1600,998,294,68,17,28,38,104,37
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”IONEL TEODOREANU”",843,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:13:36",1556,1550,0,6,0,546,540,0,6,0,529,17,1700,1154,252,83,11,18,39,95,31
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”IONEL TEODOREANU”",842,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:12:27",1528,1519,4,4,1,531,526,0,4,1,503,2,1700,1169,228,100,11,19,42,58,45
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”IONEL TEODOREANU”",840,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:46:48",1373,1365,3,5,0,619,614,0,5,0,600,19,1498,879,304,76,6,32,18,138,26
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”IONEL TEODOREANU”",839,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:26:48",1258,1251,2,5,0,560,555,0,5,0,539,16,1300,745,262,69,9,39,22,121,17
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”IONEL TEODOREANU”",844,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:02:36",1396,1390,1,5,0,607,602,0,5,0,591,16,1500,893,339,57,11,22,29,111,22
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”MĂRŢIŞOR”",746,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:30:46",1868,1845,10,12,1,873,860,0,12,1,848,25,1997,1124,317,62,5,93,27,308,36
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”MĂRŢIŞOR”",749,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:16:30",1543,1533,5,5,0,667,662,0,5,0,643,24,1697,1030,289,69,8,58,32,155,32
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”MĂRŢIŞOR”",747,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:36:53",1960,1936,18,6,0,963,956,1,6,0,946,17,2100,1137,289,93,14,100,38,383,29
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”MĂRŢIŞOR”",748,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:44:11",1248,1239,3,6,0,566,560,0,6,0,558,8,1300,734,209,76,8,59,13,183,10
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”MĂRŢIŞOR”",745,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 07:58:25",1564,1561,1,2,0,676,674,0,2,0,641,20,1803,1142,295,84,13,44,21,160,24
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 108",761,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:24:58",1354,1344,0,10,0,561,551,0,10,0,548,13,1500,939,287,61,12,35,17,121,15
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 108",759,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 16:58:28",1241,1229,5,7,0,634,626,1,7,0,614,19,1300,666,256,71,7,40,34,173,33
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 108",763,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:23:46",1284,1273,2,9,0,542,533,0,9,0,530,12,1400,858,218,67,8,43,14,158,22
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 108",760,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:40:37",1263,1246,9,8,0,612,604,0,8,0,590,22,1296,684,272,55,20,35,31,157,20
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 108",762,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:42:48",1415,1401,5,9,0,610,601,0,9,0,596,14,1500,890,263,76,13,37,24,161,22
