precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GÂDEA ADRIAN-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","STĂVĂRACHE COSTEL-CONSTANTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ŢOLE MARIN-PARTIDUL NAȚIONAL LIBERAL-voturi","MARDALE GEORGE-CĂTĂLIN-PARTIDUL S.O.S. ROMÂNIA-voturi","FLOREA GABRIEL-FLORINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ(ŞCOALA VECHE)",237,PIETROŞANI,153589,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:03:01",928,866,1,24,37,676,614,1,24,37,654,22,1010,334,250,15,320,18,51
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SLĂVEŞTI",303,"TĂTĂRĂŞTII DE JOS",154585,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:24:49",718,684,0,22,12,439,406,0,21,12,418,21,750,311,218,87,32,23,58
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ SLOBOZIA MÂNDRA",287,"SLOBOZIA MÂNDRA",154344,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:10:45",643,550,0,35,58,418,325,0,35,58,412,6,600,182,348,4,21,15,24
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ SLOBOZIA MÂNDRA",288,"SLOBOZIA MÂNDRA",154344,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:04:27",727,635,0,39,53,462,370,0,39,53,449,13,700,238,364,8,31,12,34
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SMÎRDIOASA",289,SMÂRDIOASA,154380,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:00:42",1460,1422,2,11,25,967,931,0,11,25,934,32,1580,613,544,14,274,17,85
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE”",18,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:58",772,758,2,11,1,347,335,0,11,1,334,13,880,533,199,25,54,6,50
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE”",19,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:17",924,912,0,11,1,425,413,0,11,1,402,23,1010,585,200,42,105,11,44
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SUHAIA",295,SUHAIA,154460,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:46:37",824,770,0,30,24,627,573,0,30,24,605,22,850,223,199,10,365,16,15
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ TĂTĂRĂŞTII DE JOS",301,"TĂTĂRĂŞTII DE JOS",154585,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:03:00",1109,1086,2,17,4,664,643,0,17,4,608,56,1200,536,333,67,85,39,84
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ TĂTĂRĂȘTII DE SUS",304,"TĂTĂRĂŞTII DE SUS",154665,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:03:46",1044,962,1,40,41,734,653,0,40,41,709,25,1100,366,289,12,344,24,40
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ TĂTĂRĂȘTII DE SUS",305,"TĂTĂRĂŞTII DE SUS",154665,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:26:21",1158,1070,0,59,29,1158,1070,0,59,29,740,28,1200,432,213,7,448,13,59
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ TELEORMANU",206,MÂRZĂNEŞTI,153339,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:18",692,622,0,32,38,494,424,0,32,38,494,0,720,226,314,18,150,6,6
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ TRAIAN, STRADA PRINCIPALĂ NR. 188",307,TRAIAN,154736,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:37",759,736,0,4,19,366,343,0,4,19,330,36,810,444,211,6,24,7,82
36,TELEORMAN,"SCOALA GIMNAZIALA ”VASILE RACOTTA”",297,ŞTOROBĂNEASA,154497,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:21:48",1346,1266,1,36,43,917,838,0,36,43,874,43,1440,523,473,13,36,24,328
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ VEDEA",323,VEDEA,154852,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:08",463,452,0,0,11,296,285,0,0,11,295,1,510,214,226,4,51,0,14
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ZAHARIA STANCU”",36,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:39",1055,1051,2,2,0,410,408,0,2,0,393,17,1150,740,198,98,29,13,55
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ZAHARIA STANCU”",35,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:23:28",1126,1124,0,1,1,484,482,0,1,1,460,24,1240,756,239,122,31,14,54
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ZIMNICELE",215,NĂSTURELU,153400,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:48:55",746,707,0,25,14,546,507,0,25,14,530,16,800,254,380,7,64,22,57
36,TELEORMAN,"ŞCOALA MICĂ",245,PLOSCA,153605,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 21:43:31",1154,1141,0,6,7,762,749,0,6,7,749,13,1250,488,330,40,306,10,63
36,TELEORMAN,"ŞCOALA PRIMARĂ",334,ZÂMBREASCA,154978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:13:32",390,348,0,3,39,270,228,0,3,39,257,13,400,130,183,3,37,8,26
36,TELEORMAN,"ȘCOALA PRIMARĂ CĂTUNU",247,POENI,153696,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:16",333,316,0,8,9,252,235,0,8,9,246,6,350,98,125,6,73,7,35
36,TELEORMAN,"ŞCOALA PRIMARĂ GĂLĂTENI",180,GĂLĂTENI,153026,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:42:58",1324,1237,0,48,39,946,859,0,48,39,890,56,1350,404,383,1,403,0,103
36,TELEORMAN,"ȘCOALA PRIMARĂ NR.4",84,"ORAŞ ZIMNICEA",151978,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:47:39",1408,1390,0,10,8,717,699,0,10,8,687,30,1530,813,457,32,85,22,91
36,TELEORMAN,"ȘCOALA PRIMARĂ NR.4",83,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:05",1309,1281,0,9,19,702,674,0,9,19,680,22,1410,708,462,37,81,26,74
36,TELEORMAN,"ŞCOALA PRIMARĂ ŞOIMU",290,SMÂRDIOASA,154380,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:24",321,310,0,8,3,223,212,0,8,3,217,6,340,117,103,3,72,4,35
36,TELEORMAN,"ŞCOALA RĂSFIRAŢI",243,PLOSCA,153605,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 21:39:56",1333,1316,0,4,13,919,902,0,4,13,893,26,1470,551,291,42,453,16,91
36,TELEORMAN,"ŞCOLA GIMNAZIALĂ NR. 1 CIUPERCENI",146,COSMEŞTI,152582,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:02:45",1165,1088,1,27,49,806,730,0,27,49,781,25,1200,394,657,6,73,10,35
36,TELEORMAN,"ŞCOLALA GIMNAZIALĂ CĂLMĂȚUIU (FOST LOCAL AL ȘCOLII CU CLASELE I-IV)",130,CĂLMĂŢUIU,152412,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:47",185,169,0,8,8,122,106,0,8,8,119,3,180,58,99,3,4,2,11
36,TELEORMAN,"S.C. URBANA SERV S.R.L.",85,"ORAŞ ZIMNICEA",151978,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:02:29",1428,1406,1,8,13,738,717,0,8,13,719,19,1540,802,510,26,57,20,106
36,TELEORMAN,"SEDIUL ADMINISTRATIV DIN SATUL SECARA",152,CRÂNGU,152662,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:10",271,223,0,20,28,203,155,0,20,28,199,4,270,63,132,2,51,9,5
36,TELEORMAN,"SEDIUL FOSTEI PRIMĂRII COMUNALE BRATCOV",292,STEJARU,154415,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:11:17",104,85,0,12,7,76,57,0,12,7,76,0,100,24,56,0,6,1,13
36,TELEORMAN,"SPAŢII BIROURI, STRADA PRINCIPALĂ NR. 116",306,TRAIAN,154736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:53",634,602,1,12,19,352,322,1,12,17,336,16,650,298,215,18,29,4,70
