precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","OLĂRAŞU COSMIN-ALIN-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BĂIȚA",273,BĂIŢA,88092,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:16",1018,990,11,8,9,603,584,2,8,9,590,13,1108,505,90,18,166,288,3,17,3,1,4
22,HUNEDOARA,"CĂMINUL CULTURAL BĂLATA",475,ŞOIMUŞ,91330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:56",365,362,0,3,0,245,242,0,3,0,230,13,400,155,42,2,125,42,0,10,4,0,5
22,HUNEDOARA,"CĂMINUL CULTURAL BALOMIR",467,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:42",271,258,2,5,6,193,182,0,5,6,186,5,280,87,52,1,28,101,1,3,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL BERIU",281,BERIU,88261,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:59",612,600,0,8,4,369,357,0,8,4,351,18,700,331,90,13,115,102,4,17,3,0,7
22,HUNEDOARA,"CĂMINUL CULTURAL BLĂJENI",287,BLĂJENI,88350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:09:33",490,416,0,54,20,435,361,0,54,20,417,18,474,39,47,14,156,186,4,8,0,2,0
22,HUNEDOARA,"CĂMINUL CULTURAL BOBÂLNA",429,"RAPOLTU MARE",90663,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:33:55",384,371,0,10,3,258,245,0,10,3,241,17,410,152,111,8,18,73,2,21,0,1,7
22,HUNEDOARA,"CĂMINUL CULTURAL BOHOLT",476,ŞOIMUŞ,91330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:52:03",279,270,0,6,3,194,185,0,6,3,186,8,300,106,21,3,107,45,0,4,2,0,4
22,HUNEDOARA,"CĂMINUL CULTURAL BOIȚA",434,RĂCHITOVA,90725,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:25",366,330,0,29,7,281,245,0,29,7,276,5,350,69,45,9,79,132,1,8,2,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL BOIU",430,"RAPOLTU MARE",90663,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:44",128,119,0,7,2,82,73,0,7,2,76,6,140,58,17,3,24,29,0,2,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL BOIU DE SUS",373,GURASADA,89687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:47:42",77,70,0,7,0,57,50,0,7,0,52,5,80,23,2,3,5,42,0,0,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL BOŞOROD",291,BOŞOROD,88449,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:26",763,732,0,23,8,606,575,0,23,8,569,37,830,224,92,16,212,203,0,32,11,1,2
22,HUNEDOARA,"CĂMINUL CULTURAL BOZ",298,BRĂNIŞCA,88546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:46:48",362,344,0,18,0,257,239,0,18,0,245,12,384,127,49,5,84,98,2,5,1,1,0
22,HUNEDOARA,"CĂMINUL CULTURAL BOZES",207,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:59:35",195,181,1,10,3,140,126,1,10,3,131,9,220,80,10,2,62,51,2,2,1,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL BRĂNIȘCA",297,BRĂNIŞCA,88546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:13",512,481,0,21,10,336,305,0,21,10,318,18,550,214,59,5,74,159,0,15,0,2,4
22,HUNEDOARA,"CĂMINUL CULTURAL BRÂZNIC",382,ILIA,89856,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:35",200,186,0,13,1,132,118,0,13,1,128,4,202,70,28,6,15,76,1,1,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL BRETEA MUREȘANĂ",383,ILIA,89856,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:52:09",480,463,1,10,6,265,249,0,10,6,254,11,522,257,66,5,37,127,3,8,2,0,6
22,HUNEDOARA,"CĂMINUL CULTURAL BRETEA STREIULUI",305,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:40:11",214,209,0,5,0,128,123,0,5,0,124,4,229,101,16,5,10,87,0,2,3,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL BUCIUM",404,"ORĂŞTIOARA DE SUS",90342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:27:56",288,259,0,17,12,237,208,0,17,12,233,4,299,62,29,6,109,80,0,7,1,1,0
22,HUNEDOARA,"CĂMINUL CULTURAL BUCIUM-ORLEA",469,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:28",181,168,1,6,6,180,168,0,6,6,122,8,190,60,24,6,20,59,0,10,1,0,2
22,HUNEDOARA,"CĂMINUL CULTURAL BUCUREŞCI",320,BUCUREŞCI,88868,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:54",537,465,3,50,19,437,366,2,50,19,411,26,499,62,40,4,124,227,0,10,1,1,4
22,HUNEDOARA,"CĂMINUL CULTURAL BUNILA",327,BUNILA,89026,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:02:29",75,56,0,18,1,61,42,0,18,1,60,1,69,8,14,1,17,25,0,2,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL BURJUC",330,BURJUC,89080,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:54",137,122,1,12,2,101,87,0,12,2,97,4,131,30,13,1,9,43,0,26,2,2,1
22,HUNEDOARA,"CĂMINUL CULTURAL CĂINELU DE SUS",274,BĂIŢA,88092,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:45:00",330,319,1,2,8,239,229,0,2,8,231,8,360,121,29,1,37,150,2,7,1,1,3
22,HUNEDOARA,"CĂMINUL CULTURAL CÂMPURI-SURDUC",375,GURASADA,89687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:22",362,329,0,23,10,227,194,0,23,10,213,14,350,123,33,6,17,137,2,5,5,3,5
22,HUNEDOARA,"CĂMINUL CULTURAL CÂRJIŢI",335,CÂRJIŢI,86749,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:48",99,70,0,26,3,94,65,0,26,3,93,1,110,16,18,12,43,9,4,4,2,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL CÂRNEȘTI",494,TOTEŞTI,91624,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:27:33",373,354,2,7,10,257,240,0,7,10,240,17,400,143,15,6,25,187,1,5,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL CERIȘOR",391,LELESE,90066,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:53:32",45,39,0,5,1,45,39,0,5,1,41,4,66,21,5,5,1,29,0,0,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL CERTEJU DE SUS",343,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:16",1187,1154,0,11,22,754,721,0,11,22,738,16,1252,498,125,13,202,297,7,51,27,4,12
22,HUNEDOARA,"CĂMINUL CULTURAL CHERGHEŞ",337,CÂRJIŢI,86749,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:02:06",99,78,0,19,2,67,46,0,19,2,64,3,85,18,11,2,24,15,1,10,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL CHIMINDIA",379,HĂRĂU,89801,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:08",308,288,0,13,7,192,172,0,13,7,185,7,319,127,31,3,10,133,1,5,0,1,1
22,HUNEDOARA,"CĂMINUL CULTURAL CHIŞCĂDAGA",477,ŞOIMUŞ,91330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:47",305,283,0,12,10,237,215,0,12,10,226,8,320,86,27,0,169,19,3,4,1,1,2
22,HUNEDOARA,"CĂMINUL CULTURAL CIULPĂZ",411,"PESTIŞU MIC",90431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:47:28",110,81,0,22,7,93,64,0,22,7,89,4,95,2,10,1,41,23,1,10,0,1,2
22,HUNEDOARA,"CĂMINUL CULTURAL COROIEŞTI",457,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:25:33",157,150,0,4,3,123,116,0,4,3,117,6,170,47,21,3,22,68,0,3,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL COSTEȘTI",405,"ORĂŞTIOARA DE SUS",90342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:11",447,400,3,32,12,337,293,0,32,12,327,9,462,126,96,3,109,100,0,12,3,0,4
22,HUNEDOARA,"CĂMINUL CULTURAL COVRAGIU",306,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:31",128,124,0,3,1,79,75,0,3,1,76,3,148,69,11,0,14,46,3,1,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL COZIA",338,CÂRJIŢI,86749,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:22:56",154,141,0,13,0,115,102,0,13,0,109,6,150,35,44,4,27,22,1,4,4,1,2
22,HUNEDOARA,"CĂMINUL CULTURAL CURECHIU",321,BUCUREŞCI,88868,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:51",293,250,0,30,13,272,229,0,30,13,242,4,270,24,21,7,48,157,1,8,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL DĂBÂCA",489,TOPLIŢA,91535,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:42",147,101,0,43,3,122,77,0,43,2,115,7,138,16,27,5,40,41,0,0,1,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL DÂNCU MARE",399,MĂRTINEŞTI,90262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:32:32",234,204,0,27,3,178,148,0,27,3,167,8,230,55,25,3,12,117,0,9,1,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL DÂNCU MIC",400,MĂRTINEŞTI,90262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:09:28",88,58,0,29,1,88,58,0,29,1,83,5,120,32,7,0,23,48,1,4,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL DEALU MARE",509,VĂLIŞOARA,91937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:07:55",154,142,0,7,5,126,114,0,7,5,119,7,165,39,13,0,36,66,0,2,1,1,0
22,HUNEDOARA,"CĂMINUL CULTURAL DEALU MIC",490,TOPLIŢA,91535,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:41:14",51,35,0,16,0,39,23,0,16,0,37,2,53,14,3,1,11,21,0,1,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL DENSUȘ",354,DENSUŞ,89348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:43",564,496,1,52,15,442,375,0,52,15,431,11,574,132,34,6,209,149,2,26,2,1,2
22,HUNEDOARA,"CĂMINUL CULTURAL DOBRA",359,DOBRA,89428,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:44",1402,1315,0,67,20,880,793,0,67,20,833,47,1449,569,211,25,91,444,9,31,7,2,13
22,HUNEDOARA,"CĂMINUL CULTURAL DOBROȚ",486,TOMEŞTI,91447,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:15",341,311,2,20,8,293,263,2,20,8,277,16,350,57,32,1,127,108,0,8,1,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL DUMBRAVA DE JOS",444,RIBIŢA,90805,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:59:26",138,106,1,13,18,119,88,1,13,17,109,10,135,16,18,4,32,52,0,2,1,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL FIZEŞ",275,BĂIŢA,88092,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:24:36",251,243,1,4,3,177,170,0,4,3,168,9,270,93,23,3,29,79,1,31,1,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL FOLT",431,"RAPOLTU MARE",90663,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:24",145,130,0,13,2,100,85,0,13,2,91,9,142,42,20,2,17,43,0,6,0,0,3
22,HUNEDOARA,"CĂMINUL CULTURAL FORNĂDIA",478,ŞOIMUŞ,91330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:08",173,168,0,4,1,130,125,0,4,1,120,10,190,60,21,1,72,21,2,1,2,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL FURCȘOARA",299,BRĂNIŞCA,88546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:33:01",42,28,0,13,1,27,13,0,13,1,27,0,50,23,4,0,12,10,0,1,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL GENERAL BERTHELOT - CLĂDIRE ANEXĂ AFTER SCHOOL",365,"GENERAL BERTHELOT",91731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:01",519,504,0,9,6,395,380,0,9,6,386,9,565,170,77,17,160,105,2,13,5,3,4
22,HUNEDOARA,"CĂMINUL CULTURAL GODINEŞTI",522,ZAM,92177,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:44:43",101,93,0,8,0,77,69,0,8,0,70,7,103,26,11,5,22,29,0,3,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL GRĂDIȘTEA DE MUNTE",406,"ORĂŞTIOARA DE SUS",90342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:20:20",142,121,0,17,4,113,92,0,17,4,110,3,140,27,23,0,53,29,0,4,0,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL HĂRĂU",376,HĂRĂU,89801,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:21",680,657,0,4,19,402,379,0,4,19,390,12,748,346,58,25,50,222,5,14,4,2,10
22,HUNEDOARA,"CĂMINUL CULTURAL HĂRŢĂGANI",276,BĂIŢA,88092,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:09:33",633,614,10,1,8,344,335,0,1,8,328,16,670,326,61,5,110,134,1,11,1,0,5
22,HUNEDOARA,"CĂMINUL CULTURAL HOMOROD",211,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:18:23",260,254,0,3,3,186,180,0,3,3,174,12,300,114,27,3,72,67,2,3,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL HONDOL",345,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:20",437,414,0,8,15,269,246,0,8,15,260,9,450,181,43,1,76,109,1,12,12,2,4
22,HUNEDOARA,"CĂMINUL CULTURAL ILIA",380,ILIA,89856,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:53:20",1450,1391,6,22,31,979,926,0,22,31,859,29,1558,646,146,19,127,508,10,21,15,0,13
22,HUNEDOARA,"CĂMINUL CULTURAL IZVOARELE",483,"TELIUCU INFERIOR",86936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:32:29",86,72,0,10,4,62,48,0,10,4,57,5,100,38,5,4,13,33,1,1,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL JELEDINŢI",401,MĂRTINEŞTI,90262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:19",229,207,0,16,6,166,144,0,16,6,153,13,220,54,9,32,17,61,1,32,0,1,0
22,HUNEDOARA,"CĂMINUL CULTURAL LĂPUGIU DE JOS",387,"LĂPUGIU DE JOS",89954,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:44",455,347,4,90,14,359,255,1,90,13,345,14,470,111,51,6,129,147,2,8,0,2,0
22,HUNEDOARA,"CĂMINUL CULTURAL LĂPUGIU DE SUS",388,"LĂPUGIU DE JOS",89954,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:04",414,290,0,118,6,352,228,0,118,6,336,16,400,48,43,4,38,243,3,2,1,1,1
22,HUNEDOARA,"CĂMINUL CULTURAL LĂPUȘNIC",360,DOBRA,89428,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:44",395,381,0,10,4,221,207,0,10,4,210,11,414,193,46,5,31,111,0,9,3,2,3
22,HUNEDOARA,"CĂMINUL CULTURAL LEȘNIC",512,VEŢEL,91982,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:55:31",288,272,0,7,9,288,272,0,7,9,279,9,500,212,83,10,69,90,6,12,4,3,2
22,HUNEDOARA,"CĂMINUL CULTURAL LUDEŞTII DE JOS",407,"ORĂŞTIOARA DE SUS",90342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:51",284,260,5,14,5,191,172,0,14,5,187,4,292,101,64,5,69,44,1,3,1,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL LUNCA",277,BĂIŢA,88092,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:22:28",250,235,0,11,4,176,161,0,11,4,165,11,270,94,38,5,38,76,0,6,0,1,1
22,HUNEDOARA,"CĂMINUL CULTURAL LUNCANI",294,BOŞOROD,88449,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:00:16",110,98,0,12,0,69,57,0,12,0,60,9,108,39,5,1,21,23,0,8,2,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL LUNCOIU DE JOS",396,"LUNCOIU DE JOS",90208,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:01:30",841,810,1,10,20,594,564,0,10,20,550,44,924,330,100,9,257,155,2,18,3,2,4
22,HUNEDOARA,"CĂMINUL CULTURAL LUNCOIU DE SUS - MODUL CONTAINER",397,"LUNCOIU DE JOS",90208,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:44",629,582,8,14,25,488,445,4,14,25,473,15,675,187,58,7,249,132,3,17,2,1,4
22,HUNEDOARA,"CĂMINUL CULTURAL MADA",262,BALŞA,87843,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:57",97,87,0,7,3,79,69,0,7,3,77,2,100,21,4,4,49,17,1,0,0,1,1
22,HUNEDOARA,"CĂMINUL CULTURAL MĂGURA-TOPLIȚA",346,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:48:35",96,86,1,8,1,75,65,1,8,1,72,3,100,25,7,2,21,36,0,1,3,2,0
22,HUNEDOARA,"CĂMINUL CULTURAL MĂLĂIEŞTI",458,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:48:33",122,114,0,4,4,103,95,0,4,4,99,3,125,23,11,3,36,44,0,3,1,1,0
22,HUNEDOARA,"CĂMINUL CULTURAL MERIŞOR",322,BUCUREŞCI,88868,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:14:38",85,68,0,16,1,81,64,0,16,1,78,3,85,4,11,2,27,36,0,0,1,1,0
