precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
23,IALOMIŢA,"CĂMINUL CULTURAL",220,VLĂDENI,94795,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:04:39",737,725,0,4,8,473,461,0,4,8,446,27,800,327,277,37,9,1,2,87,30,3
23,IALOMIŢA,"CĂMINUL CULTURAL",118,BUCU,93021,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:40:47",1015,1006,2,1,6,565,558,0,1,6,528,37,1100,535,281,65,4,12,7,80,20,59
23,IALOMIŢA,"CĂMINUL CULTURAL",154,GRINDU,93717,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:00:20",752,725,5,19,3,497,474,1,19,3,460,37,800,303,292,40,4,0,1,105,10,8
23,IALOMIŢA,"CĂMINUL CULTURAL",155,GRINDU,93717,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:57",725,708,0,16,1,501,484,0,16,1,478,23,788,287,289,33,4,0,2,126,14,10
23,IALOMIŢA,"CĂMINUL CULTURAL",119,BUCU,93021,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:52:51",994,978,0,3,13,545,529,0,3,13,515,30,1103,558,269,41,3,3,9,123,26,41
23,IALOMIŢA,"CĂMINUL CULTURAL",219,VLĂDENI,94795,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:46:33",848,842,0,0,6,536,530,0,0,6,508,28,934,398,337,45,11,2,0,86,23,4
23,IALOMIŢA,"CĂMINUL CULTURAL COSÂMBEŞTI",132,COSÂMBEŞTI,93236,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:30:18",817,782,1,16,18,524,489,1,16,18,504,20,872,348,196,64,2,5,5,198,17,17
23,IALOMIŢA,"CAMINUL CULTURAL COSERENI",134,COŞERENI,102240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:46",1252,1223,1,18,10,848,820,0,18,10,802,46,1360,512,296,65,106,3,5,252,42,33
23,IALOMIŢA,"CĂMINUL CULTURAL DRĂGOEŞTI",137,DRĂGOEŞTI,102641,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:27",768,693,0,50,25,582,507,0,50,25,543,39,789,207,383,78,4,1,0,26,15,36
23,IALOMIŢA,"CĂMINUL CULTURAL MALU,SALONUL DE NUNŢI SITUATĂ ÎN MALU",208,"SFÂNTU GHEORGHE",94456,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:31:26",844,839,2,2,1,573,569,1,2,1,546,27,927,354,171,42,6,2,1,256,22,46
23,IALOMIŢA,"CĂMINUL CULTURAL SAT LILIECI",210,SINEŞTI,105026,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:31:07",891,875,2,14,0,476,462,0,14,0,458,18,951,475,229,118,4,1,3,58,34,11
23,IALOMIŢA,"CĂMINUL CULTURAL SITUATĂ ÎN SATUL SINEŞTI, SINEŞTI",209,SINEŞTI,105026,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:11",1302,1273,0,29,0,824,795,0,29,0,761,63,1400,576,507,98,5,0,0,87,25,39
23,IALOMIŢA,"CASA DE CULTURĂ",62,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:38:43",1123,1114,0,9,0,564,555,0,9,0,542,22,1250,686,173,40,11,6,3,187,42,80
23,IALOMIŢA,"CASA MUNICIPALĂ DE CULTURĂ „NICOLAE ROTARU”",13,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:59",1295,1288,2,4,1,494,489,0,4,1,477,17,1498,1004,198,70,20,5,17,100,28,39
23,IALOMIŢA,"CENTRUL COMUNITAR MULTIFUNCȚIONAL VALEA CIORII",216,"VALEA CIORII",94688,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:38:02",1419,1354,1,15,49,1015,951,0,15,49,972,43,1536,521,508,70,7,2,2,291,24,68
23,IALOMIŢA,"CENTRUL DE EDUCAȚIE NON-FORMALĂ",10,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:32:19",1370,1365,1,4,0,614,610,0,4,0,579,35,1550,929,264,70,14,9,29,141,12,40
23,IALOMIŢA,"CENTRUL SOCIAL AL PAROHIEI FETEȘTI GARĂ II",55,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:40",1273,1268,0,5,0,429,424,0,5,0,404,25,1400,971,248,37,17,4,3,57,21,17
23,IALOMIŢA,"CENTRU SOCIAL DE ZI VIITORUL",207,"SFÂNTU GHEORGHE",94456,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:28:54",604,583,1,6,14,434,413,1,6,14,418,16,660,226,153,50,2,0,4,168,25,16
23,IALOMIŢA,"CLUBUL SINDICATELOR",65,"MUNICIPIUL URZICENI",100683,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:59:16",1541,1529,0,11,1,740,728,0,11,1,705,35,1700,960,261,57,11,4,6,192,75,99
23,IALOMIŢA,"COLEGIUL NAȚIONAL „MIHAI VITEAZUL” (FOST LICEU DE MATEMATICĂ-FIZICĂ)",5,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:09:59",1131,1125,0,6,0,499,493,0,6,0,485,14,1244,745,208,44,17,7,21,134,16,38
23,IALOMIŢA,"CONTAINER MODULAR(TEREN FOSTA GRĂDINIŢĂ COPUZU)",104,BALACIU,92907,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:17",224,222,0,2,0,124,122,0,2,0,107,17,250,126,34,21,3,0,0,28,4,17
23,IALOMIŢA,"CONTAINER(SITUAT IN CURTEA GRĂDINIȚEI CU PROGRAM NORMAL MARSILIENI)",92,ALBEŞTI,92783,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:44",409,387,0,4,18,281,259,0,4,18,254,27,450,169,180,27,3,0,1,30,9,4
23,IALOMIŢA,"DIRECȚIA PENTRU AGRICULTURĂ JUDEȚEANĂ IALOMIȚA",11,"MUNICIPIUL SLOBOZIA",92658,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 23:13:51",933,927,0,6,0,364,358,0,6,0,344,16,1050,686,162,33,10,6,11,90,20,12
23,IALOMIŢA,"FOSTA GRĂDINIȚĂ CU PROGRAM NORMAL FUNDATA",186,PERIEŢI,94161,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:28:34",401,393,1,6,1,219,211,1,6,1,208,11,430,211,77,33,2,3,6,68,6,13
23,IALOMIŢA,"FOSTĂ ȘCOALA GIMNAZIALĂ”MIHAI VITEAZUL” - LOCAL BULIGA",34,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:50",864,858,1,5,0,369,364,0,5,0,353,16,950,581,261,23,6,1,0,33,23,6
23,IALOMIŢA,"FOSTA ŞCOALA NR. 1",88,"ORAŞ ŢĂNDĂREI",92765,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:57:24",1098,1095,0,3,0,270,267,0,3,0,236,34,1228,958,187,9,8,1,0,17,3,11
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL BORDUȘELU",123,CIOCHINA,93101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:44",611,556,0,55,0,485,430,0,55,0,462,21,600,117,154,25,5,1,0,273,3,1
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL FRUMUȘICA",100,AXINTELE,100923,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:14:32",759,748,0,8,3,478,470,0,8,0,422,56,830,352,160,91,8,1,2,104,11,45
23,IALOMIŢA,"GRADINIȚA CU PROGRAM NORMAL GIMBĂŞANI",133,COSÂMBEŞTI,93236,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:10",734,713,1,9,11,497,477,0,9,11,476,21,800,303,131,35,10,2,1,194,17,86
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL IAZU",206,SCÂNTEIA,94429,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:48:52",794,787,1,6,0,390,384,0,6,0,368,22,868,478,164,62,39,1,3,52,9,38
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL OREZU",124,CIOCHINA,93101,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:05:41",598,585,0,11,2,408,395,0,11,2,376,19,652,257,144,23,15,0,0,179,11,4
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL PROGRESU",145,FĂCĂENI,93575,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:05",501,491,0,8,2,230,220,0,8,2,223,7,567,337,78,104,1,0,0,13,11,16
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL SMIRNA",158,GRIVIŢA,93735,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:30:39",726,691,0,9,26,455,420,0,9,26,432,23,775,320,203,36,4,2,2,156,15,14
23,IALOMIŢA,"GRĂDINIŢA CU PROGRAM NORMAL TRAIAN",214,TRAIAN,179702,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:41:06",1161,1098,0,10,53,835,775,0,10,50,783,52,1300,465,313,29,11,0,2,412,10,6
23,IALOMIŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT",59,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:25",639,631,0,8,0,327,319,0,8,0,310,17,750,423,116,42,6,0,4,70,16,56
23,IALOMIŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ALBĂ CA ZĂPADA”",47,"MUNICIPIUL FETEŞTI",92701,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:18:55",1019,1010,0,8,1,413,404,0,8,1,391,22,1100,687,227,51,16,2,3,49,23,20
23,IALOMIŢA,"GRÃDINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATĂ”",28,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 22:30:39",1281,1270,1,10,0,633,623,0,10,0,619,14,1464,831,268,52,14,8,38,162,23,54
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „ PITICOT”",17,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:57:15",1448,1439,1,8,0,694,686,0,8,0,679,15,1600,906,298,52,24,7,18,196,12,72
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”PRICHINDEL ”",71,"ORAŞ AMARA",92836,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:15",1042,1041,0,0,1,524,523,0,0,1,497,27,1150,626,170,113,10,2,9,133,16,44
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”PRICHINDEL”",70,"ORAŞ AMARA",92836,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:57:47",1293,1285,2,5,1,680,674,0,5,1,656,15,1400,714,217,174,14,0,12,189,21,29
23,IALOMIŢA,"GRĂDINIŢA DE COPII",61,"MUNICIPIUL URZICENI",100683,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:11:06",942,929,3,8,2,470,460,0,8,2,444,26,1000,530,138,43,15,2,6,131,30,79
23,IALOMIŢA,"GRĂDINIŢA DRIDU – MOARĂ",139,DRIDU,102703,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:28",813,802,0,11,0,503,492,0,11,0,460,43,800,297,309,73,3,3,2,40,16,14
23,IALOMIŢA,"GRĂDINIŢA DRIDU – MOVILA",140,DRIDU,102703,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:19",517,504,0,13,0,272,259,0,13,0,253,19,600,328,180,32,1,0,1,23,8,8
23,IALOMIŢA,"GRĂDINIŢA DRIDU –SNAGOV",141,DRIDU,102703,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 13:33:17",308,298,0,10,0,216,206,0,10,0,201,15,370,154,163,18,0,0,0,11,7,2
23,IALOMIŢA,"GRADINITA ION ROATA (LOCALUL VECHI COLINELE)",162,"ION ROATĂ",103862,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:20",757,745,2,8,2,442,432,0,8,2,402,40,820,378,101,100,22,2,7,81,44,45
23,IALOMIŢA,"GRADINIŢA PĂTRIME",136,COŞERENI,102240,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:40:20",1022,1011,0,6,5,727,716,0,6,5,693,34,1118,391,250,53,120,1,1,183,49,36
23,IALOMIŢA,"GRĂDINIŢA SĂVENI",202,SĂVENI,94376,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:26",1181,1176,0,1,4,546,541,0,1,4,529,17,1300,754,380,58,10,0,1,22,29,29
23,IALOMIŢA,"GRĂDINIȚA SCÂNTEIA",204,SCÂNTEIA,94429,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:36:55",1128,1111,0,7,10,628,611,0,7,10,585,43,1240,612,399,101,13,0,0,50,17,5
23,IALOMIŢA,"GRĂDINIŢA ȘCOLII GIMNAZIALE ”DIMITRIE CANTEMIR”",51,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:53:12",1109,1105,0,3,1,547,543,0,3,1,530,17,1250,703,318,61,12,8,4,73,25,29
23,IALOMIŢA,"GRUPUL ŞCOLAR ’’SF. ECATERINA’’",63,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:39:50",1229,1221,0,7,1,620,612,0,7,1,607,13,1400,780,224,50,9,6,10,181,49,78
23,IALOMIŢA,"INTERNATUL COLEGIULUI NATIONAL GRIGORE MOISIL",68,"MUNICIPIUL URZICENI",100683,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:14:36",1056,1054,0,2,0,502,500,0,2,0,482,20,1150,648,158,35,14,13,9,146,39,68
23,IALOMIŢA,"LICEUL DE ARTE ”IONEL PERLEA”",27,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:13",1372,1362,2,6,2,652,644,0,6,2,644,8,1400,748,241,54,16,4,26,230,14,59
23,IALOMIŢA,"LICEUL DE ARTE ”IONEL PERLEA”",26,"MUNICIPIUL SLOBOZIA",92658,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 22:34:06",1129,1120,0,8,1,466,457,0,8,1,452,14,1250,784,192,48,47,5,14,121,14,11
23,IALOMIŢA,"LICEUL DE ARTE „IONEL PERLEA” - ATELIERELE DE CREAȚIE",29,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 21:58:17",1795,1781,4,9,1,904,894,0,9,1,888,16,1950,1046,362,80,19,13,58,264,24,68
23,IALOMIŢA,"LICEUL DE ARTE „IONEL PERLEA” (FOSTA ȘCOALA GENERALĂ NR. 1)",24,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:07:06",1052,1043,0,8,1,530,521,0,8,1,503,27,1147,617,225,26,6,5,11,156,17,57
23,IALOMIŢA,"LICEUL DE ARTE „IONEL PERLEA” (FOSTA ȘCOALA GENERALĂ NR. 1)",25,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:39",965,955,2,8,0,491,483,0,8,0,468,23,1050,559,182,41,20,7,21,148,9,40
23,IALOMIŢA,"LICEUL PEDAGOGIC ”MATEI BASARAB” (FOSTĂ ȘCOALA NORMALĂ)",6,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:54:45",1413,1405,0,8,0,646,638,0,8,0,629,17,1550,904,254,59,20,16,33,178,16,53
23,IALOMIŢA,"LICEUL TEHNOLOGIC”ALEXANDRU IOAN CUZA”(FOSTUL LICEU DE CONSTRUCȚII)",2,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 22:17:29",1383,1376,2,5,0,612,606,1,5,0,591,15,1500,888,236,71,10,4,29,186,8,47
23,IALOMIŢA,"LICEUL TEHNOLOGIC”ALEXANDRU IOAN CUZA”(FOSTUL LICEU DE CONSTRUCȚII)",1,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 23:37:03",1530,1509,5,8,8,606,590,0,8,8,586,20,1596,990,278,63,22,3,20,151,15,34
23,IALOMIŢA,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY”",43,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:51:15",939,912,0,8,19,453,426,0,8,19,430,23,1050,597,283,24,11,6,1,60,25,20
23,IALOMIŢA,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY” (FOSTA ȘCOALĂ NR. 5)",57,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:06",1411,1403,0,7,1,498,490,0,7,1,471,27,1550,1052,260,78,12,1,4,60,40,16
23,IALOMIŢA,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY” (FOSTA ȘCOALĂ NR. 5)",58,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:07:14",1069,1063,0,6,0,342,336,0,6,0,317,25,1226,884,186,38,3,2,4,46,22,16
23,IALOMIŢA,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY”( FOSTA ȘCOALĂ NR.5)",56,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:22",1259,1253,0,6,0,362,356,0,6,0,335,27,1376,1014,202,32,6,2,4,53,22,14
23,IALOMIŢA,"LICEUL TEHNOLOGI CĂZĂNEȘTI",76,"ORAŞ CĂZĂNEŞTI",93067,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:05:24",1357,1323,0,14,20,755,721,0,14,20,671,84,1425,670,268,95,23,0,65,151,35,34
23,IALOMIŢA,"LICEUL TEHNOLOGIC, CORP B",75,"ORAŞ CĂZĂNEŞTI",93067,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:34:08",1395,1354,1,10,30,730,690,0,10,30,676,54,1600,870,246,87,17,4,48,173,29,72
23,IALOMIŢA,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ",46,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:02:51",1381,1373,0,8,0,635,627,0,8,0,612,23,1500,863,397,51,20,9,4,75,38,18
23,IALOMIŢA,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ - CORP C 1",49,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:21",821,817,1,2,1,308,305,0,2,1,299,9,900,592,173,30,12,1,2,47,17,17
23,IALOMIŢA,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ - CORP C1",50,"MUNICIPIUL FETEŞTI",92701,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:55:51",956,945,0,8,3,403,392,0,8,3,393,10,974,571,232,52,9,7,1,48,29,15
23,IALOMIŢA,"LICEUL TEHNOLOGIC „ÎNĂLȚAREA DOMNULUI” (FOSTA ȘCOALA GENERALĂ NR. 6)",8,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:37:25",1430,1420,2,7,1,638,630,0,7,1,620,18,1598,960,237,76,13,10,51,150,28,55
23,IALOMIŢA,"LICEUL TEHNOLOGIC „ÎNĂLȚAREA DOMNULUI” (FOSTA ȘCOALA GENERALĂ NR. 6)",9,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:29:25",1245,1238,2,5,0,482,477,0,5,0,470,12,1394,912,208,56,15,2,20,132,12,25
23,IALOMIŢA,"LICEUL TEHNOLOGIC ”MIHAI EMINESCU” (LICEUL DE CHIMIE)",14,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:40",1042,1022,7,13,0,399,386,0,13,0,387,12,1150,751,158,41,8,6,21,107,17,29
23,IALOMIŢA,"LICEUL TEHNOLOGIC ȚĂNDĂREI",80,"ORAŞ ŢĂNDĂREI",92765,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:21:29",1362,1354,1,5,2,504,497,0,5,2,482,22,1557,1053,218,74,23,5,6,65,26,65
23,IALOMIŢA,"LICEUL TEHNOLOGIC ȚĂNDĂREI (ȘCOALA GIMNAZIALĂ NR. 1)",85,"ORAŞ ŢĂNDĂREI",92765,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:46",1546,1538,1,7,0,487,480,0,7,0,456,31,1700,1213,238,56,27,1,5,46,14,69
23,IALOMIŢA,"LICEUL TEHNOLOGIC ȚĂNDĂREI (ȘCOALA GIMNAZIALĂ NR. 1)",86,"ORAŞ ŢĂNDĂREI",92765,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:57",969,962,0,7,0,190,183,0,7,0,157,33,1050,860,135,3,3,1,0,8,2,5
23,IALOMIŢA,"LICEUL TEHNOLOGIC URZICENI",69,"MUNICIPIUL URZICENI",100683,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:24:12",1649,1648,1,0,0,777,777,0,0,0,737,40,1828,1051,208,78,7,6,7,293,64,74
23,IALOMIŢA,"LICEUL TEORETIC ”CAROL I”",44,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:52",1334,1324,1,8,1,584,574,1,8,1,552,32,1500,916,335,53,12,2,1,86,29,34
23,IALOMIŢA,"LICEUL TEORETIC ’’PAUL GEORGESCU’’",81,"ORAŞ ŢĂNDĂREI",92765,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:50:28",1166,1148,1,8,9,396,379,0,8,9,368,28,1300,904,231,48,11,1,2,43,12,20
23,IALOMIŢA,"LICEUL TEORETIC ’’PAUL GEORGESCU’’",82,"ORAŞ ŢĂNDĂREI",92765,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 20:33:30",846,834,2,6,4,334,324,0,6,4,319,15,900,566,135,41,15,1,2,67,9,49
23,IALOMIŢA,"LOCALUL GRUPULUI ŞCOLAR BORDUŞANI (ZONA „MOARĂ”)",116,BORDUŞANI,92989,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:35",1396,1385,4,7,0,565,558,0,7,0,527,38,1550,985,326,103,7,2,1,60,24,4
